age,sex,mort,ylds (years lived with disability)_rate_tbalc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,6747,tbalc,0,10,0,0,0,5,male_tbalc,nottingham
1,male,0,0,0,1e-8,6747,tbalc,0,10,0,0,0,5,male_tbalc,nottingham
2,male,0,0,0,1e-8,6747,tbalc,0,10,0,0,0,5,male_tbalc,nottingham
3,male,0,0,0,1e-8,6747,tbalc,0,10,0,0,0,5,male_tbalc,nottingham
4,male,0,0,0,1e-8,6747,tbalc,0,10,0,0,0,5,male_tbalc,nottingham
5,male,0,0,0,1e-8,7132,tbalc,0,10,5,0,0,5,male_tbalc,nottingham
6,male,0,0,0,1e-8,7132,tbalc,0,10,5,0,0,5,male_tbalc,nottingham
7,male,0,0,0,1e-8,7132,tbalc,0,10,5,0,0,5,male_tbalc,nottingham
8,male,0,0,0,1e-8,7132,tbalc,0,10,5,0,0,5,male_tbalc,nottingham
9,male,0,0,0,1e-8,7132,tbalc,0,10,5,0,0,5,male_tbalc,nottingham
10,male,0,0,0,1e-8,6589,tbalc,0,50,10,0,0,5,male_tbalc,nottingham
11,male,0,0,0,1e-8,6589,tbalc,0,50,10,0,0,5,male_tbalc,nottingham
12,male,0,0,0,1e-8,6589,tbalc,0,50,10,0,0,5,male_tbalc,nottingham
13,male,0,0,0,1e-8,6589,tbalc,0,50,10,0,0,5,male_tbalc,nottingham
14,male,0,0,0,1e-8,6589,tbalc,0,50,10,0,0,5,male_tbalc,nottingham
15,male,1.1385250067032375e-7,3.873234004927806e-8,1.6633718996351193e-7,1.5075546046883782e-7,6783,tbalc,0,50,15,0,0,5,male_tbalc,nottingham
16,male,1.1385250067032375e-7,3.873234004927806e-8,1.6633718996351193e-7,1.5075546046883782e-7,6783,tbalc,0,50,15,0,0,5,male_tbalc,nottingham
17,male,1.1385250067032375e-7,3.873234004927806e-8,1.6633718996351193e-7,1.5075546046883782e-7,6783,tbalc,0,50,15,0,0,5,male_tbalc,nottingham
18,male,1.1385250067032375e-7,3.873234004927806e-8,1.6633718996351193e-7,1.5075546046883782e-7,6783,tbalc,0,50,15,0,0,5,male_tbalc,nottingham
19,male,1.1385250067032375e-7,3.873234004927806e-8,1.6633718996351193e-7,1.5075546046883782e-7,6783,tbalc,0,50,15,0,0,5,male_tbalc,nottingham
