age,sex,mort,ylds (years lived with disability)_rate_carc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,15449,carc,0,10,0,0,0,5,male_carc,leeds
1,male,0,0,0,1e-8,15449,carc,0,10,0,0,0,5,male_carc,leeds
2,male,0,0,0,1e-8,15449,carc,0,10,0,0,0,5,male_carc,leeds
3,male,0,0,0,1e-8,15449,carc,0,10,0,0,0,5,male_carc,leeds
4,male,0,0,0,1e-8,15449,carc,0,10,0,0,0,5,male_carc,leeds
5,male,0,0,0,1e-8,16043,carc,0,10,5,0,0,5,male_carc,leeds
6,male,0,0,0,1e-8,16043,carc,0,10,5,0,0,5,male_carc,leeds
7,male,0,0,0,1e-8,16043,carc,0,10,5,0,0,5,male_carc,leeds
8,male,0,0,0,1e-8,16043,carc,0,10,5,0,0,5,male_carc,leeds
9,male,0,0,0,1e-8,16043,carc,0,10,5,0,0,5,male_carc,leeds
10,male,0,0,0,1e-8,14506,carc,0,50,10,0,0,5,male_carc,leeds
11,male,0,0,0,1e-8,14506,carc,0,50,10,0,0,5,male_carc,leeds
12,male,0,0,0,1e-8,14506,carc,0,50,10,0,0,5,male_carc,leeds
13,male,0,0,0,1e-8,14506,carc,0,50,10,0,0,5,male_carc,leeds
14,male,0,0,0,1e-8,14506,carc,0,50,10,0,0,5,male_carc,leeds
15,male,4.941599233263514e-7,1.81997297885778e-6,1.6271789069044904e-5,2.347974944510571e-6,13985,carc,0,50,15,0,0,5,male_carc,leeds
16,male,4.941599233263514e-7,1.81997297885778e-6,1.6271789069044904e-5,2.347974944510571e-6,13985,carc,0,50,15,0,0,5,male_carc,leeds
17,male,4.941599233263514e-7,1.81997297885778e-6,1.6271789069044904e-5,2.347974944510571e-6,13985,carc,0,50,15,0,0,5,male_carc,leeds
18,male,4.941599233263514e-7,1.81997297885778e-6,1.6271789069044904e-5,2.347974944510571e-6,13985,carc,0,50,15,0,0,5,male_carc,leeds
19,male,4.941599233263514e-7,1.81997297885778e-6,1.6271789069044904e-5,2.347974944510571e-6,13985,carc,0,50,15,0,0,5,male_carc,leeds
20,male,1.4901013066816853e-6,6.298426598378676e-6,5.859374700317578e-5,8.266891242603556e-6,15610,carc,0,50,20,0,0,5,male_carc,leeds
21,male,1.4901013066816853e-6,6.298426598378676e-6,5.859374700317578e-5,8.266891242603556e-6,15610,carc,0,50,20,0,0,5,male_carc,leeds
22,male,1.4901013066816853e-6,6.298426598378676e-6,5.859374700317578e-5,8.266891242603556e-6,15610,carc,0,50,20,0,0,5,male_carc,leeds
23,male,1.4901013066816853e-6,6.298426598378676e-6,5.859374700317578e-5,8.266891242603556e-6,15610,carc,0,50,20,0,0,5,male_carc,leeds
24,male,1.4901013066816853e-6,6.298426598378676e-6,5.859374700317578e-5,8.266891242603556e-6,15610,carc,0,50,20,0,0,5,male_carc,leeds
25,male,4.162786313559691e-6,1.7451496207180155e-5,1.701933327191673e-4,2.400737762758649e-5,17383,carc,0,50,25,0,0,5,male_carc,leeds
26,male,4.162786313559691e-6,1.7451496207180155e-5,1.701933327191673e-4,2.400737762758649e-5,17383,carc,0,50,25,0,0,5,male_carc,leeds
27,male,4.162786313559691e-6,1.7451496207180155e-5,1.701933327191673e-4,2.400737762758649e-5,17383,carc,0,50,25,0,0,5,male_carc,leeds
28,male,4.162786313559691e-6,1.7451496207180155e-5,1.701933327191673e-4,2.400737762758649e-5,17383,carc,0,50,25,0,0,5,male_carc,leeds
29,male,4.162786313559691e-6,1.7451496207180155e-5,1.701933327191673e-4,2.400737762758649e-5,17383,carc,0,50,25,0,0,5,male_carc,leeds
30,male,9.653033408794075e-6,3.6941686235152305e-5,3.853360978473156e-4,5.489324988916857e-5,17049,carc,0,50,30,0,0,5,male_carc,leeds
31,male,9.653033408794075e-6,3.6941686235152305e-5,3.853360978473156e-4,5.489324988916857e-5,17049,carc,0,50,30,0,0,5,male_carc,leeds
32,male,9.653033408794075e-6,3.6941686235152305e-5,3.853360978473156e-4,5.489324988916857e-5,17049,carc,0,50,30,0,0,5,male_carc,leeds
