age,sex,mort,ylds (years lived with disability)_rate_iscs,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,3.0579698930191873e-7,1.4808331681070912e-5,1.242784122798285e-4,3.9818175779102744e-5,53915,iscs,0,10,0,0,0,5,male_iscs,South East England
1,male,3.0579698930191873e-7,1.4808331681070912e-5,1.242784122798285e-4,3.9818175779102744e-5,53915,iscs,0,10,0,0,0,5,male_iscs,South East England
2,male,3.0579698930191873e-7,1.4808331681070912e-5,1.242784122798285e-4,3.9818175779102744e-5,53915,iscs,0,10,0,0,0,5,male_iscs,South East England
3,male,3.0579698930191873e-7,1.4808331681070912e-5,1.242784122798285e-4,3.9818175779102744e-5,53915,iscs,0,10,0,0,0,5,male_iscs,South East England
4,male,3.0579698930191873e-7,1.4808331681070912e-5,1.242784122798285e-4,3.9818175779102744e-5,53915,iscs,0,10,0,0,0,5,male_iscs,South East England
5,male,5.309234994965625e-8,3.908775575367926e-5,3.320877873365609e-4,2.9400871835264257e-5,58045,iscs,0,10,5,0,0,5,male_iscs,South East England
6,male,5.309234994965625e-8,3.908775575367926e-5,3.320877873365609e-4,2.9400871835264257e-5,58045,iscs,0,10,5,0,0,5,male_iscs,South East England
7,male,5.309234994965625e-8,3.908775575367926e-5,3.320877873365609e-4,2.9400871835264257e-5,58045,iscs,0,10,5,0,0,5,male_iscs,South East England
8,male,5.309234994965625e-8,3.908775575367926e-5,3.320877873365609e-4,2.9400871835264257e-5,58045,iscs,0,10,5,0,0,5,male_iscs,South East England
9,male,5.309234994965625e-8,3.908775575367926e-5,3.320877873365609e-4,2.9400871835264257e-5,58045,iscs,0,10,5,0,0,5,male_iscs,South East England
10,male,5.386195761562577e-8,6.202000199647524e-5,5.177245054310671e-4,2.6814308227167996e-5,54635,iscs,0,50,10,0,0,5,male_iscs,South East England
11,male,5.386195761562577e-8,6.202000199647524e-5,5.177245054310671e-4,2.6814308227167996e-5,54635,iscs,0,50,10,0,0,5,male_iscs,South East England
12,male,5.386195761562577e-8,6.202000199647524e-5,5.177245054310671e-4,2.6814308227167996e-5,54635,iscs,0,50,10,0,0,5,male_iscs,South East England
13,male,5.386195761562577e-8,6.202000199647524e-5,5.177245054310671e-4,2.6814308227167996e-5,54635,iscs,0,50,10,0,0,5,male_iscs,South East England
14,male,5.386195761562577e-8,6.202000199647524e-5,5.177245054310671e-4,2.6814308227167996e-5,54635,iscs,0,50,10,0,0,5,male_iscs,South East England
15,male,1.6661367146362405e-7,8.266848280549085e-5,6.923619347497382e-4,2.3177258306626077e-5,53831,iscs,0,50,15,0,0,5,male_iscs,South East England
16,male,1.6661367146362405e-7,8.266848280549085e-5,6.923619347497382e-4,2.3177258306626077e-5,53831,iscs,0,50,15,0,0,5,male_iscs,South East England
17,male,1.6661367146362405e-7,8.266848280549085e-5,6.923619347497382e-4,2.3177258306626077e-5,53831,iscs,0,50,15,0,0,5,male_iscs,South East England
18,male,1.6661367146362405e-7,8.266848280549085e-5,6.923619347497382e-4,2.3177258306626077e-5,53831,iscs,0,50,15,0,0,5,male_iscs,South East England
19,male,1.6661367146362405e-7,8.266848280549085e-5,6.923619347497382e-4,2.3177258306626077e-5,53831,iscs,0,50,15,0,0,5,male_iscs,South East England
20,male,3.07111729379914e-7,1.0476506466473859e-4,8.658697966006415e-4,2.3833755829444185e-5,55703,iscs,0,50,20,0,0,5,male_iscs,South East England
21,male,3.07111729379914e-7,1.0476506466473859e-4,8.658697966006415e-4,2.3833755829444185e-5,55703,iscs,0,50,20,0,0,5,male_iscs,South East England
22,male,3.07111729379914e-7,1.0476506466473859e-4,8.658697966006415e-4,2.3833755829444185e-5,55703,iscs,0,50,20,0,0,5,male_iscs,South East England
23,male,3.07111729379914e-7,1.0476506466473859e-4,8.658697966006415e-4,2.3833755829444185e-5,55703,iscs,0,50,20,0,0,5,male_iscs,South East England
24,male,3.07111729379914e-7,1.0476506466473859e-4,8.658697966006415e-4,2.3833755829444185e-5,55703,iscs,0,50,20,0,0,5,male_iscs,South East England
25,male,5.764920829402561e-7,1.2718592223915625e-4,0.0010618091762123435,2.8783192082830732e-5,58059,iscs,0,50,25,0,0,5,male_iscs,South East England
26,male,5.764920829402561e-7,1.2718592223915625e-4,0.0010618091762123435,2.8783192082830732e-5,58059,iscs,0,50,25,0,0,5,male_iscs,South East England
27,male,5.764920829402561e-7,1.2718592223915625e-4,0.0010618091762123435,2.8783192082830732e-5,58059,iscs,0,50,25,0,0,5,male_iscs,South East England
28,male,5.764920829402561e-7,1.2718592223915625e-4,0.0010618091762123435,2.8783192082830732e-5,58059,iscs,0,50,25,0,0,5,male_iscs,South East England
29,male,5.764920829402561e-7,1.2718592223915625e-4,0.0010618091762123435,2.8783192082830732e-5,58059,iscs,0,50,25,0,0,5,male_iscs,South East England
30,male,1.3715637884522055e-6,1.5920953514314307e-4,0.0013257281045723878,5.3644504951051794e-5,57970,iscs,0,50,30,0,0,5,male_iscs,South East England
31,male,1.3715637884522055e-6,1.5920953514314307e-4,0.0013257281045723878,5.3644504951051794e-5,57970,iscs,0,50,30,0,0,5,male_iscs,South East England
32,male,1.3715637884522055e-6,1.5920953514314307e-4,0.0013257281045723878,5.3644504951051794e-5,57970,iscs,0,50,30,0,0,5,male_iscs,South East England
33,male,1.3715637884522055e-6,1.5920953514314307e-4,0.0013257281045723878,5.3644504951051794e-5,57970,iscs,0,50,30,0,0,5,male_iscs,South East England
34,male,1.3715637884522055e-6,1.5920953514314307e-4,0.0013257281045723878,5.3644504951051794e-5,57970,iscs,0,50,30,0,0,5,male_iscs,South East England
35,male,2.0991823641833624e-6,2.0746448872474568e-4,0.0018106790764487377,9.841738372970418e-5,58810,iscs,0,50,35,0,0,5,male_iscs,South East England
36,male,2.0991823641833624e-6,2.0746448872474568e-4,0.0018106790764487377,9.841738372970418e-5,58810,iscs,0,50,35,0,0,5,male_iscs,South East England
37,male,2.0991823641833624e-6,2.0746448872474568e-4,0.0018106790764487377,9.841738372970418e-5,58810,iscs,0,50,35,0,0,5,male_iscs,South East England
38,male,2.0991823641833624e-6,2.0746448872474568e-4,0.0018106790764487377,9.841738372970418e-5,58810,iscs,0,50,35,0,0,5,male_iscs,South East England
39,male,2.0991823641833624e-6,2.0746448872474568e-4,0.0018106790764487377,9.841738372970418e-5,58810,iscs,0,50,35,0,0,5,male_iscs,South East England
40,male,5.389281613445605e-6,3.083499404277157e-4,0.002673652580913139,2.3318780128900294e-4,58396,iscs,0,50,40,0,0,5,male_iscs,South East England
41,male,5.389281613445605e-6,3.083499404277157e-4,0.002673652580913139,2.3318780128900294e-4,58396,iscs,0,50,40,0,0,5,male_iscs,South East England
42,male,5.389281613445605e-6,3.083499404277157e-4,0.002673652580913139,2.3318780128900294e-4,58396,iscs,0,50,40,0,0,5,male_iscs,South East England
43,male,5.389281613445605e-6,3.083499404277157e-4,0.002673652580913139,2.3318780128900294e-4,58396,iscs,0,50,40,0,0,5,male_iscs,South East England
44,male,5.389281613445605e-6,3.083499404277157e-4,0.002673652580913139,2.3318780128900294e-4,58396,iscs,0,50,40,0,0,5,male_iscs,South East England
45,male,1.2594158582876045e-5,5.131865901589216e-4,0.004380714499854214,4.580043926127834e-4,64400,iscs,0,50,45,0,1,5,male_iscs,South East England
46,male,1.2594158582876045e-5,5.131865901589216e-4,0.004380714499854214,4.580043926127834e-4,64400,iscs,0,50,45,0,1,5,male_iscs,South East England
47,male,1.2594158582876045e-5,5.131865901589216e-4,0.004380714499854214,4.580043926127834e-4,64400,iscs,0,50,45,0,1,5,male_iscs,South East England
48,male,1.2594158582876045e-5,5.131865901589216e-4,0.004380714499854214,4.580043926127834e-4,64400,iscs,0,50,45,0,1,5,male_iscs,South East England
49,male,1.2594158582876045e-5,5.131865901589216e-4,0.004380714499854214,4.580043926127834e-4,64400,iscs,0,50,45,0,1,5,male_iscs,South East England
50,male,2.213756081257204e-5,8.546137821779997e-4,0.007271639796741534,8.72343604591959e-4,65354,iscs,0,50,50,0,1,5,male_iscs,South East England
