age,sex,mort,ylds (years lived with disability)_rate_tbalc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,194823,tbalc,0,10,0,0,0,5,male_tbalc,Greater London
1,male,0,0,0,1e-8,194823,tbalc,0,10,0,0,0,5,male_tbalc,Greater London
2,male,0,0,0,1e-8,194823,tbalc,0,10,0,0,0,5,male_tbalc,Greater London
3,male,0,0,0,1e-8,194823,tbalc,0,10,0,0,0,5,male_tbalc,Greater London
4,male,0,0,0,1e-8,194823,tbalc,0,10,0,0,0,5,male_tbalc,Greater London
5,male,0,0,0,1e-8,183368,tbalc,0,10,5,0,0,5,male_tbalc,Greater London
6,male,0,0,0,1e-8,183368,tbalc,0,10,5,0,0,5,male_tbalc,Greater London
7,male,0,0,0,1e-8,183368,tbalc,0,10,5,0,0,5,male_tbalc,Greater London
8,male,0,0,0,1e-8,183368,tbalc,0,10,5,0,0,5,male_tbalc,Greater London
9,male,0,0,0,1e-8,183368,tbalc,0,10,5,0,0,5,male_tbalc,Greater London
10,male,0,0,0,1e-8,157108,tbalc,0,50,10,0,0,5,male_tbalc,Greater London
11,male,0,0,0,1e-8,157108,tbalc,0,50,10,0,0,5,male_tbalc,Greater London
12,male,0,0,0,1e-8,157108,tbalc,0,50,10,0,0,5,male_tbalc,Greater London
13,male,0,0,0,1e-8,157108,tbalc,0,50,10,0,0,5,male_tbalc,Greater London
14,male,0,0,0,1e-8,157108,tbalc,0,50,10,0,0,5,male_tbalc,Greater London
15,male,1.3369899235743968e-7,4.959248477300874e-8,2.425023320576464e-7,1.856572408562529e-7,147244,tbalc,0,50,15,0,0,5,male_tbalc,Greater London
16,male,1.3369899235743968e-7,4.959248477300874e-8,2.425023320576464e-7,1.856572408562529e-7,147244,tbalc,0,50,15,0,0,5,male_tbalc,Greater London
17,male,1.3369899235743968e-7,4.959248477300874e-8,2.425023320576464e-7,1.856572408562529e-7,147244,tbalc,0,50,15,0,0,5,male_tbalc,Greater London
18,male,1.3369899235743968e-7,4.959248477300874e-8,2.425023320576464e-7,1.856572408562529e-7,147244,tbalc,0,50,15,0,0,5,male_tbalc,Greater London
19,male,1.3369899235743968e-7,4.959248477300874e-8,2.425023320576464e-7,1.856572408562529e-7,147244,tbalc,0,50,15,0,0,5,male_tbalc,Greater London
20,male,4.775171205096153e-7,2.24967399342763e-7,1.3778325567501427e-6,7.718868328372631e-7,181375,tbalc,0,50,20,0,0,5,male_tbalc,Greater London
21,male,4.775171205096153e-7,2.24967399342763e-7,1.3778325567501427e-6,7.718868328372631e-7,181375,tbalc,0,50,20,0,0,5,male_tbalc,Greater London
22,male,4.775171205096153e-7,2.24967399342763e-7,1.3778325567501427e-6,7.718868328372631e-7,181375,tbalc,0,50,20,0,0,5,male_tbalc,Greater London
23,male,4.775171205096153e-7,2.24967399342763e-7,1.3778325567501427e-6,7.718868328372631e-7,181375,tbalc,0,50,20,0,0,5,male_tbalc,Greater London
24,male,4.775171205096153e-7,2.24967399342763e-7,1.3778325567501427e-6,7.718868328372631e-7,181375,tbalc,0,50,20,0,0,5,male_tbalc,Greater London
25,male,9.165146462625556e-7,5.143274372663447e-7,3.3886590004651996e-6,1.7052174229552523e-6,247736,tbalc,0,50,25,0,0,5,male_tbalc,Greater London
26,male,9.165146462625556e-7,5.143274372663447e-7,3.3886590004651996e-6,1.7052174229552523e-6,247736,tbalc,0,50,25,0,0,5,male_tbalc,Greater London
27,male,9.165146462625556e-7,5.143274372663447e-7,3.3886590004651996e-6,1.7052174229552523e-6,247736,tbalc,0,50,25,0,0,5,male_tbalc,Greater London
28,male,9.165146462625556e-7,5.143274372663447e-7,3.3886590004651996e-6,1.7052174229552523e-6,247736,tbalc,0,50,25,0,0,5,male_tbalc,Greater London
29,male,9.165146462625556e-7,5.143274372663447e-7,3.3886590004651996e-6,1.7052174229552523e-6,247736,tbalc,0,50,25,0,0,5,male_tbalc,Greater London
30,male,3.1529332648333846e-6,1.5256935211116298e-6,9.072409699102518e-6,5.303233987013533e-6,267369,tbalc,0,50,30,0,1,5,male_tbalc,Greater London
31,male,3.1529332648333846e-6,1.5256935211116298e-6,9.072409699102518e-6,5.303233987013533e-6,267369,tbalc,0,50,30,0,1,5,male_tbalc,Greater London
32,male,3.1529332648333846e-6,1.5256935211116298e-6,9.072409699102518e-6,5.303233987013533e-6,267369,tbalc,0,50,30,0,1,5,male_tbalc,Greater London
33,male,3.1529332648333846e-6,1.5256935211116298e-6,9.072409699102518e-6,5.303233987013533e-6,267369,tbalc,0,50,30,0,1,5,male_tbalc,Greater London
34,male,3.1529332648333846e-6,1.5256935211116298e-6,9.072409699102518e-6,5.303233987013533e-6,267369,tbalc,0,50,30,0,1,5,male_tbalc,Greater London
35,male,1.0603075523954139e-5,4.513704486292915e-6,2.6609201388800566e-5,1.5751885623656132e-5,237298,tbalc,0,50,35,0,3,5,male_tbalc,Greater London
36,male,1.0603075523954139e-5,4.513704486292915e-6,2.6609201388800566e-5,1.5751885623656132e-5,237298,tbalc,0,50,35,0,3,5,male_tbalc,Greater London
37,male,1.0603075523954139e-5,4.513704486292915e-6,2.6609201388800566e-5,1.5751885623656132e-5,237298,tbalc,0,50,35,0,3,5,male_tbalc,Greater London
38,male,1.0603075523954139e-5,4.513704486292915e-6,2.6609201388800566e-5,1.5751885623656132e-5,237298,tbalc,0,50,35,0,3,5,male_tbalc,Greater London
39,male,1.0603075523954139e-5,4.513704486292915e-6,2.6609201388800566e-5,1.5751885623656132e-5,237298,tbalc,0,50,35,0,3,5,male_tbalc,Greater London
40,male,3.7013384985604315e-5,1.3973145319553616e-5,8.180051894400696e-5,4.884488630836829e-5,190309,tbalc,0,50,40,0,7,5,male_tbalc,Greater London
41,male,3.7013384985604315e-5,1.3973145319553616e-5,8.180051894400696e-5,4.884488630836829e-5,190309,tbalc,0,50,40,0,7,5,male_tbalc,Greater London
42,male,3.7013384985604315e-5,1.3973145319553616e-5,8.180051894400696e-5,4.884488630836829e-5,190309,tbalc,0,50,40,0,7,5,male_tbalc,Greater London
43,male,3.7013384985604315e-5,1.3973145319553616e-5,8.180051894400696e-5,4.884488630836829e-5,190309,tbalc,0,50,40,0,7,5,male_tbalc,Greater London
44,male,3.7013384985604315e-5,1.3973145319553616e-5,8.180051894400696e-5,4.884488630836829e-5,190309,tbalc,0,50,40,0,7,5,male_tbalc,Greater London
45,male,1.0826319077111308e-4,3.686639454722422e-5,2.0434275658383203e-4,1.333720787430281e-4,177151,tbalc,0,50,45,0,19,5,male_tbalc,Greater London
46,male,1.0826319077111308e-4,3.686639454722422e-5,2.0434275658383203e-4,1.333720787430281e-4,177151,tbalc,0,50,45,0,19,5,male_tbalc,Greater London
47,male,1.0826319077111308e-4,3.686639454722422e-5,2.0434275658383203e-4,1.333720787430281e-4,177151,tbalc,0,50,45,0,19,5,male_tbalc,Greater London
48,male,1.0826319077111308e-4,3.686639454722422e-5,2.0434275658383203e-4,1.333720787430281e-4,177151,tbalc,0,50,45,0,19,5,male_tbalc,Greater London
49,male,1.0826319077111308e-4,3.686639454722422e-5,2.0434275658383203e-4,1.333720787430281e-4,177151,tbalc,0,50,45,0,19,5,male_tbalc,Greater London
50,male,2.6960481412058345e-4,9.20778360959202e-5,5.806715376647721e-4,3.413417667975788e-4,161459,tbalc,0,50,50,0,44,5,male_tbalc,Greater London
51,male,2.6960481412058345e-4,9.20778360959202e-5,5.806715376647721e-4,3.413417667975788e-4,161459,tbalc,0,50,50,0,44,5,male_tbalc,Greater London
52,male,2.6960481412058345e-4,9.20778360959202e-5,5.806715376647721e-4,3.413417667975788e-4,161459,tbalc,0,50,50,0,44,5,male_tbalc,Greater London
53,male,2.6960481412058345e-4,9.20778360959202e-5,5.806715376647721e-4,3.413417667975788e-4,161459,tbalc,0,50,50,0,44,5,male_tbalc,Greater London
54,male,2.6960481412058345e-4,9.20778360959202e-5,5.806715376647721e-4,3.413417667975788e-4,161459,tbalc,0,50,50,0,44,5,male_tbalc,Greater London
55,male,5.398172770536887e-4,2.0820972218954555e-4,0.0015203163189168962,7.345537690170597e-4,134508,tbalc,0,50,55,0,73,5,male_tbalc,Greater London
56,male,5.398172770536887e-4,2.0820972218954555e-4,0.0015203163189168962,7.345537690170597e-4,134508,tbalc,0,50,55,0,73,5,male_tbalc,Greater London
57,male,5.398172770536887e-4,2.0820972218954555e-4,0.0015203163189168962,7.345537690170597e-4,134508,tbalc,0,50,55,0,73,5,male_tbalc,Greater London
58,male,5.398172770536887e-4,2.0820972218954555e-4,0.0015203163189168962,7.345537690170597e-4,134508,tbalc,0,50,55,0,73,5,male_tbalc,Greater London
59,male,5.398172770536887e-4,2.0820972218954555e-4,0.0015203163189168962,7.345537690170597e-4,134508,tbalc,0,50,55,0,73,5,male_tbalc,Greater London
