age,sex,mort,ylds (years lived with disability)_rate_strk,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,2.4204350760510375e-6,3.2076786857246985e-5,7.640052281002398e-6,1.3772381998059115e-4,20018,strk,0,10,0,0,0,5,male_strk,westmidlands
1,male,2.4204350760510375e-6,3.2076786857246985e-5,7.640052281002398e-6,1.3772381998059115e-4,20018,strk,0,10,0,0,0,5,male_strk,westmidlands
2,male,2.4204350760510375e-6,3.2076786857246985e-5,7.640052281002398e-6,1.3772381998059115e-4,20018,strk,0,10,0,0,0,5,male_strk,westmidlands
3,male,2.4204350760510375e-6,3.2076786857246985e-5,7.640052281002398e-6,1.3772381998059115e-4,20018,strk,0,10,0,0,0,5,male_strk,westmidlands
4,male,2.4204350760510375e-6,3.2076786857246985e-5,7.640052281002398e-6,1.3772381998059115e-4,20018,strk,0,10,0,0,0,5,male_strk,westmidlands
5,male,8.846593406352494e-7,7.511736081539073e-5,3.249112605475424e-4,5.330050618794391e-5,21167,strk,0,10,5,0,0,5,male_strk,westmidlands
6,male,8.846593406352494e-7,7.511736081539073e-5,3.249112605475424e-4,5.330050618794391e-5,21167,strk,0,10,5,0,0,5,male_strk,westmidlands
7,male,8.846593406352494e-7,7.511736081539073e-5,3.249112605475424e-4,5.330050618794391e-5,21167,strk,0,10,5,0,0,5,male_strk,westmidlands
8,male,8.846593406352494e-7,7.511736081539073e-5,3.249112605475424e-4,5.330050618794391e-5,21167,strk,0,10,5,0,0,5,male_strk,westmidlands
9,male,8.846593406352494e-7,7.511736081539073e-5,3.249112605475424e-4,5.330050618794391e-5,21167,strk,0,10,5,0,0,5,male_strk,westmidlands
10,male,1.6399591418804203e-6,1.144212315041248e-4,4.6400341078124793e-4,4.8884267443865687e-5,19371,strk,0,50,10,0,0,5,male_strk,westmidlands
11,male,1.6399591418804203e-6,1.144212315041248e-4,4.6400341078124793e-4,4.8884267443865687e-5,19371,strk,0,50,10,0,0,5,male_strk,westmidlands
12,male,1.6399591418804203e-6,1.144212315041248e-4,4.6400341078124793e-4,4.8884267443865687e-5,19371,strk,0,50,10,0,0,5,male_strk,westmidlands
13,male,1.6399591418804203e-6,1.144212315041248e-4,4.6400341078124793e-4,4.8884267443865687e-5,19371,strk,0,50,10,0,0,5,male_strk,westmidlands
14,male,1.6399591418804203e-6,1.144212315041248e-4,4.6400341078124793e-4,4.8884267443865687e-5,19371,strk,0,50,10,0,0,5,male_strk,westmidlands
15,male,2.785177249482928e-6,1.4946364779690693e-4,7.76513627141394e-4,4.703548382310566e-5,18825,strk,0,50,15,0,0,5,male_strk,westmidlands
16,male,2.785177249482928e-6,1.4946364779690693e-4,7.76513627141394e-4,4.703548382310566e-5,18825,strk,0,50,15,0,0,5,male_strk,westmidlands
17,male,2.785177249482928e-6,1.4946364779690693e-4,7.76513627141394e-4,4.703548382310566e-5,18825,strk,0,50,15,0,0,5,male_strk,westmidlands
18,male,2.785177249482928e-6,1.4946364779690693e-4,7.76513627141394e-4,4.703548382310566e-5,18825,strk,0,50,15,0,0,5,male_strk,westmidlands
19,male,2.785177249482928e-6,1.4946364779690693e-4,7.76513627141394e-4,4.703548382310566e-5,18825,strk,0,50,15,0,0,5,male_strk,westmidlands
20,male,5.32848826093368e-6,1.9298490708350086e-4,9.812391242630615e-4,5.902882804834205e-5,20491,strk,0,50,20,0,0,5,male_strk,westmidlands
21,male,5.32848826093368e-6,1.9298490708350086e-4,9.812391242630615e-4,5.902882804834205e-5,20491,strk,0,50,20,0,0,5,male_strk,westmidlands
22,male,5.32848826093368e-6,1.9298490708350086e-4,9.812391242630615e-4,5.902882804834205e-5,20491,strk,0,50,20,0,0,5,male_strk,westmidlands
23,male,5.32848826093368e-6,1.9298490708350086e-4,9.812391242630615e-4,5.902882804834205e-5,20491,strk,0,50,20,0,0,5,male_strk,westmidlands
24,male,5.32848826093368e-6,1.9298490708350086e-4,9.812391242630615e-4,5.902882804834205e-5,20491,strk,0,50,20,0,0,5,male_strk,westmidlands
