age,sex,mort,ylds (years lived with disability)_rate_copd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,6.890530597350942e-7,2.2782436755976057e-5,3.502249434491725e-4,1.1717818939907351e-4,18823,copd,0,10,0,0,0,5,male_copd,greatermanchester
1,male,6.890530597350942e-7,2.2782436755976057e-5,3.502249434491725e-4,1.1717818939907351e-4,18823,copd,0,10,0,0,0,5,male_copd,greatermanchester
2,male,6.890530597350942e-7,2.2782436755976057e-5,3.502249434491725e-4,1.1717818939907351e-4,18823,copd,0,10,0,0,0,5,male_copd,greatermanchester
3,male,6.890530597350942e-7,2.2782436755976057e-5,3.502249434491725e-4,1.1717818939907351e-4,18823,copd,0,10,0,0,0,5,male_copd,greatermanchester
4,male,6.890530597350942e-7,2.2782436755976057e-5,3.502249434491725e-4,1.1717818939907351e-4,18823,copd,0,10,0,0,0,5,male_copd,greatermanchester
5,male,1.8690715501682827e-7,7.018942855308728e-5,0.0011008265395260734,1.4866102264316912e-4,19596,copd,0,10,5,0,0,5,male_copd,greatermanchester
6,male,1.8690715501682827e-7,7.018942855308728e-5,0.0011008265395260734,1.4866102264316912e-4,19596,copd,0,10,5,0,0,5,male_copd,greatermanchester
7,male,1.8690715501682827e-7,7.018942855308728e-5,0.0011008265395260734,1.4866102264316912e-4,19596,copd,0,10,5,0,0,5,male_copd,greatermanchester
8,male,1.8690715501682827e-7,7.018942855308728e-5,0.0011008265395260734,1.4866102264316912e-4,19596,copd,0,10,5,0,0,5,male_copd,greatermanchester
9,male,1.8690715501682827e-7,7.018942855308728e-5,0.0011008265395260734,1.4866102264316912e-4,19596,copd,0,10,5,0,0,5,male_copd,greatermanchester
10,male,3.5959993689564316e-7,1.297095711946006e-4,0.0020822001598336834,2.878896461059392e-4,17668,copd,0,50,10,0,0,5,male_copd,greatermanchester
11,male,3.5959993689564316e-7,1.297095711946006e-4,0.0020822001598336834,2.878896461059392e-4,17668,copd,0,50,10,0,0,5,male_copd,greatermanchester
12,male,3.5959993689564316e-7,1.297095711946006e-4,0.0020822001598336834,2.878896461059392e-4,17668,copd,0,50,10,0,0,5,male_copd,greatermanchester
13,male,3.5959993689564316e-7,1.297095711946006e-4,0.0020822001598336834,2.878896461059392e-4,17668,copd,0,50,10,0,0,5,male_copd,greatermanchester
14,male,3.5959993689564316e-7,1.297095711946006e-4,0.0020822001598336834,2.878896461059392e-4,17668,copd,0,50,10,0,0,5,male_copd,greatermanchester
15,male,8.585166938045209e-7,2.570205533612307e-4,0.004209829081594369,5.630802874553168e-4,17023,copd,0,50,15,0,0,5,male_copd,greatermanchester
16,male,8.585166938045209e-7,2.570205533612307e-4,0.004209829081594369,5.630802874553168e-4,17023,copd,0,50,15,0,0,5,male_copd,greatermanchester
17,male,8.585166938045209e-7,2.570205533612307e-4,0.004209829081594369,5.630802874553168e-4,17023,copd,0,50,15,0,0,5,male_copd,greatermanchester
18,male,8.585166938045209e-7,2.570205533612307e-4,0.004209829081594369,5.630802874553168e-4,17023,copd,0,50,15,0,0,5,male_copd,greatermanchester
19,male,8.585166938045209e-7,2.570205533612307e-4,0.004209829081594369,5.630802874553168e-4,17023,copd,0,50,15,0,0,5,male_copd,greatermanchester
20,male,8.443191423780191e-7,4.661636243079527e-4,0.00772749077691092,8.411350107416936e-4,19229,copd,0,50,20,0,0,5,male_copd,greatermanchester
21,male,8.443191423780191e-7,4.661636243079527e-4,0.00772749077691092,8.411350107416936e-4,19229,copd,0,50,20,0,0,5,male_copd,greatermanchester
22,male,8.443191423780191e-7,4.661636243079527e-4,0.00772749077691092,8.411350107416936e-4,19229,copd,0,50,20,0,0,5,male_copd,greatermanchester
23,male,8.443191423780191e-7,4.661636243079527e-4,0.00772749077691092,8.411350107416936e-4,19229,copd,0,50,20,0,0,5,male_copd,greatermanchester
24,male,8.443191423780191e-7,4.661636243079527e-4,0.00772749077691092,8.411350107416936e-4,19229,copd,0,50,20,0,0,5,male_copd,greatermanchester
25,male,1.1951104269794286e-6,7.50199318631839e-4,0.012635960967718964,0.0011192414796166855,22384,copd,0,50,25,1,0,5,male_copd,greatermanchester
26,male,1.1951104269794286e-6,7.50199318631839e-4,0.012635960967718964,0.0011192414796166855,22384,copd,0,50,25,1,0,5,male_copd,greatermanchester
27,male,1.1951104269794286e-6,7.50199318631839e-4,0.012635960967718964,0.0011192414796166855,22384,copd,0,50,25,1,0,5,male_copd,greatermanchester
28,male,1.1951104269794286e-6,7.50199318631839e-4,0.012635960967718964,0.0011192414796166855,22384,copd,0,50,25,1,0,5,male_copd,greatermanchester
29,male,1.1951104269794286e-6,7.50199318631839e-4,0.012635960967718964,0.0011192414796166855,22384,copd,0,50,25,1,0,5,male_copd,greatermanchester
30,male,1.973388350276261e-6,0.0011165646175191333,0.01904367365163118,0.0014948425769165789,21883,copd,0,50,30,1,0,5,male_copd,greatermanchester
31,male,1.973388350276261e-6,0.0011165646175191333,0.01904367365163118,0.0014948425769165789,21883,copd,0,50,30,1,0,5,male_copd,greatermanchester
32,male,1.973388350276261e-6,0.0011165646175191333,0.01904367365163118,0.0014948425769165789,21883,copd,0,50,30,1,0,5,male_copd,greatermanchester
33,male,1.973388350276261e-6,0.0011165646175191333,0.01904367365163118,0.0014948425769165789,21883,copd,0,50,30,1,0,5,male_copd,greatermanchester
34,male,1.973388350276261e-6,0.0011165646175191333,0.01904367365163118,0.0014948425769165789,21883,copd,0,50,30,1,0,5,male_copd,greatermanchester
35,male,5.519916620417091e-6,0.0016302627868474257,0.02817743511734507,0.002279642553826928,20183,copd,0,50,35,1,0,5,male_copd,greatermanchester
36,male,5.519916620417091e-6,0.0016302627868474257,0.02817743511734507,0.002279642553826928,20183,copd,0,50,35,1,0,5,male_copd,greatermanchester
