age,sex,mort,ylds (years lived with disability)_rate_tbalc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,7499,tbalc,0,10,0,0,0,5,female_tbalc,liverpool
1,female,0,0,0,1e-8,7499,tbalc,0,10,0,0,0,5,female_tbalc,liverpool
2,female,0,0,0,1e-8,7499,tbalc,0,10,0,0,0,5,female_tbalc,liverpool
3,female,0,0,0,1e-8,7499,tbalc,0,10,0,0,0,5,female_tbalc,liverpool
4,female,0,0,0,1e-8,7499,tbalc,0,10,0,0,0,5,female_tbalc,liverpool
5,female,0,0,0,1e-8,7726,tbalc,0,10,5,0,0,5,female_tbalc,liverpool
6,female,0,0,0,1e-8,7726,tbalc,0,10,5,0,0,5,female_tbalc,liverpool
7,female,0,0,0,1e-8,7726,tbalc,0,10,5,0,0,5,female_tbalc,liverpool
8,female,0,0,0,1e-8,7726,tbalc,0,10,5,0,0,5,female_tbalc,liverpool
9,female,0,0,0,1e-8,7726,tbalc,0,10,5,0,0,5,female_tbalc,liverpool
10,female,0,0,0,1e-8,7268,tbalc,0,50,10,0,0,5,female_tbalc,liverpool
11,female,0,0,0,1e-8,7268,tbalc,0,50,10,0,0,5,female_tbalc,liverpool
12,female,0,0,0,1e-8,7268,tbalc,0,50,10,0,0,5,female_tbalc,liverpool
13,female,0,0,0,1e-8,7268,tbalc,0,50,10,0,0,5,female_tbalc,liverpool
14,female,0,0,0,1e-8,7268,tbalc,0,50,10,0,0,5,female_tbalc,liverpool
15,female,6.257340846005603e-7,2.201034573758313e-7,1.0556059366364168e-6,8.339920787409901e-7,7653,tbalc,0,50,15,0,0,5,female_tbalc,liverpool
16,female,6.257340846005603e-7,2.201034573758313e-7,1.0556059366364168e-6,8.339920787409901e-7,7653,tbalc,0,50,15,0,0,5,female_tbalc,liverpool
17,female,6.257340846005603e-7,2.201034573758313e-7,1.0556059366364168e-6,8.339920787409901e-7,7653,tbalc,0,50,15,0,0,5,female_tbalc,liverpool
18,female,6.257340846005603e-7,2.201034573758313e-7,1.0556059366364168e-6,8.339920787409901e-7,7653,tbalc,0,50,15,0,0,5,female_tbalc,liverpool
19,female,6.257340846005603e-7,2.201034573758313e-7,1.0556059366364168e-6,8.339920787409901e-7,7653,tbalc,0,50,15,0,0,5,female_tbalc,liverpool
20,female,9.142211557818806e-7,4.0821683583723187e-7,2.4772498035990633e-6,1.4202863079883263e-6,8896,tbalc,0,50,20,0,0,5,female_tbalc,liverpool
21,female,9.142211557818806e-7,4.0821683583723187e-7,2.4772498035990633e-6,1.4202863079883263e-6,8896,tbalc,0,50,20,0,0,5,female_tbalc,liverpool
22,female,9.142211557818806e-7,4.0821683583723187e-7,2.4772498035990633e-6,1.4202863079883263e-6,8896,tbalc,0,50,20,0,0,5,female_tbalc,liverpool
23,female,9.142211557818806e-7,4.0821683583723187e-7,2.4772498035990633e-6,1.4202863079883263e-6,8896,tbalc,0,50,20,0,0,5,female_tbalc,liverpool
24,female,9.142211557818806e-7,4.0821683583723187e-7,2.4772498035990633e-6,1.4202863079883263e-6,8896,tbalc,0,50,20,0,0,5,female_tbalc,liverpool
25,female,2.0614215183948497e-6,1.0921542513039136e-6,7.063796619860079e-6,3.6894973338436715e-6,9954,tbalc,0,50,25,0,0,5,female_tbalc,liverpool
