age,sex,mort,ylds (years lived with disability)_rate_crdd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,1.4932219872208516e-5,9.995237842836591e-5,0.0010112284548459234,3.319057007538052e-4,18823,crdd,0,10,0,0,0,5,male_crdd,greatermanchester
1,male,1.4932219872208516e-5,9.995237842836591e-5,0.0010112284548459234,3.319057007538052e-4,18823,crdd,0,10,0,0,0,5,male_crdd,greatermanchester
2,male,1.4932219872208516e-5,9.995237842836591e-5,0.0010112284548459234,3.319057007538052e-4,18823,crdd,0,10,0,0,0,5,male_crdd,greatermanchester
3,male,1.4932219872208516e-5,9.995237842836591e-5,0.0010112284548459234,3.319057007538052e-4,18823,crdd,0,10,0,0,0,5,male_crdd,greatermanchester
4,male,1.4932219872208516e-5,9.995237842836591e-5,0.0010112284548459234,3.319057007538052e-4,18823,crdd,0,10,0,0,0,5,male_crdd,greatermanchester
5,male,2.1911582001560026e-6,2.212761608300979e-4,0.002413104969192981,2.3004299070558557e-4,19596,crdd,0,10,5,0,0,5,male_crdd,greatermanchester
6,male,2.1911582001560026e-6,2.212761608300979e-4,0.002413104969192981,2.3004299070558557e-4,19596,crdd,0,10,5,0,0,5,male_crdd,greatermanchester
7,male,2.1911582001560026e-6,2.212761608300979e-4,0.002413104969192981,2.3004299070558557e-4,19596,crdd,0,10,5,0,0,5,male_crdd,greatermanchester
8,male,2.1911582001560026e-6,2.212761608300979e-4,0.002413104969192981,2.3004299070558557e-4,19596,crdd,0,10,5,0,0,5,male_crdd,greatermanchester
9,male,2.1911582001560026e-6,2.212761608300979e-4,0.002413104969192981,2.3004299070558557e-4,19596,crdd,0,10,5,0,0,5,male_crdd,greatermanchester
10,male,7.179338126566102e-6,2.1159682925815914e-4,0.0017483858664416678,2.3022623607337313e-4,17668,crdd,0,50,10,0,0,5,male_crdd,greatermanchester
11,male,7.179338126566102e-6,2.1159682925815914e-4,0.0017483858664416678,2.3022623607337313e-4,17668,crdd,0,50,10,0,0,5,male_crdd,greatermanchester
12,male,7.179338126566102e-6,2.1159682925815914e-4,0.0017483858664416678,2.3022623607337313e-4,17668,crdd,0,50,10,0,0,5,male_crdd,greatermanchester
13,male,7.179338126566102e-6,2.1159682925815914e-4,0.0017483858664416678,2.3022623607337313e-4,17668,crdd,0,50,10,0,0,5,male_crdd,greatermanchester
14,male,7.179338126566102e-6,2.1159682925815914e-4,0.0017483858664416678,2.3022623607337313e-4,17668,crdd,0,50,10,0,0,5,male_crdd,greatermanchester
15,male,1.465842488547926e-5,3.207526432207504e-4,0.0031472788696069185,3.733283877229696e-4,17023,crdd,0,50,15,0,0,5,male_crdd,greatermanchester
16,male,1.465842488547926e-5,3.207526432207504e-4,0.0031472788696069185,3.733283877229696e-4,17023,crdd,0,50,15,0,0,5,male_crdd,greatermanchester
17,male,1.465842488547926e-5,3.207526432207504e-4,0.0031472788696069185,3.733283877229696e-4,17023,crdd,0,50,15,0,0,5,male_crdd,greatermanchester
18,male,1.465842488547926e-5,3.207526432207504e-4,0.0031472788696069185,3.733283877229696e-4,17023,crdd,0,50,15,0,0,5,male_crdd,greatermanchester
19,male,1.465842488547926e-5,3.207526432207504e-4,0.0031472788696069185,3.733283877229696e-4,17023,crdd,0,50,15,0,0,5,male_crdd,greatermanchester
20,male,1.922212862389468e-5,4.0183292596006673e-4,0.003982125260779263,6.868728166383725e-4,19229,crdd,0,50,20,0,0,5,male_crdd,greatermanchester
21,male,1.922212862389468e-5,4.0183292596006673e-4,0.003982125260779263,6.868728166383725e-4,19229,crdd,0,50,20,0,0,5,male_crdd,greatermanchester
22,male,1.922212862389468e-5,4.0183292596006673e-4,0.003982125260779263,6.868728166383725e-4,19229,crdd,0,50,20,0,0,5,male_crdd,greatermanchester
23,male,1.922212862389468e-5,4.0183292596006673e-4,0.003982125260779263,6.868728166383725e-4,19229,crdd,0,50,20,0,0,5,male_crdd,greatermanchester
24,male,1.922212862389468e-5,4.0183292596006673e-4,0.003982125260779263,6.868728166383725e-4,19229,crdd,0,50,20,0,0,5,male_crdd,greatermanchester
25,male,3.841840060706318e-5,6.652587452452097e-4,0.008812615808671062,0.0011791383450998586,22384,crdd,0,50,25,0,1,5,male_crdd,greatermanchester
26,male,3.841840060706318e-5,6.652587452452097e-4,0.008812615808671062,0.0011791383450998586,22384,crdd,0,50,25,0,1,5,male_crdd,greatermanchester
27,male,3.841840060706318e-5,6.652587452452097e-4,0.008812615808671062,0.0011791383450998586,22384,crdd,0,50,25,0,1,5,male_crdd,greatermanchester
28,male,3.841840060706318e-5,6.652587452452097e-4,0.008812615808671062,0.0011791383450998586,22384,crdd,0,50,25,0,1,5,male_crdd,greatermanchester
29,male,3.841840060706318e-5,6.652587452452097e-4,0.008812615808671062,0.0011791383450998586,22384,crdd,0,50,25,0,1,5,male_crdd,greatermanchester
30,male,7.120931986850723e-5,8.830016907517928e-4,0.012134559778311887,0.0021220457154602045,21883,crdd,0,50,30,1,2,5,male_crdd,greatermanchester
31,male,7.120931986850723e-5,8.830016907517928e-4,0.012134559778311887,0.0021220457154602045,21883,crdd,0,50,30,1,2,5,male_crdd,greatermanchester
32,male,7.120931986850723e-5,8.830016907517928e-4,0.012134559778311887,0.0021220457154602045,21883,crdd,0,50,30,1,2,5,male_crdd,greatermanchester
33,male,7.120931986850723e-5,8.830016907517928e-4,0.012134559778311887,0.0021220457154602045,21883,crdd,0,50,30,1,2,5,male_crdd,greatermanchester
34,male,7.120931986850723e-5,8.830016907517928e-4,0.012134559778311887,0.0021220457154602045,21883,crdd,0,50,30,1,2,5,male_crdd,greatermanchester
