age,sex,mort,ylds (years lived with disability)_rate_lvrc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,1303568,lvrc,0,10,0,0,0,5,female_lvrc,England
1,female,0,0,0,1e-8,1303568,lvrc,0,10,0,0,0,5,female_lvrc,England
2,female,0,0,0,1e-8,1303568,lvrc,0,10,0,0,0,5,female_lvrc,England
3,female,0,0,0,1e-8,1303568,lvrc,0,10,0,0,0,5,female_lvrc,England
4,female,0,0,0,1e-8,1303568,lvrc,0,10,0,0,0,5,female_lvrc,England
5,female,2.418887317574054e-7,1.5345600582358378e-7,0,7.151892339158731e-7,1360455,lvrc,0,10,5,0,0,5,female_lvrc,England
6,female,2.418887317574054e-7,1.5345600582358378e-7,0,7.151892339158731e-7,1360455,lvrc,0,10,5,0,0,5,female_lvrc,England
7,female,2.418887317574054e-7,1.5345600582358378e-7,0,7.151892339158731e-7,1360455,lvrc,0,10,5,0,0,5,female_lvrc,England
8,female,2.418887317574054e-7,1.5345600582358378e-7,0,7.151892339158731e-7,1360455,lvrc,0,10,5,0,0,5,female_lvrc,England
9,female,2.418887317574054e-7,1.5345600582358378e-7,0,7.151892339158731e-7,1360455,lvrc,0,10,5,0,0,5,female_lvrc,England
10,female,3.563549498607705e-7,2.2057490335942927e-7,0,1.0109241009274652e-6,1253968,lvrc,0,50,10,0,0,5,female_lvrc,England
11,female,3.563549498607705e-7,2.2057490335942927e-7,0,1.0109241009274652e-6,1253968,lvrc,0,50,10,0,0,5,female_lvrc,England
12,female,3.563549498607705e-7,2.2057490335942927e-7,0,1.0109241009274652e-6,1253968,lvrc,0,50,10,0,0,5,female_lvrc,England
13,female,3.563549498607705e-7,2.2057490335942927e-7,0,1.0109241009274652e-6,1253968,lvrc,0,50,10,0,0,5,female_lvrc,England
14,female,3.563549498607705e-7,2.2057490335942927e-7,0,1.0109241009274652e-6,1253968,lvrc,0,50,10,0,0,5,female_lvrc,England
15,female,8.724383038233421e-7,6.658907279145366e-7,0,3.036685322892476e-6,1237874,lvrc,0,50,15,0,1,5,female_lvrc,England
16,female,8.724383038233421e-7,6.658907279145366e-7,0,3.036685322892476e-6,1237874,lvrc,0,50,15,0,1,5,female_lvrc,England
17,female,8.724383038233421e-7,6.658907279145366e-7,0,3.036685322892476e-6,1237874,lvrc,0,50,15,0,1,5,female_lvrc,England
18,female,8.724383038233421e-7,6.658907279145366e-7,0,3.036685322892476e-6,1237874,lvrc,0,50,15,0,1,5,female_lvrc,England
19,female,8.724383038233421e-7,6.658907279145366e-7,0,3.036685322892476e-6,1237874,lvrc,0,50,15,0,1,5,female_lvrc,England
20,female,9.69420122273065e-7,8.075019203707664e-7,0,3.708670039483879e-6,1387453,lvrc,0,50,20,0,1,5,female_lvrc,England
21,female,9.69420122273065e-7,8.075019203707664e-7,0,3.708670039483879e-6,1387453,lvrc,0,50,20,0,1,5,female_lvrc,England
22,female,9.69420122273065e-7,8.075019203707664e-7,0,3.708670039483879e-6,1387453,lvrc,0,50,20,0,1,5,female_lvrc,England
23,female,9.69420122273065e-7,8.075019203707664e-7,0,3.708670039483879e-6,1387453,lvrc,0,50,20,0,1,5,female_lvrc,England
24,female,9.69420122273065e-7,8.075019203707664e-7,0,3.708670039483879e-6,1387453,lvrc,0,50,20,0,1,5,female_lvrc,England
25,female,1.5776322313700127e-6,1.1464734654862172e-6,0,4.24497264373606e-6,1583607,lvrc,0,50,25,0,2,5,female_lvrc,England
26,female,1.5776322313700127e-6,1.1464734654862172e-6,0,4.24497264373606e-6,1583607,lvrc,0,50,25,0,2,5,female_lvrc,England
27,female,1.5776322313700127e-6,1.1464734654862172e-6,0,4.24497264373606e-6,1583607,lvrc,0,50,25,0,2,5,female_lvrc,England
28,female,1.5776322313700127e-6,1.1464734654862172e-6,0,4.24497264373606e-6,1583607,lvrc,0,50,25,0,2,5,female_lvrc,England
29,female,1.5776322313700127e-6,1.1464734654862172e-6,0,4.24497264373606e-6,1583607,lvrc,0,50,25,0,2,5,female_lvrc,England
30,female,2.3378058692514056e-6,1.7809828792185915e-6,0,6.4841618622434055e-6,1578359,lvrc,0,50,30,0,4,5,female_lvrc,England
31,female,2.3378058692514056e-6,1.7809828792185915e-6,0,6.4841618622434055e-6,1578359,lvrc,0,50,30,0,4,5,female_lvrc,England
32,female,2.3378058692514056e-6,1.7809828792185915e-6,0,6.4841618622434055e-6,1578359,lvrc,0,50,30,0,4,5,female_lvrc,England
33,female,2.3378058692514056e-6,1.7809828792185915e-6,0,6.4841618622434055e-6,1578359,lvrc,0,50,30,0,4,5,female_lvrc,England
34,female,2.3378058692514056e-6,1.7809828792185915e-6,0,6.4841618622434055e-6,1578359,lvrc,0,50,30,0,4,5,female_lvrc,England
35,female,3.746573483927e-6,2.2968644883920864e-6,0,7.936680232673818e-6,1498204,lvrc,0,50,35,0,6,5,female_lvrc,England
36,female,3.746573483927e-6,2.2968644883920864e-6,0,7.936680232673818e-6,1498204,lvrc,0,50,35,0,6,5,female_lvrc,England
37,female,3.746573483927e-6,2.2968644883920864e-6,0,7.936680232673818e-6,1498204,lvrc,0,50,35,0,6,5,female_lvrc,England
38,female,3.746573483927e-6,2.2968644883920864e-6,0,7.936680232673818e-6,1498204,lvrc,0,50,35,0,6,5,female_lvrc,England
39,female,3.746573483927e-6,2.2968644883920864e-6,0,7.936680232673818e-6,1498204,lvrc,0,50,35,0,6,5,female_lvrc,England
40,female,6.5772955239414946e-6,3.782566717180007e-6,0,1.2829264987334652e-5,1408651,lvrc,0,50,40,0,9,5,female_lvrc,England
41,female,6.5772955239414946e-6,3.782566717180007e-6,0,1.2829264987334652e-5,1408651,lvrc,0,50,40,0,9,5,female_lvrc,England
42,female,6.5772955239414946e-6,3.782566717180007e-6,0,1.2829264987334652e-5,1408651,lvrc,0,50,40,0,9,5,female_lvrc,England
43,female,6.5772955239414946e-6,3.782566717180007e-6,0,1.2829264987334652e-5,1408651,lvrc,0,50,40,0,9,5,female_lvrc,England
44,female,6.5772955239414946e-6,3.782566717180007e-6,0,1.2829264987334652e-5,1408651,lvrc,0,50,40,0,9,5,female_lvrc,England
45,female,1.2349272980025391e-5,5.1268644514502496e-6,0,1.868317759895863e-5,1575993,lvrc,0,50,45,0,19,5,female_lvrc,England
46,female,1.2349272980025391e-5,5.1268644514502496e-6,0,1.868317759895863e-5,1575993,lvrc,0,50,45,0,19,5,female_lvrc,England
47,female,1.2349272980025391e-5,5.1268644514502496e-6,0,1.868317759895863e-5,1575993,lvrc,0,50,45,0,19,5,female_lvrc,England
48,female,1.2349272980025391e-5,5.1268644514502496e-6,0,1.868317759895863e-5,1575993,lvrc,0,50,45,0,19,5,female_lvrc,England
49,female,1.2349272980025391e-5,5.1268644514502496e-6,0,1.868317759895863e-5,1575993,lvrc,0,50,45,0,19,5,female_lvrc,England
50,female,2.5436372195786214e-5,9.92872531236785e-6,0,3.6643103577090516e-5,1582582,lvrc,0,50,50,0,40,5,female_lvrc,England
51,female,2.5436372195786214e-5,9.92872531236785e-6,0,3.6643103577090516e-5,1582582,lvrc,0,50,50,0,40,5,female_lvrc,England
52,female,2.5436372195786214e-5,9.92872531236785e-6,0,3.6643103577090516e-5,1582582,lvrc,0,50,50,0,40,5,female_lvrc,England
53,female,2.5436372195786214e-5,9.92872531236785e-6,0,3.6643103577090516e-5,1582582,lvrc,0,50,50,0,40,5,female_lvrc,England
54,female,2.5436372195786214e-5,9.92872531236785e-6,0,3.6643103577090516e-5,1582582,lvrc,0,50,50,0,40,5,female_lvrc,England
55,female,4.570821657869753e-5,1.6114729887239866e-5,0,6.104978107451239e-5,1390203,lvrc,0,50,55,0,64,5,female_lvrc,England
56,female,4.570821657869753e-5,1.6114729887239866e-5,0,6.104978107451239e-5,1390203,lvrc,0,50,55,0,64,5,female_lvrc,England
57,female,4.570821657869753e-5,1.6114729887239866e-5,0,6.104978107451239e-5,1390203,lvrc,0,50,55,0,64,5,female_lvrc,England
58,female,4.570821657869753e-5,1.6114729887239866e-5,0,6.104978107451239e-5,1390203,lvrc,0,50,55,0,64,5,female_lvrc,England
59,female,4.570821657869753e-5,1.6114729887239866e-5,0,6.104978107451239e-5,1390203,lvrc,0,50,55,0,64,5,female_lvrc,England
60,female,7.19886497246843e-5,2.0845289112599212e-5,0,8.356152866522565e-5,1195743,lvrc,0,50,60,0,86,5,female_lvrc,England
61,female,7.19886497246843e-5,2.0845289112599212e-5,0,8.356152866522565e-5,1195743,lvrc,0,50,60,0,86,5,female_lvrc,England
