age,sex,mort,ylds (years lived with disability)_rate_ishd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,6980,ishd,0,10,0,0,0,5,male_ishd,bristol
1,male,0,0,0,1e-8,6980,ishd,0,10,0,0,0,5,male_ishd,bristol
2,male,0,0,0,1e-8,6980,ishd,0,10,0,0,0,5,male_ishd,bristol
3,male,0,0,0,1e-8,6980,ishd,0,10,0,0,0,5,male_ishd,bristol
4,male,0,0,0,1e-8,6980,ishd,0,10,0,0,0,5,male_ishd,bristol
5,male,0,0,0,1e-8,6917,ishd,0,10,5,0,0,5,male_ishd,bristol
6,male,0,0,0,1e-8,6917,ishd,0,10,5,0,0,5,male_ishd,bristol
7,male,0,0,0,1e-8,6917,ishd,0,10,5,0,0,5,male_ishd,bristol
8,male,0,0,0,1e-8,6917,ishd,0,10,5,0,0,5,male_ishd,bristol
9,male,0,0,0,1e-8,6917,ishd,0,10,5,0,0,5,male_ishd,bristol
10,male,0,0,0,1e-8,6234,ishd,0,50,10,0,0,5,male_ishd,bristol
11,male,0,0,0,1e-8,6234,ishd,0,50,10,0,0,5,male_ishd,bristol
12,male,0,0,0,1e-8,6234,ishd,0,50,10,0,0,5,male_ishd,bristol
13,male,0,0,0,1e-8,6234,ishd,0,50,10,0,0,5,male_ishd,bristol
14,male,0,0,0,1e-8,6234,ishd,0,50,10,0,0,5,male_ishd,bristol
15,male,6.251993801515578e-7,4.966186258223886e-6,1.2126359378822693e-4,2.025813640900239e-5,6436,ishd,0,50,15,0,0,5,male_ishd,bristol
16,male,6.251993801515578e-7,4.966186258223886e-6,1.2126359378822693e-4,2.025813640900239e-5,6436,ishd,0,50,15,0,0,5,male_ishd,bristol
17,male,6.251993801515578e-7,4.966186258223886e-6,1.2126359378822693e-4,2.025813640900239e-5,6436,ishd,0,50,15,0,0,5,male_ishd,bristol
18,male,6.251993801515578e-7,4.966186258223886e-6,1.2126359378822693e-4,2.025813640900239e-5,6436,ishd,0,50,15,0,0,5,male_ishd,bristol
19,male,6.251993801515578e-7,4.966186258223886e-6,1.2126359378822693e-4,2.025813640900239e-5,6436,ishd,0,50,15,0,0,5,male_ishd,bristol
20,male,2.5094732153786074e-6,2.068347875806378e-5,4.199771734614423e-4,6.07127660637019e-5,7845,ishd,0,50,20,0,0,5,male_ishd,bristol
21,male,2.5094732153786074e-6,2.068347875806378e-5,4.199771734614423e-4,6.07127660637019e-5,7845,ishd,0,50,20,0,0,5,male_ishd,bristol
