age,sex,mort,ylds (years lived with disability)_rate_utrc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,29108,utrc,0,10,0,0,0,5,female_utrc,South West England
1,female,0,0,0,1e-8,29108,utrc,0,10,0,0,0,5,female_utrc,South West England
2,female,0,0,0,1e-8,29108,utrc,0,10,0,0,0,5,female_utrc,South West England
3,female,0,0,0,1e-8,29108,utrc,0,10,0,0,0,5,female_utrc,South West England
4,female,0,0,0,1e-8,29108,utrc,0,10,0,0,0,5,female_utrc,South West England
5,female,0,0,0,1e-8,30672,utrc,0,10,5,0,0,5,female_utrc,South West England
6,female,0,0,0,1e-8,30672,utrc,0,10,5,0,0,5,female_utrc,South West England
7,female,0,0,0,1e-8,30672,utrc,0,10,5,0,0,5,female_utrc,South West England
8,female,0,0,0,1e-8,30672,utrc,0,10,5,0,0,5,female_utrc,South West England
9,female,0,0,0,1e-8,30672,utrc,0,10,5,0,0,5,female_utrc,South West England
10,female,0,0,0,1e-8,29175,utrc,0,50,10,0,0,5,female_utrc,South West England
11,female,0,0,0,1e-8,29175,utrc,0,50,10,0,0,5,female_utrc,South West England
12,female,0,0,0,1e-8,29175,utrc,0,50,10,0,0,5,female_utrc,South West England
13,female,0,0,0,1e-8,29175,utrc,0,50,10,0,0,5,female_utrc,South West England
14,female,0,0,0,1e-8,29175,utrc,0,50,10,0,0,5,female_utrc,South West England
15,female,1.3407104920045808e-7,1.508765340935458e-6,2.25862599552257e-5,2.626831799250815e-6,29922,utrc,0,50,15,0,0,5,female_utrc,South West England
16,female,1.3407104920045808e-7,1.508765340935458e-6,2.25862599552257e-5,2.626831799250815e-6,29922,utrc,0,50,15,0,0,5,female_utrc,South West England
17,female,1.3407104920045808e-7,1.508765340935458e-6,2.25862599552257e-5,2.626831799250815e-6,29922,utrc,0,50,15,0,0,5,female_utrc,South West England
18,female,1.3407104920045808e-7,1.508765340935458e-6,2.25862599552257e-5,2.626831799250815e-6,29922,utrc,0,50,15,0,0,5,female_utrc,South West England
19,female,1.3407104920045808e-7,1.508765340935458e-6,2.25862599552257e-5,2.626831799250815e-6,29922,utrc,0,50,15,0,0,5,female_utrc,South West England
20,female,2.1865206931614973e-7,2.7924278401509607e-6,4.180672455236214e-5,4.852581326300251e-6,32369,utrc,0,50,20,0,0,5,female_utrc,South West England
21,female,2.1865206931614973e-7,2.7924278401509607e-6,4.180672455236214e-5,4.852581326300251e-6,32369,utrc,0,50,20,0,0,5,female_utrc,South West England
