age,sex,mort,ylds (years lived with disability)_rate_strk,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,1.1949779871354517e-6,2.2827722708550174e-5,0,6.888310302901652e-5,30524,strk,0,10,0,0,0,5,male_strk,South West England
1,male,1.1949779871354517e-6,2.2827722708550174e-5,0,6.888310302901652e-5,30524,strk,0,10,0,0,0,5,male_strk,South West England
2,male,1.1949779871354517e-6,2.2827722708550174e-5,0,6.888310302901652e-5,30524,strk,0,10,0,0,0,5,male_strk,South West England
3,male,1.1949779871354517e-6,2.2827722708550174e-5,0,6.888310302901652e-5,30524,strk,0,10,0,0,0,5,male_strk,South West England
4,male,1.1949779871354517e-6,2.2827722708550174e-5,0,6.888310302901652e-5,30524,strk,0,10,0,0,0,5,male_strk,South West England
5,male,4.4464050211181635e-7,6.106771206056366e-5,2.2244044125877197e-4,5.246934655637393e-5,32196,strk,0,10,5,0,0,5,male_strk,South West England
6,male,4.4464050211181635e-7,6.106771206056366e-5,2.2244044125877197e-4,5.246934655637393e-5,32196,strk,0,10,5,0,0,5,male_strk,South West England
7,male,4.4464050211181635e-7,6.106771206056366e-5,2.2244044125877197e-4,5.246934655637393e-5,32196,strk,0,10,5,0,0,5,male_strk,South West England
8,male,4.4464050211181635e-7,6.106771206056366e-5,2.2244044125877197e-4,5.246934655637393e-5,32196,strk,0,10,5,0,0,5,male_strk,South West England
9,male,4.4464050211181635e-7,6.106771206056366e-5,2.2244044125877197e-4,5.246934655637393e-5,32196,strk,0,10,5,0,0,5,male_strk,South West England
10,male,9.17300347984674e-7,9.756973277916782e-5,3.715144241404683e-4,4.878824560397033e-5,30660,strk,0,50,10,0,0,5,male_strk,South West England
11,male,9.17300347984674e-7,9.756973277916782e-5,3.715144241404683e-4,4.878824560397033e-5,30660,strk,0,50,10,0,0,5,male_strk,South West England
12,male,9.17300347984674e-7,9.756973277916782e-5,3.715144241404683e-4,4.878824560397033e-5,30660,strk,0,50,10,0,0,5,male_strk,South West England
13,male,9.17300347984674e-7,9.756973277916782e-5,3.715144241404683e-4,4.878824560397033e-5,30660,strk,0,50,10,0,0,5,male_strk,South West England
14,male,9.17300347984674e-7,9.756973277916782e-5,3.715144241404683e-4,4.878824560397033e-5,30660,strk,0,50,10,0,0,5,male_strk,South West England
15,male,2.325139811804939e-6,1.3187563829971348e-4,4.920054052904453e-4,4.6169368683621486e-005,31440,strk,0,50,15,0,0,5,male_strk,South West England
16,male,2.325139811804939e-6,1.3187563829971348e-4,4.920054052904453e-4,4.6169368683621486e-005,31440,strk,0,50,15,0,0,5,male_strk,South West England
17,male,2.325139811804939e-6,1.3187563829971348e-4,4.920054052904453e-4,4.6169368683621486e-005,31440,strk,0,50,15,0,0,5,male_strk,South West England
18,male,2.325139811804939e-6,1.3187563829971348e-4,4.920054052904453e-4,4.6169368683621486e-005,31440,strk,0,50,15,0,0,5,male_strk,South West England
19,male,2.325139811804939e-6,1.3187563829971348e-4,4.920054052904453e-4,4.6169368683621486e-005,31440,strk,0,50,15,0,0,5,male_strk,South West England
20,male,5.366490195672937e-6,1.6982305260388467e-4,8.230669375646221e-4,5.7742046567231344e-5,33791,strk,0,50,20,0,0,5,male_strk,South West England
21,male,5.366490195672937e-6,1.6982305260388467e-4,8.230669375646221e-4,5.7742046567231344e-5,33791,strk,0,50,20,0,0,5,male_strk,South West England
22,male,5.366490195672937e-6,1.6982305260388467e-4,8.230669375646221e-4,5.7742046567231344e-5,33791,strk,0,50,20,0,0,5,male_strk,South West England
