age,sex,mort,ylds (years lived with disability)_rate_copd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,6.647441717248787e-7,2.9078511272321953e-5,3.9404995507438074e-4,1.3296846167997433e-4,6432,copd,0,10,0,0,0,5,female_copd,nottingham
1,female,6.647441717248787e-7,2.9078511272321953e-5,3.9404995507438074e-4,1.3296846167997433e-4,6432,copd,0,10,0,0,0,5,female_copd,nottingham
2,female,6.647441717248787e-7,2.9078511272321953e-5,3.9404995507438074e-4,1.3296846167997433e-4,6432,copd,0,10,0,0,0,5,female_copd,nottingham
3,female,6.647441717248787e-7,2.9078511272321953e-5,3.9404995507438074e-4,1.3296846167997433e-4,6432,copd,0,10,0,0,0,5,female_copd,nottingham
4,female,6.647441717248787e-7,2.9078511272321953e-5,3.9404995507438074e-4,1.3296846167997433e-4,6432,copd,0,10,0,0,0,5,female_copd,nottingham
5,female,9.293337482671745e-8,8.783292219333643e-5,0.0012380020182569157,1.6638333541511906e-4,6800,copd,0,10,5,0,0,5,female_copd,nottingham
6,female,9.293337482671745e-8,8.783292219333643e-5,0.0012380020182569157,1.6638333541511906e-4,6800,copd,0,10,5,0,0,5,female_copd,nottingham
7,female,9.293337482671745e-8,8.783292219333643e-5,0.0012380020182569157,1.6638333541511906e-4,6800,copd,0,10,5,0,0,5,female_copd,nottingham
8,female,9.293337482671745e-8,8.783292219333643e-5,0.0012380020182569157,1.6638333541511906e-4,6800,copd,0,10,5,0,0,5,female_copd,nottingham
9,female,9.293337482671745e-8,8.783292219333643e-5,0.0012380020182569157,1.6638333541511906e-4,6800,copd,0,10,5,0,0,5,female_copd,nottingham
10,female,4.801606934133921e-7,1.6887576431885823e-4,0.002388384750818932,3.5393273320268514e-4,6254,copd,0,50,10,0,0,5,female_copd,nottingham
11,female,4.801606934133921e-7,1.6887576431885823e-4,0.002388384750818932,3.5393273320268514e-4,6254,copd,0,50,10,0,0,5,female_copd,nottingham
12,female,4.801606934133921e-7,1.6887576431885823e-4,0.002388384750818932,3.5393273320268514e-4,6254,copd,0,50,10,0,0,5,female_copd,nottingham
13,female,4.801606934133921e-7,1.6887576431885823e-4,0.002388384750818932,3.5393273320268514e-4,6254,copd,0,50,10,0,0,5,female_copd,nottingham
14,female,4.801606934133921e-7,1.6887576431885823e-4,0.002388384750818932,3.5393273320268514e-4,6254,copd,0,50,10,0,0,5,female_copd,nottingham
15,female,8.406908860253371e-7,3.5136454061267063e-4,0.005094297305207946,7.276188418984548e-4,6499,copd,0,50,15,0,0,5,female_copd,nottingham
16,female,8.406908860253371e-7,3.5136454061267063e-4,0.005094297305207946,7.276188418984548e-4,6499,copd,0,50,15,0,0,5,female_copd,nottingham
17,female,8.406908860253371e-7,3.5136454061267063e-4,0.005094297305207946,7.276188418984548e-4,6499,copd,0,50,15,0,0,5,female_copd,nottingham
18,female,8.406908860253371e-7,3.5136454061267063e-4,0.005094297305207946,7.276188418984548e-4,6499,copd,0,50,15,0,0,5,female_copd,nottingham
19,female,8.406908860253371e-7,3.5136454061267063e-4,0.005094297305207946,7.276188418984548e-4,6499,copd,0,50,15,0,0,5,female_copd,nottingham
20,female,7.875860030482255e-7,6.583334978133712e-4,0.009644691182078847,0.0010805512916213294,8039,copd,0,50,20,0,0,5,female_copd,nottingham
21,female,7.875860030482255e-7,6.583334978133712e-4,0.009644691182078847,0.0010805512916213294,8039,copd,0,50,20,0,0,5,female_copd,nottingham
22,female,7.875860030482255e-7,6.583334978133712e-4,0.009644691182078847,0.0010805512916213294,8039,copd,0,50,20,0,0,5,female_copd,nottingham
23,female,7.875860030482255e-7,6.583334978133712e-4,0.009644691182078847,0.0010805512916213294,8039,copd,0,50,20,0,0,5,female_copd,nottingham
24,female,7.875860030482255e-7,6.583334978133712e-4,0.009644691182078847,0.0010805512916213294,8039,copd,0,50,20,0,0,5,female_copd,nottingham
25,female,8.848795096045945e-7,0.0010607489725542115,0.01584688371284563,0.0014048382475491518,8443,copd,0,50,25,1,0,5,female_copd,nottingham
26,female,8.848795096045945e-7,0.0010607489725542115,0.01584688371284563,0.0014048382475491518,8443,copd,0,50,25,1,0,5,female_copd,nottingham
27,female,8.848795096045945e-7,0.0010607489725542115,0.01584688371284563,0.0014048382475491518,8443,copd,0,50,25,1,0,5,female_copd,nottingham
28,female,8.848795096045945e-7,0.0010607489725542115,0.01584688371284563,0.0014048382475491518,8443,copd,0,50,25,1,0,5,female_copd,nottingham
29,female,8.848795096045945e-7,0.0010607489725542115,0.01584688371284563,0.0014048382475491518,8443,copd,0,50,25,1,0,5,female_copd,nottingham
30,female,1.903778111092566e-6,0.0015903005890450582,0.023875276896539933,0.0018980262407202262,7254,copd,0,50,30,1,0,5,female_copd,nottingham
31,female,1.903778111092566e-6,0.0015903005890450582,0.023875276896539933,0.0018980262407202262,7254,copd,0,50,30,1,0,5,female_copd,nottingham
32,female,1.903778111092566e-6,0.0015903005890450582,0.023875276896539933,0.0018980262407202262,7254,copd,0,50,30,1,0,5,female_copd,nottingham
33,female,1.903778111092566e-6,0.0015903005890450582,0.023875276896539933,0.0018980262407202262,7254,copd,0,50,30,1,0,5,female_copd,nottingham
34,female,1.903778111092566e-6,0.0015903005890450582,0.023875276896539933,0.0018980262407202262,7254,copd,0,50,30,1,0,5,female_copd,nottingham
35,female,3.832769575442499e-6,0.0023317069728655345,0.0354795627126122,0.002855487826516559,7000,copd,0,50,35,2,0,5,female_copd,nottingham
36,female,3.832769575442499e-6,0.0023317069728655345,0.0354795627126122,0.002855487826516559,7000,copd,0,50,35,2,0,5,female_copd,nottingham
37,female,3.832769575442499e-6,0.0023317069728655345,0.0354795627126122,0.002855487826516559,7000,copd,0,50,35,2,0,5,female_copd,nottingham
38,female,3.832769575442499e-6,0.0023317069728655345,0.0354795627126122,0.002855487826516559,7000,copd,0,50,35,2,0,5,female_copd,nottingham
