age,sex,mort,ylds (years lived with disability)_rate_utrc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,17920,utrc,0,10,0,0,0,5,female_utrc,greatermanchester
1,female,0,0,0,1e-8,17920,utrc,0,10,0,0,0,5,female_utrc,greatermanchester
2,female,0,0,0,1e-8,17920,utrc,0,10,0,0,0,5,female_utrc,greatermanchester
3,female,0,0,0,1e-8,17920,utrc,0,10,0,0,0,5,female_utrc,greatermanchester
4,female,0,0,0,1e-8,17920,utrc,0,10,0,0,0,5,female_utrc,greatermanchester
5,female,0,0,0,1e-8,18647,utrc,0,10,5,0,0,5,female_utrc,greatermanchester
6,female,0,0,0,1e-8,18647,utrc,0,10,5,0,0,5,female_utrc,greatermanchester
7,female,0,0,0,1e-8,18647,utrc,0,10,5,0,0,5,female_utrc,greatermanchester
8,female,0,0,0,1e-8,18647,utrc,0,10,5,0,0,5,female_utrc,greatermanchester
9,female,0,0,0,1e-8,18647,utrc,0,10,5,0,0,5,female_utrc,greatermanchester
10,female,0,0,0,1e-8,16775,utrc,0,50,10,0,0,5,female_utrc,greatermanchester
11,female,0,0,0,1e-8,16775,utrc,0,50,10,0,0,5,female_utrc,greatermanchester
12,female,0,0,0,1e-8,16775,utrc,0,50,10,0,0,5,female_utrc,greatermanchester
13,female,0,0,0,1e-8,16775,utrc,0,50,10,0,0,5,female_utrc,greatermanchester
14,female,0,0,0,1e-8,16775,utrc,0,50,10,0,0,5,female_utrc,greatermanchester
15,female,1.0228161225459944e-7,9.288848069767019e-7,1.3861476348376478e-5,1.6215758635237767e-6,16204,utrc,0,50,15,0,0,5,female_utrc,greatermanchester
16,female,1.0228161225459944e-7,9.288848069767019e-7,1.3861476348376478e-5,1.6215758635237767e-6,16204,utrc,0,50,15,0,0,5,female_utrc,greatermanchester
17,female,1.0228161225459944e-7,9.288848069767019e-7,1.3861476348376478e-5,1.6215758635237767e-6,16204,utrc,0,50,15,0,0,5,female_utrc,greatermanchester
18,female,1.0228161225459944e-7,9.288848069767019e-7,1.3861476348376478e-5,1.6215758635237767e-6,16204,utrc,0,50,15,0,0,5,female_utrc,greatermanchester
19,female,1.0228161225459944e-7,9.288848069767019e-7,1.3861476348376478e-5,1.6215758635237767e-6,16204,utrc,0,50,15,0,0,5,female_utrc,greatermanchester
20,female,1.2238935213269608e-7,1.3020257298270576e-6,1.9453609572569872e-5,2.2688852487161755e-6,18708,utrc,0,50,20,0,0,5,female_utrc,greatermanchester
21,female,1.2238935213269608e-7,1.3020257298270576e-6,1.9453609572569872e-5,2.2688852487161755e-6,18708,utrc,0,50,20,0,0,5,female_utrc,greatermanchester
22,female,1.2238935213269608e-7,1.3020257298270576e-6,1.9453609572569872e-5,2.2688852487161755e-6,18708,utrc,0,50,20,0,0,5,female_utrc,greatermanchester
23,female,1.2238935213269608e-7,1.3020257298270576e-6,1.9453609572569872e-5,2.2688852487161755e-6,18708,utrc,0,50,20,0,0,5,female_utrc,greatermanchester
