age,sex,mort,ylds (years lived with disability)_rate_copd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,5.14356801913486e-7,2.8634409990505342e-5,3.881147419366191e-4,1.3066793903932013e-4,51136,copd,0,10,0,0,0,5,female_copd,South East England
1,female,5.14356801913486e-7,2.8634409990505342e-5,3.881147419366191e-4,1.3066793903932013e-4,51136,copd,0,10,0,0,0,5,female_copd,South East England
2,female,5.14356801913486e-7,2.8634409990505342e-5,3.881147419366191e-4,1.3066793903932013e-4,51136,copd,0,10,0,0,0,5,female_copd,South East England
3,female,5.14356801913486e-7,2.8634409990505342e-5,3.881147419366191e-4,1.3066793903932013e-4,51136,copd,0,10,0,0,0,5,female_copd,South East England
4,female,5.14356801913486e-7,2.8634409990505342e-5,3.881147419366191e-4,1.3066793903932013e-4,51136,copd,0,10,0,0,0,5,female_copd,South East England
5,female,2.4163759734187394e-7,8.697848151844344e-5,0.0012129665825987292,1.6297512740352452e-4,55096,copd,0,10,5,0,0,5,female_copd,South East England
6,female,2.4163759734187394e-7,8.697848151844344e-5,0.0012129665825987292,1.6297512740352452e-4,55096,copd,0,10,5,0,0,5,female_copd,South East England
7,female,2.4163759734187394e-7,8.697848151844344e-5,0.0012129665825987292,1.6297512740352452e-4,55096,copd,0,10,5,0,0,5,female_copd,South East England
8,female,2.4163759734187394e-7,8.697848151844344e-5,0.0012129665825987292,1.6297512740352452e-4,55096,copd,0,10,5,0,0,5,female_copd,South East England
9,female,2.4163759734187394e-7,8.697848151844344e-5,0.0012129665825987292,1.6297512740352452e-4,55096,copd,0,10,5,0,0,5,female_copd,South East England
10,female,3.3554750144852237e-7,1.6417767014656476e-4,0.0023171107242125973,3.3314208528384116e-4,51918,copd,0,50,10,0,0,5,female_copd,South East England
11,female,3.3554750144852237e-7,1.6417767014656476e-4,0.0023171107242125973,3.3314208528384116e-4,51918,copd,0,50,10,0,0,5,female_copd,South East England
12,female,3.3554750144852237e-7,1.6417767014656476e-4,0.0023171107242125973,3.3314208528384116e-4,51918,copd,0,50,10,0,0,5,female_copd,South East England
13,female,3.3554750144852237e-7,1.6417767014656476e-4,0.0023171107242125973,3.3314208528384116e-4,51918,copd,0,50,10,0,0,5,female_copd,South East England
14,female,3.3554750144852237e-7,1.6417767014656476e-4,0.0023171107242125973,3.3314208528384116e-4,51918,copd,0,50,10,0,0,5,female_copd,South East England
