age,sex,mort,ylds (years lived with disability)_rate_carc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,1303568,carc,0,10,0,0,0,5,female_carc,England
1,female,0,0,0,1e-8,1303568,carc,0,10,0,0,0,5,female_carc,England
2,female,0,0,0,1e-8,1303568,carc,0,10,0,0,0,5,female_carc,England
3,female,0,0,0,1e-8,1303568,carc,0,10,0,0,0,5,female_carc,England
4,female,0,0,0,1e-8,1303568,carc,0,10,0,0,0,5,female_carc,England
5,female,0,0,0,1e-8,1360455,carc,0,10,5,0,0,5,female_carc,England
6,female,0,0,0,1e-8,1360455,carc,0,10,5,0,0,5,female_carc,England
7,female,0,0,0,1e-8,1360455,carc,0,10,5,0,0,5,female_carc,England
8,female,0,0,0,1e-8,1360455,carc,0,10,5,0,0,5,female_carc,England
9,female,0,0,0,1e-8,1360455,carc,0,10,5,0,0,5,female_carc,England
10,female,0,0,0,1e-8,1253968,carc,0,50,10,0,0,5,female_carc,England
11,female,0,0,0,1e-8,1253968,carc,0,50,10,0,0,5,female_carc,England
12,female,0,0,0,1e-8,1253968,carc,0,50,10,0,0,5,female_carc,England
13,female,0,0,0,1e-8,1253968,carc,0,50,10,0,0,5,female_carc,England
14,female,0,0,0,1e-8,1253968,carc,0,50,10,0,0,5,female_carc,England
15,female,2.8301291311071427e-7,1.1216767189542013e-6,1.0134459514136968e-5,1.4417439085163955e-6,1237874,carc,0,50,15,0,0,5,female_carc,England
16,female,2.8301291311071427e-7,1.1216767189542013e-6,1.0134459514136968e-5,1.4417439085163955e-6,1237874,carc,0,50,15,0,0,5,female_carc,England
17,female,2.8301291311071427e-7,1.1216767189542013e-6,1.0134459514136968e-5,1.4417439085163955e-6,1237874,carc,0,50,15,0,0,5,female_carc,England
18,female,2.8301291311071427e-7,1.1216767189542013e-6,1.0134459514136968e-5,1.4417439085163955e-6,1237874,carc,0,50,15,0,0,5,female_carc,England
19,female,2.8301291311071427e-7,1.1216767189542013e-6,1.0134459514136968e-5,1.4417439085163955e-6,1237874,carc,0,50,15,0,0,5,female_carc,England
20,female,1.2811554036517053e-6,5.763909289597152e-6,5.4236932363337436e-5,7.597670806436649e-6,1387453,carc,0,50,20,0,2,5,female_carc,England
21,female,1.2811554036517053e-6,5.763909289597152e-6,5.4236932363337436e-5,7.597670806436649e-6,1387453,carc,0,50,20,0,2,5,female_carc,England
22,female,1.2811554036517053e-6,5.763909289597152e-6,5.4236932363337436e-5,7.597670806436649e-6,1387453,carc,0,50,20,0,2,5,female_carc,England
23,female,1.2811554036517053e-6,5.763909289597152e-6,5.4236932363337436e-5,7.597670806436649e-6,1387453,carc,0,50,20,0,2,5,female_carc,England
24,female,1.2811554036517053e-6,5.763909289597152e-6,5.4236932363337436e-5,7.597670806436649e-6,1387453,carc,0,50,20,0,2,5,female_carc,England
25,female,3.5902070521493972e-6,1.4957977736620744e-5,1.4779669147512478e-4,2.0762834488179914e-5,1583607,carc,0,50,25,0,6,5,female_carc,England
26,female,3.5902070521493972e-6,1.4957977736620744e-5,1.4779669147512478e-4,2.0762834488179914e-5,1583607,carc,0,50,25,0,6,5,female_carc,England
27,female,3.5902070521493972e-6,1.4957977736620744e-5,1.4779669147512478e-4,2.0762834488179914e-5,1583607,carc,0,50,25,0,6,5,female_carc,England
28,female,3.5902070521493972e-6,1.4957977736620744e-5,1.4779669147512478e-4,2.0762834488179914e-5,1583607,carc,0,50,25,0,6,5,female_carc,England
29,female,3.5902070521493972e-6,1.4957977736620744e-5,1.4779669147512478e-4,2.0762834488179914e-5,1583607,carc,0,50,25,0,6,5,female_carc,England
30,female,9.964173608202053e-6,3.816264958692165e-5,4.107366125298591e-4,5.811164435016771e-5,1578359,carc,0,50,30,0,16,5,female_carc,England
