age,sex,mort,ylds (years lived with disability)_rate_stmc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,6432,stmc,0,10,0,0,0,5,female_stmc,nottingham
1,female,0,0,0,1e-8,6432,stmc,0,10,0,0,0,5,female_stmc,nottingham
2,female,0,0,0,1e-8,6432,stmc,0,10,0,0,0,5,female_stmc,nottingham
3,female,0,0,0,1e-8,6432,stmc,0,10,0,0,0,5,female_stmc,nottingham
4,female,0,0,0,1e-8,6432,stmc,0,10,0,0,0,5,female_stmc,nottingham
5,female,0,0,0,1e-8,6800,stmc,0,10,5,0,0,5,female_stmc,nottingham
6,female,0,0,0,1e-8,6800,stmc,0,10,5,0,0,5,female_stmc,nottingham
7,female,0,0,0,1e-8,6800,stmc,0,10,5,0,0,5,female_stmc,nottingham
8,female,0,0,0,1e-8,6800,stmc,0,10,5,0,0,5,female_stmc,nottingham
9,female,0,0,0,1e-8,6800,stmc,0,10,5,0,0,5,female_stmc,nottingham
10,female,0,0,0,1e-8,6254,stmc,0,50,10,0,0,5,female_stmc,nottingham
11,female,0,0,0,1e-8,6254,stmc,0,50,10,0,0,5,female_stmc,nottingham
12,female,0,0,0,1e-8,6254,stmc,0,50,10,0,0,5,female_stmc,nottingham
13,female,0,0,0,1e-8,6254,stmc,0,50,10,0,0,5,female_stmc,nottingham
14,female,0,0,0,1e-8,6254,stmc,0,50,10,0,0,5,female_stmc,nottingham
15,female,1.7265001099115434e-7,1.4440649196418121e-7,1.284378679344131e-6,4.2455142928671723e-7,6499,stmc,0,50,15,0,0,5,female_stmc,nottingham
16,female,1.7265001099115434e-7,1.4440649196418121e-7,1.284378679344131e-6,4.2455142928671723e-7,6499,stmc,0,50,15,0,0,5,female_stmc,nottingham
17,female,1.7265001099115434e-7,1.4440649196418121e-7,1.284378679344131e-6,4.2455142928671723e-7,6499,stmc,0,50,15,0,0,5,female_stmc,nottingham
18,female,1.7265001099115434e-7,1.4440649196418121e-7,1.284378679344131e-6,4.2455142928671723e-7,6499,stmc,0,50,15,0,0,5,female_stmc,nottingham
19,female,1.7265001099115434e-7,1.4440649196418121e-7,1.284378679344131e-6,4.2455142928671723e-7,6499,stmc,0,50,15,0,0,5,female_stmc,nottingham
20,female,3.9350251171505603e-7,3.853950826266123e-7,3.5705013935631272e-6,1.0974150251666836e-6,8039,stmc,0,50,20,0,0,5,female_stmc,nottingham
21,female,3.9350251171505603e-7,3.853950826266123e-7,3.5705013935631272e-6,1.0974150251666836e-6,8039,stmc,0,50,20,0,0,5,female_stmc,nottingham
22,female,3.9350251171505603e-7,3.853950826266123e-7,3.5705013935631272e-6,1.0974150251666836e-6,8039,stmc,0,50,20,0,0,5,female_stmc,nottingham
23,female,3.9350251171505603e-7,3.853950826266123e-7,3.5705013935631272e-6,1.0974150251666836e-6,8039,stmc,0,50,20,0,0,5,female_stmc,nottingham
24,female,3.9350251171505603e-7,3.853950826266123e-7,3.5705013935631272e-6,1.0974150251666836e-6,8039,stmc,0,50,20,0,0,5,female_stmc,nottingham
25,female,1.3438122673977553e-6,1.4173900606208827e-6,1.3282615756360259e-5,3.994365054931581e-6,8443,stmc,0,50,25,0,0,5,female_stmc,nottingham
26,female,1.3438122673977553e-6,1.4173900606208827e-6,1.3282615756360259e-5,3.994365054931581e-6,8443,stmc,0,50,25,0,0,5,female_stmc,nottingham
27,female,1.3438122673977553e-6,1.4173900606208827e-6,1.3282615756360259e-5,3.994365054931581e-6,8443,stmc,0,50,25,0,0,5,female_stmc,nottingham
28,female,1.3438122673977553e-6,1.4173900606208827e-6,1.3282615756360259e-5,3.994365054931581e-6,8443,stmc,0,50,25,0,0,5,female_stmc,nottingham
29,female,1.3438122673977553e-6,1.4173900606208827e-6,1.3282615756360259e-5,3.994365054931581e-6,8443,stmc,0,50,25,0,0,5,female_stmc,nottingham
30,female,5.0499285257832215e-6,5.2788120525842955e-6,5.026454388673671e-5,1.4663459270302592e-5,7254,stmc,0,50,30,0,0,5,female_stmc,nottingham
31,female,5.0499285257832215e-6,5.2788120525842955e-6,5.026454388673671e-5,1.4663459270302592e-5,7254,stmc,0,50,30,0,0,5,female_stmc,nottingham
32,female,5.0499285257832215e-6,5.2788120525842955e-6,5.026454388673671e-5,1.4663459270302592e-5,7254,stmc,0,50,30,0,0,5,female_stmc,nottingham
33,female,5.0499285257832215e-6,5.2788120525842955e-6,5.026454388673671e-5,1.4663459270302592e-5,7254,stmc,0,50,30,0,0,5,female_stmc,nottingham
34,female,5.0499285257832215e-6,5.2788120525842955e-6,5.026454388673671e-5,1.4663459270302592e-5,7254,stmc,0,50,30,0,0,5,female_stmc,nottingham
35,female,8.082728544520037e-6,6.5379252967421414e-6,5.8380595271223386e-5,1.915783159142414e-5,7000,stmc,0,50,35,0,0,5,female_stmc,nottingham
36,female,8.082728544520037e-6,6.5379252967421414e-6,5.8380595271223386e-5,1.915783159142414e-5,7000,stmc,0,50,35,0,0,5,female_stmc,nottingham
37,female,8.082728544520037e-6,6.5379252967421414e-6,5.8380595271223386e-5,1.915783159142414e-5,7000,stmc,0,50,35,0,0,5,female_stmc,nottingham
38,female,8.082728544520037e-6,6.5379252967421414e-6,5.8380595271223386e-5,1.915783159142414e-5,7000,stmc,0,50,35,0,0,5,female_stmc,nottingham
39,female,8.082728544520037e-6,6.5379252967421414e-6,5.8380595271223386e-5,1.915783159142414e-5,7000,stmc,0,50,35,0,0,5,female_stmc,nottingham
40,female,1.4232152856655109e-5,9.718738981312841e-6,8.489626851569996e-5,2.8896400475778064e-5,6877,stmc,0,50,40,0,0,5,female_stmc,nottingham
41,female,1.4232152856655109e-5,9.718738981312841e-6,8.489626851569996e-5,2.8896400475778064e-5,6877,stmc,0,50,40,0,0,5,female_stmc,nottingham
42,female,1.4232152856655109e-5,9.718738981312841e-6,8.489626851569996e-5,2.8896400475778064e-5,6877,stmc,0,50,40,0,0,5,female_stmc,nottingham
43,female,1.4232152856655109e-5,9.718738981312841e-6,8.489626851569996e-5,2.8896400475778064e-5,6877,stmc,0,50,40,0,0,5,female_stmc,nottingham
44,female,1.4232152856655109e-5,9.718738981312841e-6,8.489626851569996e-5,2.8896400475778064e-5,6877,stmc,0,50,40,0,0,5,female_stmc,nottingham
45,female,2.0034263082904835e-5,1.3472770113725127e-5,1.2085082714261691e-4,4.042105631282115e-5,8069,stmc,0,50,45,0,0,5,female_stmc,nottingham
46,female,2.0034263082904835e-5,1.3472770113725127e-5,1.2085082714261691e-4,4.042105631282115e-5,8069,stmc,0,50,45,0,0,5,female_stmc,nottingham
47,female,2.0034263082904835e-5,1.3472770113725127e-5,1.2085082714261691e-4,4.042105631282115e-5,8069,stmc,0,50,45,0,0,5,female_stmc,nottingham
48,female,2.0034263082904835e-5,1.3472770113725127e-5,1.2085082714261691e-4,4.042105631282115e-5,8069,stmc,0,50,45,0,0,5,female_stmc,nottingham
49,female,2.0034263082904835e-5,1.3472770113725127e-5,1.2085082714261691e-4,4.042105631282115e-5,8069,stmc,0,50,45,0,0,5,female_stmc,nottingham
50,female,3.113474205841315e-5,1.9214909156243534e-5,1.7177228725810326e-4,5.8992838088972564e-5,8247,stmc,0,50,50,0,0,5,female_stmc,nottingham
