age,sex,mort,ylds (years lived with disability)_rate_carc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,27766,carc,0,10,0,0,0,5,male_carc,East Midlands
1,male,0,0,0,1e-8,27766,carc,0,10,0,0,0,5,male_carc,East Midlands
2,male,0,0,0,1e-8,27766,carc,0,10,0,0,0,5,male_carc,East Midlands
3,male,0,0,0,1e-8,27766,carc,0,10,0,0,0,5,male_carc,East Midlands
4,male,0,0,0,1e-8,27766,carc,0,10,0,0,0,5,male_carc,East Midlands
5,male,0,0,0,1e-8,29412,carc,0,10,5,0,0,5,male_carc,East Midlands
6,male,0,0,0,1e-8,29412,carc,0,10,5,0,0,5,male_carc,East Midlands
7,male,0,0,0,1e-8,29412,carc,0,10,5,0,0,5,male_carc,East Midlands
8,male,0,0,0,1e-8,29412,carc,0,10,5,0,0,5,male_carc,East Midlands
9,male,0,0,0,1e-8,29412,carc,0,10,5,0,0,5,male_carc,East Midlands
10,male,0,0,0,1e-8,27670,carc,0,50,10,0,0,5,male_carc,East Midlands
11,male,0,0,0,1e-8,27670,carc,0,50,10,0,0,5,male_carc,East Midlands
12,male,0,0,0,1e-8,27670,carc,0,50,10,0,0,5,male_carc,East Midlands
13,male,0,0,0,1e-8,27670,carc,0,50,10,0,0,5,male_carc,East Midlands
14,male,0,0,0,1e-8,27670,carc,0,50,10,0,0,5,male_carc,East Midlands
15,male,4.7143699068239916e-7,1.8187532970119802e-6,1.630210024968039e-5,2.3373678372265783e-6,28023,carc,0,50,15,0,0,5,male_carc,East Midlands
16,male,4.7143699068239916e-7,1.8187532970119802e-6,1.630210024968039e-5,2.3373678372265783e-6,28023,carc,0,50,15,0,0,5,male_carc,East Midlands
17,male,4.7143699068239916e-7,1.8187532970119802e-6,1.630210024968039e-5,2.3373678372265783e-6,28023,carc,0,50,15,0,0,5,male_carc,East Midlands
18,male,4.7143699068239916e-7,1.8187532970119802e-6,1.630210024968039e-5,2.3373678372265783e-6,28023,carc,0,50,15,0,0,5,male_carc,East Midlands
19,male,4.7143699068239916e-7,1.8187532970119802e-6,1.630210024968039e-5,2.3373678372265783e-6,28023,carc,0,50,15,0,0,5,male_carc,East Midlands
20,male,1.9312929089351508e-6,8.448930104207692e-6,7.877342899207022e-5,1.1101210905539297e-5,30631,carc,0,50,20,0,0,5,male_carc,East Midlands
21,male,1.9312929089351508e-6,8.448930104207692e-6,7.877342899207022e-5,1.1101210905539297e-5,30631,carc,0,50,20,0,0,5,male_carc,East Midlands
22,male,1.9312929089351508e-6,8.448930104207692e-6,7.877342899207022e-5,1.1101210905539297e-5,30631,carc,0,50,20,0,0,5,male_carc,East Midlands
23,male,1.9312929089351508e-6,8.448930104207692e-6,7.877342899207022e-5,1.1101210905539297e-5,30631,carc,0,50,20,0,0,5,male_carc,East Midlands
24,male,1.9312929089351508e-6,8.448930104207692e-6,7.877342899207022e-5,1.1101210905539297e-5,30631,carc,0,50,20,0,0,5,male_carc,East Midlands
25,male,4.850643518524182e-6,2.036593760651949e-5,1.9978048776335934e-4,2.811533857972671e-5,32124,carc,0,50,25,0,0,5,male_carc,East Midlands
26,male,4.850643518524182e-6,2.036593760651949e-5,1.9978048776335934e-4,2.811533857972671e-5,32124,carc,0,50,25,0,0,5,male_carc,East Midlands
27,male,4.850643518524182e-6,2.036593760651949e-5,1.9978048776335934e-4,2.811533857972671e-5,32124,carc,0,50,25,0,0,5,male_carc,East Midlands
28,male,4.850643518524182e-6,2.036593760651949e-5,1.9978048776335934e-4,2.811533857972671e-5,32124,carc,0,50,25,0,0,5,male_carc,East Midlands
29,male,4.850643518524182e-6,2.036593760651949e-5,1.9978048776335934e-4,2.811533857972671e-5,32124,carc,0,50,25,0,0,5,male_carc,East Midlands
30,male,1.1818900991794445e-5,4.5613167254336695e-5,4.849468576356896e-4,6.893643958510355e-5,30384,carc,0,50,30,0,0,5,male_carc,East Midlands
31,male,1.1818900991794445e-5,4.5613167254336695e-5,4.849468576356896e-4,6.893643958510355e-5,30384,carc,0,50,30,0,0,5,male_carc,East Midlands
32,male,1.1818900991794445e-5,4.5613167254336695e-5,4.849468576356896e-4,6.893643958510355e-5,30384,carc,0,50,30,0,0,5,male_carc,East Midlands
33,male,1.1818900991794445e-5,4.5613167254336695e-5,4.849468576356896e-4,6.893643958510355e-5,30384,carc,0,50,30,0,0,5,male_carc,East Midlands
34,male,1.1818900991794445e-5,4.5613167254336695e-5,4.849468576356896e-4,6.893643958510355e-5,30384,carc,0,50,30,0,0,5,male_carc,East Midlands
35,male,2.0974330890387382e-5,7.186591624471072e-5,7.897711597955026e-4,1.1149888313972953e-4,29870,carc,0,50,35,0,1,5,male_carc,East Midlands
36,male,2.0974330890387382e-5,7.186591624471072e-5,7.897711597955026e-4,1.1149888313972953e-4,29870,carc,0,50,35,0,1,5,male_carc,East Midlands
37,male,2.0974330890387382e-5,7.186591624471072e-5,7.897711597955026e-4,1.1149888313972953e-4,29870,carc,0,50,35,0,1,5,male_carc,East Midlands
38,male,2.0974330890387382e-5,7.186591624471072e-5,7.897711597955026e-4,1.1149888313972953e-4,29870,carc,0,50,35,0,1,5,male_carc,East Midlands
39,male,2.0974330890387382e-5,7.186591624471072e-5,7.897711597955026e-4,1.1149888313972953e-4,29870,carc,0,50,35,0,1,5,male_carc,East Midlands
40,male,4.161725012732233e-5,1.270420660162002e-4,0.001432835805258067,2.0254877559551648e-4,29224,carc,0,50,40,0,1,5,male_carc,East Midlands
41,male,4.161725012732233e-5,1.270420660162002e-4,0.001432835805258067,2.0254877559551648e-4,29224,carc,0,50,40,0,1,5,male_carc,East Midlands
42,male,4.161725012732233e-5,1.270420660162002e-4,0.001432835805258067,2.0254877559551648e-4,29224,carc,0,50,40,0,1,5,male_carc,East Midlands
