age,sex,mort,ylds (years lived with disability)_rate_stmc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,18823,stmc,0,10,0,0,0,5,male_stmc,greatermanchester
1,male,0,0,0,1e-8,18823,stmc,0,10,0,0,0,5,male_stmc,greatermanchester
2,male,0,0,0,1e-8,18823,stmc,0,10,0,0,0,5,male_stmc,greatermanchester
3,male,0,0,0,1e-8,18823,stmc,0,10,0,0,0,5,male_stmc,greatermanchester
4,male,0,0,0,1e-8,18823,stmc,0,10,0,0,0,5,male_stmc,greatermanchester
5,male,0,0,0,1e-8,19596,stmc,0,10,5,0,0,5,male_stmc,greatermanchester
6,male,0,0,0,1e-8,19596,stmc,0,10,5,0,0,5,male_stmc,greatermanchester
7,male,0,0,0,1e-8,19596,stmc,0,10,5,0,0,5,male_stmc,greatermanchester
8,male,0,0,0,1e-8,19596,stmc,0,10,5,0,0,5,male_stmc,greatermanchester
9,male,0,0,0,1e-8,19596,stmc,0,10,5,0,0,5,male_stmc,greatermanchester
10,male,0,0,0,1e-8,17668,stmc,0,50,10,0,0,5,male_stmc,greatermanchester
11,male,0,0,0,1e-8,17668,stmc,0,50,10,0,0,5,male_stmc,greatermanchester
12,male,0,0,0,1e-8,17668,stmc,0,50,10,0,0,5,male_stmc,greatermanchester
13,male,0,0,0,1e-8,17668,stmc,0,50,10,0,0,5,male_stmc,greatermanchester
14,male,0,0,0,1e-8,17668,stmc,0,50,10,0,0,5,male_stmc,greatermanchester
15,male,2.0491314271523858e-7,2.861805996609404e-7,2.803478209389731e-6,7.291139986598008e-7,17023,stmc,0,50,15,0,0,5,male_stmc,greatermanchester
16,male,2.0491314271523858e-7,2.861805996609404e-7,2.803478209389731e-6,7.291139986598008e-7,17023,stmc,0,50,15,0,0,5,male_stmc,greatermanchester
17,male,2.0491314271523858e-7,2.861805996609404e-7,2.803478209389731e-6,7.291139986598008e-7,17023,stmc,0,50,15,0,0,5,male_stmc,greatermanchester
18,male,2.0491314271523858e-7,2.861805996609404e-7,2.803478209389731e-6,7.291139986598008e-7,17023,stmc,0,50,15,0,0,5,male_stmc,greatermanchester
19,male,2.0491314271523858e-7,2.861805996609404e-7,2.803478209389731e-6,7.291139986598008e-7,17023,stmc,0,50,15,0,0,5,male_stmc,greatermanchester
20,male,4.0164473072785085e-7,5.964763809217537e-7,5.948029407096363e-6,1.4904560857094915e-6,19229,stmc,0,50,20,0,0,5,male_stmc,greatermanchester
21,male,4.0164473072785085e-7,5.964763809217537e-7,5.948029407096363e-6,1.4904560857094915e-6,19229,stmc,0,50,20,0,0,5,male_stmc,greatermanchester
22,male,4.0164473072785085e-7,5.964763809217537e-7,5.948029407096363e-6,1.4904560857094915e-6,19229,stmc,0,50,20,0,0,5,male_stmc,greatermanchester
23,male,4.0164473072785085e-7,5.964763809217537e-7,5.948029407096363e-6,1.4904560857094915e-6,19229,stmc,0,50,20,0,0,5,male_stmc,greatermanchester
24,male,4.0164473072785085e-7,5.964763809217537e-7,5.948029407096363e-6,1.4904560857094915e-6,19229,stmc,0,50,20,0,0,5,male_stmc,greatermanchester
