age,sex,mort,ylds (years lived with disability)_rate_adaod,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,7892,adaod,0,10,0,0,0,5,male_adaod,liverpool
1,male,0,0,0,1e-8,7892,adaod,0,10,0,0,0,5,male_adaod,liverpool
2,male,0,0,0,1e-8,7892,adaod,0,10,0,0,0,5,male_adaod,liverpool
3,male,0,0,0,1e-8,7892,adaod,0,10,0,0,0,5,male_adaod,liverpool
4,male,0,0,0,1e-8,7892,adaod,0,10,0,0,0,5,male_adaod,liverpool
5,male,0,0,0,1e-8,8083,adaod,0,10,5,0,0,5,male_adaod,liverpool
6,male,0,0,0,1e-8,8083,adaod,0,10,5,0,0,5,male_adaod,liverpool
7,male,0,0,0,1e-8,8083,adaod,0,10,5,0,0,5,male_adaod,liverpool
8,male,0,0,0,1e-8,8083,adaod,0,10,5,0,0,5,male_adaod,liverpool
9,male,0,0,0,1e-8,8083,adaod,0,10,5,0,0,5,male_adaod,liverpool
10,male,0,0,0,1e-8,7493,adaod,0,50,10,0,0,5,male_adaod,liverpool
11,male,0,0,0,1e-8,7493,adaod,0,50,10,0,0,5,male_adaod,liverpool
12,male,0,0,0,1e-8,7493,adaod,0,50,10,0,0,5,male_adaod,liverpool
13,male,0,0,0,1e-8,7493,adaod,0,50,10,0,0,5,male_adaod,liverpool
14,male,0,0,0,1e-8,7493,adaod,0,50,10,0,0,5,male_adaod,liverpool
15,male,0,0,0,1e-8,7771,adaod,0,50,15,0,0,5,male_adaod,liverpool
16,male,0,0,0,1e-8,7771,adaod,0,50,15,0,0,5,male_adaod,liverpool
17,male,0,0,0,1e-8,7771,adaod,0,50,15,0,0,5,male_adaod,liverpool
18,male,0,0,0,1e-8,7771,adaod,0,50,15,0,0,5,male_adaod,liverpool
19,male,0,0,0,1e-8,7771,adaod,0,50,15,0,0,5,male_adaod,liverpool
20,male,0,0,0,1e-8,8877,adaod,0,50,20,0,0,5,male_adaod,liverpool
21,male,0,0,0,1e-8,8877,adaod,0,50,20,0,0,5,male_adaod,liverpool
22,male,0,0,0,1e-8,8877,adaod,0,50,20,0,0,5,male_adaod,liverpool
23,male,0,0,0,1e-8,8877,adaod,0,50,20,0,0,5,male_adaod,liverpool
24,male,0,0,0,1e-8,8877,adaod,0,50,20,0,0,5,male_adaod,liverpool
25,male,0,0,0,1e-8,10365,adaod,0,50,25,0,0,5,male_adaod,liverpool
26,male,0,0,0,1e-8,10365,adaod,0,50,25,0,0,5,male_adaod,liverpool
27,male,0,0,0,1e-8,10365,adaod,0,50,25,0,0,5,male_adaod,liverpool
28,male,0,0,0,1e-8,10365,adaod,0,50,25,0,0,5,male_adaod,liverpool
29,male,0,0,0,1e-8,10365,adaod,0,50,25,0,0,5,male_adaod,liverpool
30,male,0,0,0,1e-8,10132,adaod,0,50,30,0,0,5,male_adaod,liverpool
31,male,0,0,0,1e-8,10132,adaod,0,50,30,0,0,5,male_adaod,liverpool
32,male,0,0,0,1e-8,10132,adaod,0,50,30,0,0,5,male_adaod,liverpool
33,male,0,0,0,1e-8,10132,adaod,0,50,30,0,0,5,male_adaod,liverpool
34,male,0,0,0,1e-8,10132,adaod,0,50,30,0,0,5,male_adaod,liverpool
35,male,0,0,0,1e-8,8790,adaod,0,50,35,0,0,5,male_adaod,liverpool
36,male,0,0,0,1e-8,8790,adaod,0,50,35,0,0,5,male_adaod,liverpool
37,male,0,0,0,1e-8,8790,adaod,0,50,35,0,0,5,male_adaod,liverpool
38,male,0,0,0,1e-8,8790,adaod,0,50,35,0,0,5,male_adaod,liverpool
39,male,0,0,0,1e-8,8790,adaod,0,50,35,0,0,5,male_adaod,liverpool
