age,sex,mort,ylds (years lived with disability)_rate_adaod,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,10402,adaod,0,10,0,0,0,5,female_adaod,northeast
1,female,0,0,0,1e-8,10402,adaod,0,10,0,0,0,5,female_adaod,northeast
2,female,0,0,0,1e-8,10402,adaod,0,10,0,0,0,5,female_adaod,northeast
3,female,0,0,0,1e-8,10402,adaod,0,10,0,0,0,5,female_adaod,northeast
4,female,0,0,0,1e-8,10402,adaod,0,10,0,0,0,5,female_adaod,northeast
5,female,0,0,0,1e-8,10982,adaod,0,10,5,0,0,5,female_adaod,northeast
6,female,0,0,0,1e-8,10982,adaod,0,10,5,0,0,5,female_adaod,northeast
7,female,0,0,0,1e-8,10982,adaod,0,10,5,0,0,5,female_adaod,northeast
8,female,0,0,0,1e-8,10982,adaod,0,10,5,0,0,5,female_adaod,northeast
9,female,0,0,0,1e-8,10982,adaod,0,10,5,0,0,5,female_adaod,northeast
10,female,0,0,0,1e-8,10229,adaod,0,50,10,0,0,5,female_adaod,northeast
11,female,0,0,0,1e-8,10229,adaod,0,50,10,0,0,5,female_adaod,northeast
12,female,0,0,0,1e-8,10229,adaod,0,50,10,0,0,5,female_adaod,northeast
13,female,0,0,0,1e-8,10229,adaod,0,50,10,0,0,5,female_adaod,northeast
14,female,0,0,0,1e-8,10229,adaod,0,50,10,0,0,5,female_adaod,northeast
15,female,0,0,0,1e-8,10697,adaod,0,50,15,0,0,5,female_adaod,northeast
16,female,0,0,0,1e-8,10697,adaod,0,50,15,0,0,5,female_adaod,northeast
17,female,0,0,0,1e-8,10697,adaod,0,50,15,0,0,5,female_adaod,northeast
18,female,0,0,0,1e-8,10697,adaod,0,50,15,0,0,5,female_adaod,northeast
19,female,0,0,0,1e-8,10697,adaod,0,50,15,0,0,5,female_adaod,northeast
20,female,0,0,0,1e-8,12578,adaod,0,50,20,0,0,5,female_adaod,northeast
21,female,0,0,0,1e-8,12578,adaod,0,50,20,0,0,5,female_adaod,northeast
22,female,0,0,0,1e-8,12578,adaod,0,50,20,0,0,5,female_adaod,northeast
23,female,0,0,0,1e-8,12578,adaod,0,50,20,0,0,5,female_adaod,northeast
24,female,0,0,0,1e-8,12578,adaod,0,50,20,0,0,5,female_adaod,northeast
25,female,0,0,0,1e-8,13691,adaod,0,50,25,0,0,5,female_adaod,northeast
26,female,0,0,0,1e-8,13691,adaod,0,50,25,0,0,5,female_adaod,northeast
27,female,0,0,0,1e-8,13691,adaod,0,50,25,0,0,5,female_adaod,northeast
28,female,0,0,0,1e-8,13691,adaod,0,50,25,0,0,5,female_adaod,northeast
29,female,0,0,0,1e-8,13691,adaod,0,50,25,0,0,5,female_adaod,northeast
30,female,0,0,0,1e-8,12871,adaod,0,50,30,0,0,5,female_adaod,northeast
31,female,0,0,0,1e-8,12871,adaod,0,50,30,0,0,5,female_adaod,northeast
32,female,0,0,0,1e-8,12871,adaod,0,50,30,0,0,5,female_adaod,northeast
33,female,0,0,0,1e-8,12871,adaod,0,50,30,0,0,5,female_adaod,northeast
34,female,0,0,0,1e-8,12871,adaod,0,50,30,0,0,5,female_adaod,northeast
35,female,0,0,0,1e-8,12119,adaod,0,50,35,0,0,5,female_adaod,northeast
36,female,0,0,0,1e-8,12119,adaod,0,50,35,0,0,5,female_adaod,northeast
37,female,0,0,0,1e-8,12119,adaod,0,50,35,0,0,5,female_adaod,northeast
38,female,0,0,0,1e-8,12119,adaod,0,50,35,0,0,5,female_adaod,northeast
39,female,0,0,0,1e-8,12119,adaod,0,50,35,0,0,5,female_adaod,northeast
40,female,1.6636086255855879e-6,9.658548662361901e-6,7.254626339431967e-5,4.309321433626599e-5,11629,adaod,0,50,40,0,0,5,female_adaod,northeast
41,female,1.6636086255855879e-6,9.658548662361901e-6,7.254626339431967e-5,4.309321433626599e-5,11629,adaod,0,50,40,0,0,5,female_adaod,northeast
42,female,1.6636086255855879e-6,9.658548662361901e-6,7.254626339431967e-5,4.309321433626599e-5,11629,adaod,0,50,40,0,0,5,female_adaod,northeast
43,female,1.6636086255855879e-6,9.658548662361901e-6,7.254626339431967e-5,4.309321433626599e-5,11629,adaod,0,50,40,0,0,5,female_adaod,northeast
44,female,1.6636086255855879e-6,9.658548662361901e-6,7.254626339431967e-5,4.309321433626599e-5,11629,adaod,0,50,40,0,0,5,female_adaod,northeast
45,female,8.560125432428598e-6,6.410984831361187e-5,4.944735258733401e-4,1.319411652039023e-4,13839,adaod,0,50,45,0,0,5,female_adaod,northeast
46,female,8.560125432428598e-6,6.410984831361187e-5,4.944735258733401e-4,1.319411652039023e-4,13839,adaod,0,50,45,0,0,5,female_adaod,northeast
47,female,8.560125432428598e-6,6.410984831361187e-5,4.944735258733401e-4,1.319411652039023e-4,13839,adaod,0,50,45,0,0,5,female_adaod,northeast
48,female,8.560125432428598e-6,6.410984831361187e-5,4.944735258733401e-4,1.319411652039023e-4,13839,adaod,0,50,45,0,0,5,female_adaod,northeast
49,female,8.560125432428598e-6,6.410984831361187e-5,4.944735258733401e-4,1.319411652039023e-4,13839,adaod,0,50,45,0,0,5,female_adaod,northeast
50,female,1.6511277018094412e-5,1.6268437013456434e-4,0.0013136119898774455,2.1030919524120541e-4,14775,adaod,0,50,50,0,0,5,female_adaod,northeast
51,female,1.6511277018094412e-5,1.6268437013456434e-4,0.0013136119898774455,2.1030919524120541e-4,14775,adaod,0,50,50,0,0,5,female_adaod,northeast
52,female,1.6511277018094412e-5,1.6268437013456434e-4,0.0013136119898774455,2.1030919524120541e-4,14775,adaod,0,50,50,0,0,5,female_adaod,northeast
53,female,1.6511277018094412e-5,1.6268437013456434e-4,0.0013136119898774455,2.1030919524120541e-4,14775,adaod,0,50,50,0,0,5,female_adaod,northeast
54,female,1.6511277018094412e-5,1.6268437013456434e-4,0.0013136119898774455,2.1030919524120541e-4,14775,adaod,0,50,50,0,0,5,female_adaod,northeast
55,female,4.6395344583027434e-5,3.157388442427066e-4,0.002616065002307065,3.915568474018731e-4,13970,adaod,0,50,55,0,1,5,female_adaod,northeast
56,female,4.6395344583027434e-5,3.157388442427066e-4,0.002616065002307065,3.915568474018731e-4,13970,adaod,0,50,55,0,1,5,female_adaod,northeast
57,female,4.6395344583027434e-5,3.157388442427066e-4,0.002616065002307065,3.915568474018731e-4,13970,adaod,0,50,55,0,1,5,female_adaod,northeast
58,female,4.6395344583027434e-5,3.157388442427066e-4,0.002616065002307065,3.915568474018731e-4,13970,adaod,0,50,55,0,1,5,female_adaod,northeast
59,female,4.6395344583027434e-5,3.157388442427066e-4,0.002616065002307065,3.915568474018731e-4,13970,adaod,0,50,55,0,1,5,female_adaod,northeast
60,female,1.2319151775283543e-4,6.474080878273751e-4,0.005427208256273001,9.308886995373101e-4,12225,adaod,0,50,60,0,2,5,female_adaod,northeast
61,female,1.2319151775283543e-4,6.474080878273751e-4,0.005427208256273001,9.308886995373101e-4,12225,adaod,0,50,60,0,2,5,female_adaod,northeast
62,female,1.2319151775283543e-4,6.474080878273751e-4,0.005427208256273001,9.308886995373101e-4,12225,adaod,0,50,60,0,2,5,female_adaod,northeast
63,female,1.2319151775283543e-4,6.474080878273751e-4,0.005427208256273001,9.308886995373101e-4,12225,adaod,0,50,60,0,2,5,female_adaod,northeast
64,female,1.2319151775283543e-4,6.474080878273751e-4,0.005427208256273001,9.308886995373101e-4,12225,adaod,0,50,60,0,2,5,female_adaod,northeast
65,female,2.8456753233807526e-4,0.0013936653091750509,0.011879471164999333,0.002138014255292281,12222,adaod,0,50,65,1,3,5,female_adaod,northeast
66,female,2.8456753233807526e-4,0.0013936653091750509,0.011879471164999333,0.002138014255292281,12222,adaod,0,50,65,1,3,5,female_adaod,northeast
67,female,2.8456753233807526e-4,0.0013936653091750509,0.011879471164999333,0.002138014255292281,12222,adaod,0,50,65,1,3,5,female_adaod,northeast
68,female,2.8456753233807526e-4,0.0013936653091750509,0.011879471164999333,0.002138014255292281,12222,adaod,0,50,65,1,3,5,female_adaod,northeast
69,female,2.8456753233807526e-4,0.0013936653091750509,0.011879471164999333,0.002138014255292281,12222,adaod,0,50,65,1,3,5,female_adaod,northeast
70,female,8.501899790488304e-4,0.0036207985754997864,0.026528766782561868,0.005075231953520131,9956,adaod,0,50,70,1,8,5,female_adaod,northeast
71,female,8.501899790488304e-4,0.0036207985754997864,0.026528766782561868,0.005075231953520131,9956,adaod,0,50,70,1,8,5,female_adaod,northeast
72,female,8.501899790488304e-4,0.0036207985754997864,0.026528766782561868,0.005075231953520131,9956,adaod,0,50,70,1,8,5,female_adaod,northeast
73,female,8.501899790488304e-4,0.0036207985754997864,0.026528766782561868,0.005075231953520131,9956,adaod,0,50,70,1,8,5,female_adaod,northeast
74,female,8.501899790488304e-4,0.0036207985754997864,0.026528766782561868,0.005075231953520131,9956,adaod,0,50,70,1,8,5,female_adaod,northeast
75,female,0.0026211190198414573,0.007937400306802357,0.059082345176419505,0.011408214714484421,7729,adaod,0,50,75,3,20,5,female_adaod,northeast
76,female,0.0026211190198414573,0.007937400306802357,0.059082345176419505,0.011408214714484421,7729,adaod,0,50,75,3,20,5,female_adaod,northeast
77,female,0.0026211190198414573,0.007937400306802357,0.059082345176419505,0.011408214714484421,7729,adaod,0,50,75,3,20,5,female_adaod,northeast
78,female,0.0026211190198414573,0.007937400306802357,0.059082345176419505,0.011408214714484421,7729,adaod,0,50,75,3,20,5,female_adaod,northeast
79,female,0.0026211190198414573,0.007937400306802357,0.059082345176419505,0.011408214714484421,7729,adaod,0,50,75,3,20,5,female_adaod,northeast
80,female,0.007624230313103953,0.01938670411495494,0.11939620025948974,0.020827435298898488,5937,adaod,0,20,80,2,45,5,female_adaod,northeast
81,female,0.007624230313103953,0.01938670411495494,0.11939620025948974,0.020827435298898488,5937,adaod,0,20,80,2,45,5,female_adaod,northeast
82,female,0.007624230313103953,0.01938670411495494,0.11939620025948974,0.020827435298898488,5937,adaod,0,20,80,2,45,5,female_adaod,northeast
83,female,0.007624230313103953,0.01938670411495494,0.11939620025948974,0.020827435298898488,5937,adaod,0,20,80,2,45,5,female_adaod,northeast
84,female,0.007624230313103953,0.01938670411495494,0.11939620025948974,0.020827435298898488,5937,adaod,0,20,80,2,45,5,female_adaod,northeast
85,female,0.019946953873834716,0.03254772916769836,0.20541350179995618,0.03153897422238375,3744,adaod,0,20,85,4,74,5,female_adaod,northeast
86,female,0.019946953873834716,0.03254772916769836,0.20541350179995618,0.03153897422238375,3744,adaod,0,20,85,4,74,5,female_adaod,northeast
87,female,0.019946953873834716,0.03254772916769836,0.20541350179995618,0.03153897422238375,3744,adaod,0,20,85,4,74,5,female_adaod,northeast
88,female,0.019946953873834716,0.03254772916769836,0.20541350179995618,0.03153897422238375,3744,adaod,0,20,85,4,74,5,female_adaod,northeast
89,female,0.019946953873834716,0.03254772916769836,0.20541350179995618,0.03153897422238375,3744,adaod,0,20,85,4,74,5,female_adaod,northeast
90,female,0.042083119217419585,0.04574825430713151,0.2951816669713961,0.04199709100187718,1776,adaod,0,10,90,3,73,5,female_adaod,northeast
91,female,0.042083119217419585,0.04574825430713151,0.2951816669713961,0.04199709100187718,1776,adaod,0,10,90,3,73,5,female_adaod,northeast
92,female,0.042083119217419585,0.04574825430713151,0.2951816669713961,0.04199709100187718,1776,adaod,0,10,90,3,73,5,female_adaod,northeast
93,female,0.042083119217419585,0.04574825430713151,0.2951816669713961,0.04199709100187718,1776,adaod,0,10,90,3,73,5,female_adaod,northeast
94,female,0.042083119217419585,0.04574825430713151,0.2951816669713961,0.04199709100187718,1776,adaod,0,10,90,3,73,5,female_adaod,northeast
95,female,0.07809755957002659,0.05501536669556588,0.36177810319710574,0.049883236445921714,439,adaod,0,10,95,4,33,6,female_adaod,northeast
96,female,0.07809755957002659,0.05501536669556588,0.36177810319710574,0.049883236445921714,439,adaod,0,10,95,4,33,6,female_adaod,northeast
97,female,0.07809755957002659,0.05501536669556588,0.36177810319710574,0.049883236445921714,439,adaod,0,10,95,4,33,6,female_adaod,northeast
98,female,0.07809755957002659,0.05501536669556588,0.36177810319710574,0.049883236445921714,439,adaod,0,10,95,4,33,6,female_adaod,northeast
99,female,0.07809755957002659,0.05501536669556588,0.36177810319710574,0.049883236445921714,439,adaod,0,10,95,4,33,6,female_adaod,northeast
100,female,0.07809755957002659,0.05501536669556588,0.36177810319710574,0.049883236445921714,439,adaod,0,10,95,4,33,6,female_adaod,northeast
