age,sex,mort,ylds (years lived with disability)_rate_adaod,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,36715,adaod,0,10,0,0,0,5,male_adaod,East of England
1,male,0,0,0,1e-8,36715,adaod,0,10,0,0,0,5,male_adaod,East of England
2,male,0,0,0,1e-8,36715,adaod,0,10,0,0,0,5,male_adaod,East of England
3,male,0,0,0,1e-8,36715,adaod,0,10,0,0,0,5,male_adaod,East of England
4,male,0,0,0,1e-8,36715,adaod,0,10,0,0,0,5,male_adaod,East of England
5,male,0,0,0,1e-8,39351,adaod,0,10,5,0,0,5,male_adaod,East of England
6,male,0,0,0,1e-8,39351,adaod,0,10,5,0,0,5,male_adaod,East of England
7,male,0,0,0,1e-8,39351,adaod,0,10,5,0,0,5,male_adaod,East of England
8,male,0,0,0,1e-8,39351,adaod,0,10,5,0,0,5,male_adaod,East of England
9,male,0,0,0,1e-8,39351,adaod,0,10,5,0,0,5,male_adaod,East of England
10,male,0,0,0,1e-8,36736,adaod,0,50,10,0,0,5,male_adaod,East of England
11,male,0,0,0,1e-8,36736,adaod,0,50,10,0,0,5,male_adaod,East of England
12,male,0,0,0,1e-8,36736,adaod,0,50,10,0,0,5,male_adaod,East of England
13,male,0,0,0,1e-8,36736,adaod,0,50,10,0,0,5,male_adaod,East of England
14,male,0,0,0,1e-8,36736,adaod,0,50,10,0,0,5,male_adaod,East of England
15,male,0,0,0,1e-8,35788,adaod,0,50,15,0,0,5,male_adaod,East of England
16,male,0,0,0,1e-8,35788,adaod,0,50,15,0,0,5,male_adaod,East of England
17,male,0,0,0,1e-8,35788,adaod,0,50,15,0,0,5,male_adaod,East of England
18,male,0,0,0,1e-8,35788,adaod,0,50,15,0,0,5,male_adaod,East of England
19,male,0,0,0,1e-8,35788,adaod,0,50,15,0,0,5,male_adaod,East of England
20,male,0,0,0,1e-8,37293,adaod,0,50,20,0,0,5,male_adaod,East of England
21,male,0,0,0,1e-8,37293,adaod,0,50,20,0,0,5,male_adaod,East of England
22,male,0,0,0,1e-8,37293,adaod,0,50,20,0,0,5,male_adaod,East of England
23,male,0,0,0,1e-8,37293,adaod,0,50,20,0,0,5,male_adaod,East of England
24,male,0,0,0,1e-8,37293,adaod,0,50,20,0,0,5,male_adaod,East of England
25,male,0,0,0,1e-8,40004,adaod,0,50,25,0,0,5,male_adaod,East of England
26,male,0,0,0,1e-8,40004,adaod,0,50,25,0,0,5,male_adaod,East of England
