age,sex,mort,ylds (years lived with disability)_rate_utrc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,11031,utrc,0,10,0,0,0,5,male_utrc,northeast
1,male,0,0,0,1e-8,11031,utrc,0,10,0,0,0,5,male_utrc,northeast
2,male,0,0,0,1e-8,11031,utrc,0,10,0,0,0,5,male_utrc,northeast
3,male,0,0,0,1e-8,11031,utrc,0,10,0,0,0,5,male_utrc,northeast
4,male,0,0,0,1e-8,11031,utrc,0,10,0,0,0,5,male_utrc,northeast
5,male,0,0,0,1e-8,11606,utrc,0,10,5,0,0,5,male_utrc,northeast
6,male,0,0,0,1e-8,11606,utrc,0,10,5,0,0,5,male_utrc,northeast
7,male,0,0,0,1e-8,11606,utrc,0,10,5,0,0,5,male_utrc,northeast
8,male,0,0,0,1e-8,11606,utrc,0,10,5,0,0,5,male_utrc,northeast
9,male,0,0,0,1e-8,11606,utrc,0,10,5,0,0,5,male_utrc,northeast
10,male,0,0,0,1e-8,10759,utrc,0,50,10,0,0,5,male_utrc,northeast
11,male,0,0,0,1e-8,10759,utrc,0,50,10,0,0,5,male_utrc,northeast
12,male,0,0,0,1e-8,10759,utrc,0,50,10,0,0,5,male_utrc,northeast
13,male,0,0,0,1e-8,10759,utrc,0,50,10,0,0,5,male_utrc,northeast
14,male,0,0,0,1e-8,10759,utrc,0,50,10,0,0,5,male_utrc,northeast
15,male,0,0,0,1e-8,11180,utrc,0,50,15,0,0,5,male_utrc,northeast
16,male,0,0,0,1e-8,11180,utrc,0,50,15,0,0,5,male_utrc,northeast
17,male,0,0,0,1e-8,11180,utrc,0,50,15,0,0,5,male_utrc,northeast
18,male,0,0,0,1e-8,11180,utrc,0,50,15,0,0,5,male_utrc,northeast
19,male,0,0,0,1e-8,11180,utrc,0,50,15,0,0,5,male_utrc,northeast
20,male,0,0,0,1e-8,13061,utrc,0,50,20,0,0,5,male_utrc,northeast
21,male,0,0,0,1e-8,13061,utrc,0,50,20,0,0,5,male_utrc,northeast
22,male,0,0,0,1e-8,13061,utrc,0,50,20,0,0,5,male_utrc,northeast
23,male,0,0,0,1e-8,13061,utrc,0,50,20,0,0,5,male_utrc,northeast
24,male,0,0,0,1e-8,13061,utrc,0,50,20,0,0,5,male_utrc,northeast
25,male,0,0,0,1e-8,14017,utrc,0,50,25,0,0,5,male_utrc,northeast
26,male,0,0,0,1e-8,14017,utrc,0,50,25,0,0,5,male_utrc,northeast
27,male,0,0,0,1e-8,14017,utrc,0,50,25,0,0,5,male_utrc,northeast
28,male,0,0,0,1e-8,14017,utrc,0,50,25,0,0,5,male_utrc,northeast
29,male,0,0,0,1e-8,14017,utrc,0,50,25,0,0,5,male_utrc,northeast
30,male,0,0,0,1e-8,12938,utrc,0,50,30,0,0,5,male_utrc,northeast
