age,sex,mort,ylds (years lived with disability)_rate_carc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,18936,carc,0,10,0,0,0,5,female_carc,westmidlands
1,female,0,0,0,1e-8,18936,carc,0,10,0,0,0,5,female_carc,westmidlands
2,female,0,0,0,1e-8,18936,carc,0,10,0,0,0,5,female_carc,westmidlands
3,female,0,0,0,1e-8,18936,carc,0,10,0,0,0,5,female_carc,westmidlands
4,female,0,0,0,1e-8,18936,carc,0,10,0,0,0,5,female_carc,westmidlands
5,female,0,0,0,1e-8,20105,carc,0,10,5,0,0,5,female_carc,westmidlands
6,female,0,0,0,1e-8,20105,carc,0,10,5,0,0,5,female_carc,westmidlands
7,female,0,0,0,1e-8,20105,carc,0,10,5,0,0,5,female_carc,westmidlands
8,female,0,0,0,1e-8,20105,carc,0,10,5,0,0,5,female_carc,westmidlands
9,female,0,0,0,1e-8,20105,carc,0,10,5,0,0,5,female_carc,westmidlands
10,female,0,0,0,1e-8,18311,carc,0,50,10,0,0,5,female_carc,westmidlands
11,female,0,0,0,1e-8,18311,carc,0,50,10,0,0,5,female_carc,westmidlands
12,female,0,0,0,1e-8,18311,carc,0,50,10,0,0,5,female_carc,westmidlands
13,female,0,0,0,1e-8,18311,carc,0,50,10,0,0,5,female_carc,westmidlands
14,female,0,0,0,1e-8,18311,carc,0,50,10,0,0,5,female_carc,westmidlands
15,female,3.1072683656864285e-7,1.0803925771728296e-6,9.703754867793412e-6,1.408611052156218e-6,18007,carc,0,50,15,0,0,5,female_carc,westmidlands
16,female,3.1072683656864285e-7,1.0803925771728296e-6,9.703754867793412e-6,1.408611052156218e-6,18007,carc,0,50,15,0,0,5,female_carc,westmidlands
17,female,3.1072683656864285e-7,1.0803925771728296e-6,9.703754867793412e-6,1.408611052156218e-6,18007,carc,0,50,15,0,0,5,female_carc,westmidlands
18,female,3.1072683656864285e-7,1.0803925771728296e-6,9.703754867793412e-6,1.408611052156218e-6,18007,carc,0,50,15,0,0,5,female_carc,westmidlands
19,female,3.1072683656864285e-7,1.0803925771728296e-6,9.703754867793412e-6,1.408611052156218e-6,18007,carc,0,50,15,0,0,5,female_carc,westmidlands
20,female,1.5669487373251527e-6,6.1280151501969035e-6,5.732212461125283e-5,8.19339536533246e-6,20367,carc,0,50,20,0,0,5,female_carc,westmidlands
21,female,1.5669487373251527e-6,6.1280151501969035e-6,5.732212461125283e-5,8.19339536533246e-6,20367,carc,0,50,20,0,0,5,female_carc,westmidlands
22,female,1.5669487373251527e-6,6.1280151501969035e-6,5.732212461125283e-5,8.19339536533246e-6,20367,carc,0,50,20,0,0,5,female_carc,westmidlands
23,female,1.5669487373251527e-6,6.1280151501969035e-6,5.732212461125283e-5,8.19339536533246e-6,20367,carc,0,50,20,0,0,5,female_carc,westmidlands
24,female,1.5669487373251527e-6,6.1280151501969035e-6,5.732212461125283e-5,8.19339536533246e-6,20367,carc,0,50,20,0,0,5,female_carc,westmidlands
25,female,4.019920303261204e-6,1.6134086147904106e-5,1.5895116011375323e-4,2.2663660004299924e-5,22259,carc,0,50,25,0,0,5,female_carc,westmidlands
26,female,4.019920303261204e-6,1.6134086147904106e-5,1.5895116011375323e-4,2.2663660004299924e-5,22259,carc,0,50,25,0,0,5,female_carc,westmidlands
27,female,4.019920303261204e-6,1.6134086147904106e-5,1.5895116011375323e-4,2.2663660004299924e-5,22259,carc,0,50,25,0,0,5,female_carc,westmidlands
28,female,4.019920303261204e-6,1.6134086147904106e-5,1.5895116011375323e-4,2.2663660004299924e-5,22259,carc,0,50,25,0,0,5,female_carc,westmidlands
29,female,4.019920303261204e-6,1.6134086147904106e-5,1.5895116011375323e-4,2.2663660004299924e-5,22259,carc,0,50,25,0,0,5,female_carc,westmidlands
30,female,1.054034424239926e-5,3.6870669737323784e-5,3.924386650640752e-4,5.660504422077179e-5,21316,carc,0,50,30,0,0,5,female_carc,westmidlands
31,female,1.054034424239926e-5,3.6870669737323784e-5,3.924386650640752e-4,5.660504422077179e-5,21316,carc,0,50,30,0,0,5,female_carc,westmidlands
32,female,1.054034424239926e-5,3.6870669737323784e-5,3.924386650640752e-4,5.660504422077179e-5,21316,carc,0,50,30,0,0,5,female_carc,westmidlands
33,female,1.054034424239926e-5,3.6870669737323784e-5,3.924386650640752e-4,5.660504422077179e-5,21316,carc,0,50,30,0,0,5,female_carc,westmidlands
34,female,1.054034424239926e-5,3.6870669737323784e-5,3.924386650640752e-4,5.660504422077179e-5,21316,carc,0,50,30,0,0,5,female_carc,westmidlands
35,female,1.880222922692395e-5,5.682529387220584e-5,6.410211866508055e-4,9.178238680320344e-5,19920,carc,0,50,35,0,0,5,female_carc,westmidlands
36,female,1.880222922692395e-5,5.682529387220584e-5,6.410211866508055e-4,9.178238680320344e-5,19920,carc,0,50,35,0,0,5,female_carc,westmidlands
37,female,1.880222922692395e-5,5.682529387220584e-5,6.410211866508055e-4,9.178238680320344e-5,19920,carc,0,50,35,0,0,5,female_carc,westmidlands
38,female,1.880222922692395e-5,5.682529387220584e-5,6.410211866508055e-4,9.178238680320344e-5,19920,carc,0,50,35,0,0,5,female_carc,westmidlands
39,female,1.880222922692395e-5,5.682529387220584e-5,6.410211866508055e-4,9.178238680320344e-5,19920,carc,0,50,35,0,0,5,female_carc,westmidlands
40,female,3.310273793587347e-5,8.896792637506808e-5,0.0010227738704138513,1.461072650406318e-4,17661,carc,0,50,40,0,1,5,female_carc,westmidlands
41,female,3.310273793587347e-5,8.896792637506808e-5,0.0010227738704138513,1.461072650406318e-4,17661,carc,0,50,40,0,1,5,female_carc,westmidlands
42,female,3.310273793587347e-5,8.896792637506808e-5,0.0010227738704138513,1.461072650406318e-4,17661,carc,0,50,40,0,1,5,female_carc,westmidlands
43,female,3.310273793587347e-5,8.896792637506808e-5,0.0010227738704138513,1.461072650406318e-4,17661,carc,0,50,40,0,1,5,female_carc,westmidlands
44,female,3.310273793587347e-5,8.896792637506808e-5,0.0010227738704138513,1.461072650406318e-4,17661,carc,0,50,40,0,1,5,female_carc,westmidlands
45,female,5.518363596068773e-5,1.1545708633011865e-4,0.0013274591859716307,1.9533946158641522e-4,19563,carc,0,50,45,0,1,5,female_carc,westmidlands
46,female,5.518363596068773e-5,1.1545708633011865e-4,0.0013274591859716307,1.9533946158641522e-4,19563,carc,0,50,45,0,1,5,female_carc,westmidlands
47,female,5.518363596068773e-5,1.1545708633011865e-4,0.0013274591859716307,1.9533946158641522e-4,19563,carc,0,50,45,0,1,5,female_carc,westmidlands
48,female,5.518363596068773e-5,1.1545708633011865e-4,0.0013274591859716307,1.9533946158641522e-4,19563,carc,0,50,45,0,1,5,female_carc,westmidlands
49,female,5.518363596068773e-5,1.1545708633011865e-4,0.0013274591859716307,1.9533946158641522e-4,19563,carc,0,50,45,0,1,5,female_carc,westmidlands
50,female,1.0842936957821478e-4,2.131897279630727e-4,0.0024994840445424966,3.707106064032117e-4,18915,carc,0,50,50,0,2,5,female_carc,westmidlands
51,female,1.0842936957821478e-4,2.131897279630727e-4,0.0024994840445424966,3.707106064032117e-4,18915,carc,0,50,50,0,2,5,female_carc,westmidlands
