age,sex,mort,ylds (years lived with disability)_rate_dmt2,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,6980,dmt2,0,10,0,0,0,5,male_dmt2,bristol
1,male,0,0,0,1e-8,6980,dmt2,0,10,0,0,0,5,male_dmt2,bristol
2,male,0,0,0,1e-8,6980,dmt2,0,10,0,0,0,5,male_dmt2,bristol
3,male,0,0,0,1e-8,6980,dmt2,0,10,0,0,0,5,male_dmt2,bristol
4,male,0,0,0,1e-8,6980,dmt2,0,10,0,0,0,5,male_dmt2,bristol
5,male,0,0,0,1e-8,6917,dmt2,0,10,5,0,0,5,male_dmt2,bristol
6,male,0,0,0,1e-8,6917,dmt2,0,10,5,0,0,5,male_dmt2,bristol
7,male,0,0,0,1e-8,6917,dmt2,0,10,5,0,0,5,male_dmt2,bristol
8,male,0,0,0,1e-8,6917,dmt2,0,10,5,0,0,5,male_dmt2,bristol
9,male,0,0,0,1e-8,6917,dmt2,0,10,5,0,0,5,male_dmt2,bristol
10,male,0,4.0890399213998694e-5,8.224676557567597e-4,7.177394632811532e-4,6234,dmt2,0,50,10,0,0,5,male_dmt2,bristol
11,male,0,4.0890399213998694e-5,8.224676557567597e-4,7.177394632811532e-4,6234,dmt2,0,50,10,0,0,5,male_dmt2,bristol
12,male,0,4.0890399213998694e-5,8.224676557567597e-4,7.177394632811532e-4,6234,dmt2,0,50,10,0,0,5,male_dmt2,bristol
13,male,0,4.0890399213998694e-5,8.224676557567597e-4,7.177394632811532e-4,6234,dmt2,0,50,10,0,0,5,male_dmt2,bristol
14,male,0,4.0890399213998694e-5,8.224676557567597e-4,7.177394632811532e-4,6234,dmt2,0,50,10,0,0,5,male_dmt2,bristol
15,male,7.334523049330729e-8,5.008771055534902e-4,0.009553000819513765,0.0029695108333962295,6436,dmt2,0,50,15,0,0,5,male_dmt2,bristol
16,male,7.334523049330729e-8,5.008771055534902e-4,0.009553000819513765,0.0029695108333962295,6436,dmt2,0,50,15,0,0,5,male_dmt2,bristol
17,male,7.334523049330729e-8,5.008771055534902e-4,0.009553000819513765,0.0029695108333962295,6436,dmt2,0,50,15,0,0,5,male_dmt2,bristol
18,male,7.334523049330729e-8,5.008771055534902e-4,0.009553000819513765,0.0029695108333962295,6436,dmt2,0,50,15,0,0,5,male_dmt2,bristol
19,male,7.334523049330729e-8,5.008771055534902e-4,0.009553000819513765,0.0029695108333962295,6436,dmt2,0,50,15,0,0,5,male_dmt2,bristol
20,male,1.292471417816147e-7,0.0014958316991166237,0.026737727271943536,0.003158153784579592,7845,dmt2,0,50,20,1,0,5,male_dmt2,bristol
21,male,1.292471417816147e-7,0.0014958316991166237,0.026737727271943536,0.003158153784579592,7845,dmt2,0,50,20,1,0,5,male_dmt2,bristol
22,male,1.292471417816147e-7,0.0014958316991166237,0.026737727271943536,0.003158153784579592,7845,dmt2,0,50,20,1,0,5,male_dmt2,bristol
23,male,1.292471417816147e-7,0.0014958316991166237,0.026737727271943536,0.003158153784579592,7845,dmt2,0,50,20,1,0,5,male_dmt2,bristol
24,male,1.292471417816147e-7,0.0014958316991166237,0.026737727271943536,0.003158153784579592,7845,dmt2,0,50,20,1,0,5,male_dmt2,bristol
25,male,2.2762396700345943e-7,0.002158137113704687,0.0366077335161546,0.001257413790613333,9023,dmt2,0,50,25,2,0,5,male_dmt2,bristol
26,male,2.2762396700345943e-7,0.002158137113704687,0.0366077335161546,0.001257413790613333,9023,dmt2,0,50,25,2,0,5,male_dmt2,bristol
27,male,2.2762396700345943e-7,0.002158137113704687,0.0366077335161546,0.001257413790613333,9023,dmt2,0,50,25,2,0,5,male_dmt2,bristol
