age,sex,mort,ylds (years lived with disability)_rate_dmt2,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,43992,dmt2,0,10,0,0,0,5,male_dmt2,North West England
1,male,0,0,0,1e-8,43992,dmt2,0,10,0,0,0,5,male_dmt2,North West England
2,male,0,0,0,1e-8,43992,dmt2,0,10,0,0,0,5,male_dmt2,North West England
3,male,0,0,0,1e-8,43992,dmt2,0,10,0,0,0,5,male_dmt2,North West England
4,male,0,0,0,1e-8,43992,dmt2,0,10,0,0,0,5,male_dmt2,North West England
5,male,0,0,0,1e-8,46321,dmt2,0,10,5,0,0,5,male_dmt2,North West England
6,male,0,0,0,1e-8,46321,dmt2,0,10,5,0,0,5,male_dmt2,North West England
7,male,0,0,0,1e-8,46321,dmt2,0,10,5,0,0,5,male_dmt2,North West England
8,male,0,0,0,1e-8,46321,dmt2,0,10,5,0,0,5,male_dmt2,North West England
9,male,0,0,0,1e-8,46321,dmt2,0,10,5,0,0,5,male_dmt2,North West England
10,male,0,6.403205417561058e-5,0.001283627945231605,8.674322717528643e-4,42952,dmt2,0,50,10,0,0,5,male_dmt2,North West England
11,male,0,6.403205417561058e-5,0.001283627945231605,8.674322717528643e-4,42952,dmt2,0,50,10,0,0,5,male_dmt2,North West England
12,male,0,6.403205417561058e-5,0.001283627945231605,8.674322717528643e-4,42952,dmt2,0,50,10,0,0,5,male_dmt2,North West England
13,male,0,6.403205417561058e-5,0.001283627945231605,8.674322717528643e-4,42952,dmt2,0,50,10,0,0,5,male_dmt2,North West England
14,male,0,6.403205417561058e-5,0.001283627945231605,8.674322717528643e-4,42952,dmt2,0,50,10,0,0,5,male_dmt2,North West England
15,male,1.057293801845091e-7,6.225503845232285e-4,0.011848164652993862,0.003547764930867447,42564,dmt2,0,50,15,1,0,5,male_dmt2,North West England
16,male,1.057293801845091e-7,6.225503845232285e-4,0.011848164652993862,0.003547764930867447,42564,dmt2,0,50,15,1,0,5,male_dmt2,North West England
17,male,1.057293801845091e-7,6.225503845232285e-4,0.011848164652993862,0.003547764930867447,42564,dmt2,0,50,15,1,0,5,male_dmt2,North West England
18,male,1.057293801845091e-7,6.225503845232285e-4,0.011848164652993862,0.003547764930867447,42564,dmt2,0,50,15,1,0,5,male_dmt2,North West England
19,male,1.057293801845091e-7,6.225503845232285e-4,0.011848164652993862,0.003547764930867447,42564,dmt2,0,50,15,1,0,5,male_dmt2,North West England
20,male,1.744753911137038e-7,0.001797712314108485,0.032181562269515,0.0037087287240925183,46436,dmt2,0,50,20,2,0,5,male_dmt2,North West England
21,male,1.744753911137038e-7,0.001797712314108485,0.032181562269515,0.0037087287240925183,46436,dmt2,0,50,20,2,0,5,male_dmt2,North West England
22,male,1.744753911137038e-7,0.001797712314108485,0.032181562269515,0.0037087287240925183,46436,dmt2,0,50,20,2,0,5,male_dmt2,North West England
23,male,1.744753911137038e-7,0.001797712314108485,0.032181562269515,0.0037087287240925183,46436,dmt2,0,50,20,2,0,5,male_dmt2,North West England
24,male,1.744753911137038e-7,0.001797712314108485,0.032181562269515,0.0037087287240925183,46436,dmt2,0,50,20,2,0,5,male_dmt2,North West England
25,male,3.0546842941532017e-7,0.002557870175942001,0.04338497272507149,0.0014344157574723525,51928,dmt2,0,50,25,2,0,5,male_dmt2,North West England
26,male,3.0546842941532017e-7,0.002557870175942001,0.04338497272507149,0.0014344157574723525,51928,dmt2,0,50,25,2,0,5,male_dmt2,North West England
27,male,3.0546842941532017e-7,0.002557870175942001,0.04338497272507149,0.0014344157574723525,51928,dmt2,0,50,25,2,0,5,male_dmt2,North West England
28,male,3.0546842941532017e-7,0.002557870175942001,0.04338497272507149,0.0014344157574723525,51928,dmt2,0,50,25,2,0,5,male_dmt2,North West England
29,male,3.0546842941532017e-7,0.002557870175942001,0.04338497272507149,0.0014344157574723525,51928,dmt2,0,50,25,2,0,5,male_dmt2,North West England
