age,sex,mort,ylds (years lived with disability)_rate_adaod,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,34171,adaod,0,10,0,0,0,5,female_adaod,West Midlands
1,female,0,0,0,1e-8,34171,adaod,0,10,0,0,0,5,female_adaod,West Midlands
2,female,0,0,0,1e-8,34171,adaod,0,10,0,0,0,5,female_adaod,West Midlands
3,female,0,0,0,1e-8,34171,adaod,0,10,0,0,0,5,female_adaod,West Midlands
4,female,0,0,0,1e-8,34171,adaod,0,10,0,0,0,5,female_adaod,West Midlands
5,female,0,0,0,1e-8,36971,adaod,0,10,5,0,0,5,female_adaod,West Midlands
6,female,0,0,0,1e-8,36971,adaod,0,10,5,0,0,5,female_adaod,West Midlands
7,female,0,0,0,1e-8,36971,adaod,0,10,5,0,0,5,female_adaod,West Midlands
8,female,0,0,0,1e-8,36971,adaod,0,10,5,0,0,5,female_adaod,West Midlands
9,female,0,0,0,1e-8,36971,adaod,0,10,5,0,0,5,female_adaod,West Midlands
10,female,0,0,0,1e-8,34534,adaod,0,50,10,0,0,5,female_adaod,West Midlands
11,female,0,0,0,1e-8,34534,adaod,0,50,10,0,0,5,female_adaod,West Midlands
12,female,0,0,0,1e-8,34534,adaod,0,50,10,0,0,5,female_adaod,West Midlands
13,female,0,0,0,1e-8,34534,adaod,0,50,10,0,0,5,female_adaod,West Midlands
14,female,0,0,0,1e-8,34534,adaod,0,50,10,0,0,5,female_adaod,West Midlands
15,female,0,0,0,1e-8,34104,adaod,0,50,15,0,0,5,female_adaod,West Midlands
16,female,0,0,0,1e-8,34104,adaod,0,50,15,0,0,5,female_adaod,West Midlands
17,female,0,0,0,1e-8,34104,adaod,0,50,15,0,0,5,female_adaod,West Midlands
18,female,0,0,0,1e-8,34104,adaod,0,50,15,0,0,5,female_adaod,West Midlands
19,female,0,0,0,1e-8,34104,adaod,0,50,15,0,0,5,female_adaod,West Midlands
20,female,0,0,0,1e-8,36760,adaod,0,50,20,0,0,5,female_adaod,West Midlands
21,female,0,0,0,1e-8,36760,adaod,0,50,20,0,0,5,female_adaod,West Midlands
22,female,0,0,0,1e-8,36760,adaod,0,50,20,0,0,5,female_adaod,West Midlands
23,female,0,0,0,1e-8,36760,adaod,0,50,20,0,0,5,female_adaod,West Midlands
24,female,0,0,0,1e-8,36760,adaod,0,50,20,0,0,5,female_adaod,West Midlands
25,female,0,0,0,1e-8,39886,adaod,0,50,25,0,0,5,female_adaod,West Midlands
26,female,0,0,0,1e-8,39886,adaod,0,50,25,0,0,5,female_adaod,West Midlands
27,female,0,0,0,1e-8,39886,adaod,0,50,25,0,0,5,female_adaod,West Midlands
28,female,0,0,0,1e-8,39886,adaod,0,50,25,0,0,5,female_adaod,West Midlands
29,female,0,0,0,1e-8,39886,adaod,0,50,25,0,0,5,female_adaod,West Midlands
30,female,0,0,0,1e-8,39261,adaod,0,50,30,0,0,5,female_adaod,West Midlands
31,female,0,0,0,1e-8,39261,adaod,0,50,30,0,0,5,female_adaod,West Midlands
32,female,0,0,0,1e-8,39261,adaod,0,50,30,0,0,5,female_adaod,West Midlands
33,female,0,0,0,1e-8,39261,adaod,0,50,30,0,0,5,female_adaod,West Midlands
34,female,0,0,0,1e-8,39261,adaod,0,50,30,0,0,5,female_adaod,West Midlands
35,female,0,0,0,1e-8,37196,adaod,0,50,35,0,0,5,female_adaod,West Midlands
36,female,0,0,0,1e-8,37196,adaod,0,50,35,0,0,5,female_adaod,West Midlands
