age,sex,mort,ylds (years lived with disability)_rate_dmt2,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,17920,dmt2,0,10,0,0,0,5,female_dmt2,greatermanchester
1,female,0,0,0,1e-8,17920,dmt2,0,10,0,0,0,5,female_dmt2,greatermanchester
2,female,0,0,0,1e-8,17920,dmt2,0,10,0,0,0,5,female_dmt2,greatermanchester
3,female,0,0,0,1e-8,17920,dmt2,0,10,0,0,0,5,female_dmt2,greatermanchester
4,female,0,0,0,1e-8,17920,dmt2,0,10,0,0,0,5,female_dmt2,greatermanchester
5,female,0,0,0,1e-8,18647,dmt2,0,10,5,0,0,5,female_dmt2,greatermanchester
6,female,0,0,0,1e-8,18647,dmt2,0,10,5,0,0,5,female_dmt2,greatermanchester
7,female,0,0,0,1e-8,18647,dmt2,0,10,5,0,0,5,female_dmt2,greatermanchester
8,female,0,0,0,1e-8,18647,dmt2,0,10,5,0,0,5,female_dmt2,greatermanchester
9,female,0,0,0,1e-8,18647,dmt2,0,10,5,0,0,5,female_dmt2,greatermanchester
10,female,0,1.6306447653314485e-4,0.0032767230121578746,0.0017569932358708713,16775,dmt2,0,50,10,0,0,5,female_dmt2,greatermanchester
11,female,0,1.6306447653314485e-4,0.0032767230121578746,0.0017569932358708713,16775,dmt2,0,50,10,0,0,5,female_dmt2,greatermanchester
12,female,0,1.6306447653314485e-4,0.0032767230121578746,0.0017569932358708713,16775,dmt2,0,50,10,0,0,5,female_dmt2,greatermanchester
13,female,0,1.6306447653314485e-4,0.0032767230121578746,0.0017569932358708713,16775,dmt2,0,50,10,0,0,5,female_dmt2,greatermanchester
14,female,0,1.6306447653314485e-4,0.0032767230121578746,0.0017569932358708713,16775,dmt2,0,50,10,0,0,5,female_dmt2,greatermanchester
15,female,1.2405384936135676e-7,9.110492822949307e-4,0.01744974732415521,0.003061374182942031,16204,dmt2,0,50,15,1,0,5,female_dmt2,greatermanchester
16,female,1.2405384936135676e-7,9.110492822949307e-4,0.01744974732415521,0.003061374182942031,16204,dmt2,0,50,15,1,0,5,female_dmt2,greatermanchester
17,female,1.2405384936135676e-7,9.110492822949307e-4,0.01744974732415521,0.003061374182942031,16204,dmt2,0,50,15,1,0,5,female_dmt2,greatermanchester
18,female,1.2405384936135676e-7,9.110492822949307e-4,0.01744974732415521,0.003061374182942031,16204,dmt2,0,50,15,1,0,5,female_dmt2,greatermanchester
19,female,1.2405384936135676e-7,9.110492822949307e-4,0.01744974732415521,0.003061374182942031,16204,dmt2,0,50,15,1,0,5,female_dmt2,greatermanchester
20,female,1.3813486507921635e-7,0.0016323884666400146,0.02953571825252434,0.0019019439234263817,18708,dmt2,0,50,20,1,0,5,female_dmt2,greatermanchester
21,female,1.3813486507921635e-7,0.0016323884666400146,0.02953571825252434,0.0019019439234263817,18708,dmt2,0,50,20,1,0,5,female_dmt2,greatermanchester
22,female,1.3813486507921635e-7,0.0016323884666400146,0.02953571825252434,0.0019019439234263817,18708,dmt2,0,50,20,1,0,5,female_dmt2,greatermanchester
23,female,1.3813486507921635e-7,0.0016323884666400146,0.02953571825252434,0.0019019439234263817,18708,dmt2,0,50,20,1,0,5,female_dmt2,greatermanchester
24,female,1.3813486507921635e-7,0.0016323884666400146,0.02953571825252434,0.0019019439234263817,18708,dmt2,0,50,20,1,0,5,female_dmt2,greatermanchester
25,female,2.1712611750785127e-7,0.0020160952805313563,0.03468677339980777,6.569757619984137e-4,22105,dmt2,0,50,25,2,0,5,female_dmt2,greatermanchester
26,female,2.1712611750785127e-7,0.0020160952805313563,0.03468677339980777,6.569757619984137e-4,22105,dmt2,0,50,25,2,0,5,female_dmt2,greatermanchester
27,female,2.1712611750785127e-7,0.0020160952805313563,0.03468677339980777,6.569757619984137e-4,22105,dmt2,0,50,25,2,0,5,female_dmt2,greatermanchester
28,female,2.1712611750785127e-7,0.0020160952805313563,0.03468677339980777,6.569757619984137e-4,22105,dmt2,0,50,25,2,0,5,female_dmt2,greatermanchester
29,female,2.1712611750785127e-7,0.0020160952805313563,0.03468677339980777,6.569757619984137e-4,22105,dmt2,0,50,25,2,0,5,female_dmt2,greatermanchester
30,female,8.525053037608702e-7,0.002207172123355541,0.03619712545616926,5.599589322258961e-4,21601,dmt2,0,50,30,2,0,5,female_dmt2,greatermanchester
31,female,8.525053037608702e-7,0.002207172123355541,0.03619712545616926,5.599589322258961e-4,21601,dmt2,0,50,30,2,0,5,female_dmt2,greatermanchester
32,female,8.525053037608702e-7,0.002207172123355541,0.03619712545616926,5.599589322258961e-4,21601,dmt2,0,50,30,2,0,5,female_dmt2,greatermanchester
33,female,8.525053037608702e-7,0.002207172123355541,0.03619712545616926,5.599589322258961e-4,21601,dmt2,0,50,30,2,0,5,female_dmt2,greatermanchester
34,female,8.525053037608702e-7,0.002207172123355541,0.03619712545616926,5.599589322258961e-4,21601,dmt2,0,50,30,2,0,5,female_dmt2,greatermanchester
35,female,1.3995073362234196e-6,0.002405610205601322,0.03807028360054242,7.802342512283605e-4,19614,dmt2,0,50,35,2,0,5,female_dmt2,greatermanchester
36,female,1.3995073362234196e-6,0.002405610205601322,0.03807028360054242,7.802342512283605e-4,19614,dmt2,0,50,35,2,0,5,female_dmt2,greatermanchester
37,female,1.3995073362234196e-6,0.002405610205601322,0.03807028360054242,7.802342512283605e-4,19614,dmt2,0,50,35,2,0,5,female_dmt2,greatermanchester
38,female,1.3995073362234196e-6,0.002405610205601322,0.03807028360054242,7.802342512283605e-4,19614,dmt2,0,50,35,2,0,5,female_dmt2,greatermanchester
39,female,1.3995073362234196e-6,0.002405610205601322,0.03807028360054242,7.802342512283605e-4,19614,dmt2,0,50,35,2,0,5,female_dmt2,greatermanchester
40,female,2.1676996503489706e-6,0.0027826082878498605,0.042673339900773606,0.0020023789046586856,17730,dmt2,0,50,40,2,0,5,female_dmt2,greatermanchester
41,female,2.1676996503489706e-6,0.0027826082878498605,0.042673339900773606,0.0020023789046586856,17730,dmt2,0,50,40,2,0,5,female_dmt2,greatermanchester
42,female,2.1676996503489706e-6,0.0027826082878498605,0.042673339900773606,0.0020023789046586856,17730,dmt2,0,50,40,2,0,5,female_dmt2,greatermanchester
43,female,2.1676996503489706e-6,0.0027826082878498605,0.042673339900773606,0.0020023789046586856,17730,dmt2,0,50,40,2,0,5,female_dmt2,greatermanchester
44,female,2.1676996503489706e-6,0.0027826082878498605,0.042673339900773606,0.0020023789046586856,17730,dmt2,0,50,40,2,0,5,female_dmt2,greatermanchester
45,female,8.069243362013962e-6,0.0038132022320184057,0.05656005364052573,0.004168750312796601,19811,dmt2,0,50,45,3,0,5,female_dmt2,greatermanchester
46,female,8.069243362013962e-6,0.0038132022320184057,0.05656005364052573,0.004168750312796601,19811,dmt2,0,50,45,3,0,5,female_dmt2,greatermanchester
47,female,8.069243362013962e-6,0.0038132022320184057,0.05656005364052573,0.004168750312796601,19811,dmt2,0,50,45,3,0,5,female_dmt2,greatermanchester
48,female,8.069243362013962e-6,0.0038132022320184057,0.05656005364052573,0.004168750312796601,19811,dmt2,0,50,45,3,0,5,female_dmt2,greatermanchester
49,female,8.069243362013962e-6,0.0038132022320184057,0.05656005364052573,0.004168750312796601,19811,dmt2,0,50,45,3,0,5,female_dmt2,greatermanchester
50,female,1.1579104799811662e-5,0.005341587771268235,0.07869638973695828,0.004999850479874246,19394,dmt2,0,50,50,4,0,5,female_dmt2,greatermanchester
51,female,1.1579104799811662e-5,0.005341587771268235,0.07869638973695828,0.004999850479874246,19394,dmt2,0,50,50,4,0,5,female_dmt2,greatermanchester
