age,sex,mort,ylds (years lived with disability)_rate_adaod,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,17920,adaod,0,10,0,0,0,5,female_adaod,greatermanchester
1,female,0,0,0,1e-8,17920,adaod,0,10,0,0,0,5,female_adaod,greatermanchester
2,female,0,0,0,1e-8,17920,adaod,0,10,0,0,0,5,female_adaod,greatermanchester
3,female,0,0,0,1e-8,17920,adaod,0,10,0,0,0,5,female_adaod,greatermanchester
4,female,0,0,0,1e-8,17920,adaod,0,10,0,0,0,5,female_adaod,greatermanchester
5,female,0,0,0,1e-8,18647,adaod,0,10,5,0,0,5,female_adaod,greatermanchester
6,female,0,0,0,1e-8,18647,adaod,0,10,5,0,0,5,female_adaod,greatermanchester
7,female,0,0,0,1e-8,18647,adaod,0,10,5,0,0,5,female_adaod,greatermanchester
8,female,0,0,0,1e-8,18647,adaod,0,10,5,0,0,5,female_adaod,greatermanchester
9,female,0,0,0,1e-8,18647,adaod,0,10,5,0,0,5,female_adaod,greatermanchester
10,female,0,0,0,1e-8,16775,adaod,0,50,10,0,0,5,female_adaod,greatermanchester
11,female,0,0,0,1e-8,16775,adaod,0,50,10,0,0,5,female_adaod,greatermanchester
12,female,0,0,0,1e-8,16775,adaod,0,50,10,0,0,5,female_adaod,greatermanchester
13,female,0,0,0,1e-8,16775,adaod,0,50,10,0,0,5,female_adaod,greatermanchester
14,female,0,0,0,1e-8,16775,adaod,0,50,10,0,0,5,female_adaod,greatermanchester
15,female,0,0,0,1e-8,16204,adaod,0,50,15,0,0,5,female_adaod,greatermanchester
16,female,0,0,0,1e-8,16204,adaod,0,50,15,0,0,5,female_adaod,greatermanchester
17,female,0,0,0,1e-8,16204,adaod,0,50,15,0,0,5,female_adaod,greatermanchester
18,female,0,0,0,1e-8,16204,adaod,0,50,15,0,0,5,female_adaod,greatermanchester
19,female,0,0,0,1e-8,16204,adaod,0,50,15,0,0,5,female_adaod,greatermanchester
20,female,0,0,0,1e-8,18708,adaod,0,50,20,0,0,5,female_adaod,greatermanchester
21,female,0,0,0,1e-8,18708,adaod,0,50,20,0,0,5,female_adaod,greatermanchester
22,female,0,0,0,1e-8,18708,adaod,0,50,20,0,0,5,female_adaod,greatermanchester
23,female,0,0,0,1e-8,18708,adaod,0,50,20,0,0,5,female_adaod,greatermanchester
24,female,0,0,0,1e-8,18708,adaod,0,50,20,0,0,5,female_adaod,greatermanchester
25,female,0,0,0,1e-8,22105,adaod,0,50,25,0,0,5,female_adaod,greatermanchester
26,female,0,0,0,1e-8,22105,adaod,0,50,25,0,0,5,female_adaod,greatermanchester
27,female,0,0,0,1e-8,22105,adaod,0,50,25,0,0,5,female_adaod,greatermanchester
28,female,0,0,0,1e-8,22105,adaod,0,50,25,0,0,5,female_adaod,greatermanchester
29,female,0,0,0,1e-8,22105,adaod,0,50,25,0,0,5,female_adaod,greatermanchester
30,female,0,0,0,1e-8,21601,adaod,0,50,30,0,0,5,female_adaod,greatermanchester
31,female,0,0,0,1e-8,21601,adaod,0,50,30,0,0,5,female_adaod,greatermanchester
32,female,0,0,0,1e-8,21601,adaod,0,50,30,0,0,5,female_adaod,greatermanchester
33,female,0,0,0,1e-8,21601,adaod,0,50,30,0,0,5,female_adaod,greatermanchester
34,female,0,0,0,1e-8,21601,adaod,0,50,30,0,0,5,female_adaod,greatermanchester
35,female,0,0,0,1e-8,19614,adaod,0,50,35,0,0,5,female_adaod,greatermanchester
36,female,0,0,0,1e-8,19614,adaod,0,50,35,0,0,5,female_adaod,greatermanchester
37,female,0,0,0,1e-8,19614,adaod,0,50,35,0,0,5,female_adaod,greatermanchester
38,female,0,0,0,1e-8,19614,adaod,0,50,35,0,0,5,female_adaod,greatermanchester
39,female,0,0,0,1e-8,19614,adaod,0,50,35,0,0,5,female_adaod,greatermanchester
40,female,1.8663417556459507e-6,9.830063952203766e-6,7.37918526139929e-5,4.3857217032013174e-5,17730,adaod,0,50,40,0,0,5,female_adaod,greatermanchester
41,female,1.8663417556459507e-6,9.830063952203766e-6,7.37918526139929e-5,4.3857217032013174e-5,17730,adaod,0,50,40,0,0,5,female_adaod,greatermanchester
42,female,1.8663417556459507e-6,9.830063952203766e-6,7.37918526139929e-5,4.3857217032013174e-5,17730,adaod,0,50,40,0,0,5,female_adaod,greatermanchester
43,female,1.8663417556459507e-6,9.830063952203766e-6,7.37918526139929e-5,4.3857217032013174e-5,17730,adaod,0,50,40,0,0,5,female_adaod,greatermanchester
44,female,1.8663417556459507e-6,9.830063952203766e-6,7.37918526139929e-5,4.3857217032013174e-5,17730,adaod,0,50,40,0,0,5,female_adaod,greatermanchester
45,female,8.009849585229676e-6,6.516316888199632e-5,5.018174116145235e-4,1.3406459780096908e-4,19811,adaod,0,50,45,0,0,5,female_adaod,greatermanchester
46,female,8.009849585229676e-6,6.516316888199632e-5,5.018174116145235e-4,1.3406459780096908e-4,19811,adaod,0,50,45,0,0,5,female_adaod,greatermanchester
47,female,8.009849585229676e-6,6.516316888199632e-5,5.018174116145235e-4,1.3406459780096908e-4,19811,adaod,0,50,45,0,0,5,female_adaod,greatermanchester
48,female,8.009849585229676e-6,6.516316888199632e-5,5.018174116145235e-4,1.3406459780096908e-4,19811,adaod,0,50,45,0,0,5,female_adaod,greatermanchester
49,female,8.009849585229676e-6,6.516316888199632e-5,5.018174116145235e-4,1.3406459780096908e-4,19811,adaod,0,50,45,0,0,5,female_adaod,greatermanchester
50,female,1.8507565860437088e-5,1.658457989139505e-4,0.0013310407321834251,2.12187333755267e-4,19394,adaod,0,50,50,0,0,5,female_adaod,greatermanchester
51,female,1.8507565860437088e-5,1.658457989139505e-4,0.0013310407321834251,2.12187333755267e-4,19394,adaod,0,50,50,0,0,5,female_adaod,greatermanchester
52,female,1.8507565860437088e-5,1.658457989139505e-4,0.0013310407321834251,2.12187333755267e-4,19394,adaod,0,50,50,0,0,5,female_adaod,greatermanchester
53,female,1.8507565860437088e-5,1.658457989139505e-4,0.0013310407321834251,2.12187333755267e-4,19394,adaod,0,50,50,0,0,5,female_adaod,greatermanchester
54,female,1.8507565860437088e-5,1.658457989139505e-4,0.0013310407321834251,2.12187333755267e-4,19394,adaod,0,50,50,0,0,5,female_adaod,greatermanchester
55,female,4.8662907884149704e-5,3.171659281049306e-4,0.0026410028974174324,3.942420421948316e-4,16604,adaod,0,50,55,0,1,5,female_adaod,greatermanchester
56,female,4.8662907884149704e-5,3.171659281049306e-4,0.0026410028974174324,3.942420421948316e-4,16604,adaod,0,50,55,0,1,5,female_adaod,greatermanchester
57,female,4.8662907884149704e-5,3.171659281049306e-4,0.0026410028974174324,3.942420421948316e-4,16604,adaod,0,50,55,0,1,5,female_adaod,greatermanchester
58,female,4.8662907884149704e-5,3.171659281049306e-4,0.0026410028974174324,3.942420421948316e-4,16604,adaod,0,50,55,0,1,5,female_adaod,greatermanchester
59,female,4.8662907884149704e-5,3.171659281049306e-4,0.0026410028974174324,3.942420421948316e-4,16604,adaod,0,50,55,0,1,5,female_adaod,greatermanchester
60,female,1.2934466642546067e-4,6.529682010679592e-4,0.005476205974209086,9.392930488721419e-4,13567,adaod,0,50,60,0,2,5,female_adaod,greatermanchester
61,female,1.2934466642546067e-4,6.529682010679592e-4,0.005476205974209086,9.392930488721419e-4,13567,adaod,0,50,60,0,2,5,female_adaod,greatermanchester
62,female,1.2934466642546067e-4,6.529682010679592e-4,0.005476205974209086,9.392930488721419e-4,13567,adaod,0,50,60,0,2,5,female_adaod,greatermanchester
63,female,1.2934466642546067e-4,6.529682010679592e-4,0.005476205974209086,9.392930488721419e-4,13567,adaod,0,50,60,0,2,5,female_adaod,greatermanchester
64,female,1.2934466642546067e-4,6.529682010679592e-4,0.005476205974209086,9.392930488721419e-4,13567,adaod,0,50,60,0,2,5,female_adaod,greatermanchester
65,female,3.246171540943629e-4,0.0014106000378421757,0.011984311358333267,0.002155435222255066,13518,adaod,0,50,65,1,4,5,female_adaod,greatermanchester
66,female,3.246171540943629e-4,0.0014106000378421757,0.011984311358333267,0.002155435222255066,13518,adaod,0,50,65,1,4,5,female_adaod,greatermanchester
67,female,3.246171540943629e-4,0.0014106000378421757,0.011984311358333267,0.002155435222255066,13518,adaod,0,50,65,1,4,5,female_adaod,greatermanchester
68,female,3.246171540943629e-4,0.0014106000378421757,0.011984311358333267,0.002155435222255066,13518,adaod,0,50,65,1,4,5,female_adaod,greatermanchester
69,female,3.246171540943629e-4,0.0014106000378421757,0.011984311358333267,0.002155435222255066,13518,adaod,0,50,65,1,4,5,female_adaod,greatermanchester
70,female,8.845182715471788e-4,0.0036759119165222162,0.026824926387212723,0.0051515096313116075,11627,adaod,0,50,70,1,10,5,female_adaod,greatermanchester
71,female,8.845182715471788e-4,0.0036759119165222162,0.026824926387212723,0.0051515096313116075,11627,adaod,0,50,70,1,10,5,female_adaod,greatermanchester
72,female,8.845182715471788e-4,0.0036759119165222162,0.026824926387212723,0.0051515096313116075,11627,adaod,0,50,70,1,10,5,female_adaod,greatermanchester
73,female,8.845182715471788e-4,0.0036759119165222162,0.026824926387212723,0.0051515096313116075,11627,adaod,0,50,70,1,10,5,female_adaod,greatermanchester
74,female,8.845182715471788e-4,0.0036759119165222162,0.026824926387212723,0.0051515096313116075,11627,adaod,0,50,70,1,10,5,female_adaod,greatermanchester
75,female,0.0027953724759213015,0.008089758627425888,0.060040711182590675,0.011617672011107092,8768,adaod,0,50,75,3,24,5,female_adaod,greatermanchester
76,female,0.0027953724759213015,0.008089758627425888,0.060040711182590675,0.011617672011107092,8768,adaod,0,50,75,3,24,5,female_adaod,greatermanchester
77,female,0.0027953724759213015,0.008089758627425888,0.060040711182590675,0.011617672011107092,8768,adaod,0,50,75,3,24,5,female_adaod,greatermanchester
78,female,0.0027953724759213015,0.008089758627425888,0.060040711182590675,0.011617672011107092,8768,adaod,0,50,75,3,24,5,female_adaod,greatermanchester
79,female,0.0027953724759213015,0.008089758627425888,0.060040711182590675,0.011617672011107092,8768,adaod,0,50,75,3,24,5,female_adaod,greatermanchester
80,female,0.008074345173892798,0.01983694225856335,0.12154566954132824,0.021093085322314083,6502,adaod,0,20,80,2,52,5,female_adaod,greatermanchester
81,female,0.008074345173892798,0.01983694225856335,0.12154566954132824,0.021093085322314083,6502,adaod,0,20,80,2,52,5,female_adaod,greatermanchester
82,female,0.008074345173892798,0.01983694225856335,0.12154566954132824,0.021093085322314083,6502,adaod,0,20,80,2,52,5,female_adaod,greatermanchester
83,female,0.008074345173892798,0.01983694225856335,0.12154566954132824,0.021093085322314083,6502,adaod,0,20,80,2,52,5,female_adaod,greatermanchester
84,female,0.008074345173892798,0.01983694225856335,0.12154566954132824,0.021093085322314083,6502,adaod,0,20,80,2,52,5,female_adaod,greatermanchester
85,female,0.02151183373258251,0.033216973711612384,0.2086723106332339,0.03174105649657161,4056,adaod,0,20,85,4,86,5,female_adaod,greatermanchester
86,female,0.02151183373258251,0.033216973711612384,0.2086723106332339,0.03174105649657161,4056,adaod,0,20,85,4,86,5,female_adaod,greatermanchester
87,female,0.02151183373258251,0.033216973711612384,0.2086723106332339,0.03174105649657161,4056,adaod,0,20,85,4,86,5,female_adaod,greatermanchester
88,female,0.02151183373258251,0.033216973711612384,0.2086723106332339,0.03174105649657161,4056,adaod,0,20,85,4,86,5,female_adaod,greatermanchester
89,female,0.02151183373258251,0.033216973711612384,0.2086723106332339,0.03174105649657161,4056,adaod,0,20,85,4,86,5,female_adaod,greatermanchester
90,female,0.046704079537478085,0.04653719282379077,0.2988977580405055,0.04204546239025927,1921,adaod,0,10,90,3,88,5,female_adaod,greatermanchester
91,female,0.046704079537478085,0.04653719282379077,0.2988977580405055,0.04204546239025927,1921,adaod,0,10,90,3,88,5,female_adaod,greatermanchester
92,female,0.046704079537478085,0.04653719282379077,0.2988977580405055,0.04204546239025927,1921,adaod,0,10,90,3,88,5,female_adaod,greatermanchester
93,female,0.046704079537478085,0.04653719282379077,0.2988977580405055,0.04204546239025927,1921,adaod,0,10,90,3,88,5,female_adaod,greatermanchester
94,female,0.046704079537478085,0.04653719282379077,0.2988977580405055,0.04204546239025927,1921,adaod,0,10,90,3,88,5,female_adaod,greatermanchester
95,female,0.0850818168384567,0.05584606861388789,0.3654239302831879,0.04979858689945793,483,adaod,0,10,95,4,39,6,female_adaod,greatermanchester
96,female,0.0850818168384567,0.05584606861388789,0.3654239302831879,0.04979858689945793,483,adaod,0,10,95,4,39,6,female_adaod,greatermanchester
97,female,0.0850818168384567,0.05584606861388789,0.3654239302831879,0.04979858689945793,483,adaod,0,10,95,4,39,6,female_adaod,greatermanchester
98,female,0.0850818168384567,0.05584606861388789,0.3654239302831879,0.04979858689945793,483,adaod,0,10,95,4,39,6,female_adaod,greatermanchester
99,female,0.0850818168384567,0.05584606861388789,0.3654239302831879,0.04979858689945793,483,adaod,0,10,95,4,39,6,female_adaod,greatermanchester
100,female,0.0850818168384567,0.05584606861388789,0.3654239302831879,0.04979858689945793,483,adaod,0,10,95,4,39,6,female_adaod,greatermanchester
