age,sex,mort,ylds (years lived with disability)_rate_ishd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,20018,ishd,0,10,0,0,0,5,male_ishd,westmidlands
1,male,0,0,0,1e-8,20018,ishd,0,10,0,0,0,5,male_ishd,westmidlands
2,male,0,0,0,1e-8,20018,ishd,0,10,0,0,0,5,male_ishd,westmidlands
3,male,0,0,0,1e-8,20018,ishd,0,10,0,0,0,5,male_ishd,westmidlands
4,male,0,0,0,1e-8,20018,ishd,0,10,0,0,0,5,male_ishd,westmidlands
5,male,0,0,0,1e-8,21167,ishd,0,10,5,0,0,5,male_ishd,westmidlands
6,male,0,0,0,1e-8,21167,ishd,0,10,5,0,0,5,male_ishd,westmidlands
7,male,0,0,0,1e-8,21167,ishd,0,10,5,0,0,5,male_ishd,westmidlands
8,male,0,0,0,1e-8,21167,ishd,0,10,5,0,0,5,male_ishd,westmidlands
9,male,0,0,0,1e-8,21167,ishd,0,10,5,0,0,5,male_ishd,westmidlands
10,male,0,0,0,1e-8,19371,ishd,0,50,10,0,0,5,male_ishd,westmidlands
11,male,0,0,0,1e-8,19371,ishd,0,50,10,0,0,5,male_ishd,westmidlands
12,male,0,0,0,1e-8,19371,ishd,0,50,10,0,0,5,male_ishd,westmidlands
13,male,0,0,0,1e-8,19371,ishd,0,50,10,0,0,5,male_ishd,westmidlands
14,male,0,0,0,1e-8,19371,ishd,0,50,10,0,0,5,male_ishd,westmidlands
15,male,8.931103185670258e-7,5.194050391544855e-6,1.2843895907437358e-4,2.148977253460482e-5,18825,ishd,0,50,15,0,0,5,male_ishd,westmidlands
16,male,8.931103185670258e-7,5.194050391544855e-6,1.2843895907437358e-4,2.148977253460482e-5,18825,ishd,0,50,15,0,0,5,male_ishd,westmidlands
17,male,8.931103185670258e-7,5.194050391544855e-6,1.2843895907437358e-4,2.148977253460482e-5,18825,ishd,0,50,15,0,0,5,male_ishd,westmidlands
18,male,8.931103185670258e-7,5.194050391544855e-6,1.2843895907437358e-4,2.148977253460482e-5,18825,ishd,0,50,15,0,0,5,male_ishd,westmidlands
19,male,8.931103185670258e-7,5.194050391544855e-6,1.2843895907437358e-4,2.148977253460482e-5,18825,ishd,0,50,15,0,0,5,male_ishd,westmidlands
20,male,3.226813235421726e-6,2.1556224885380915e-5,4.400337315977197e-4,6.493111247478398e-5,20491,ishd,0,50,20,0,0,5,male_ishd,westmidlands
21,male,3.226813235421726e-6,2.1556224885380915e-5,4.400337315977197e-4,6.493111247478398e-5,20491,ishd,0,50,20,0,0,5,male_ishd,westmidlands
22,male,3.226813235421726e-6,2.1556224885380915e-5,4.400337315977197e-4,6.493111247478398e-5,20491,ishd,0,50,20,0,0,5,male_ishd,westmidlands
23,male,3.226813235421726e-6,2.1556224885380915e-5,4.400337315977197e-4,6.493111247478398e-5,20491,ishd,0,50,20,0,0,5,male_ishd,westmidlands
24,male,3.226813235421726e-6,2.1556224885380915e-5,4.400337315977197e-4,6.493111247478398e-5,20491,ishd,0,50,20,0,0,5,male_ishd,westmidlands
25,male,1.1392815963081792e-5,4.512385640582127e-5,0.0010137153895416011,1.0889185647174849e-4,22079,ishd,0,50,25,0,0,5,male_ishd,westmidlands
26,male,1.1392815963081792e-5,4.512385640582127e-5,0.0010137153895416011,1.0889185647174849e-4,22079,ishd,0,50,25,0,0,5,male_ishd,westmidlands
27,male,1.1392815963081792e-5,4.512385640582127e-5,0.0010137153895416011,1.0889185647174849e-4,22079,ishd,0,50,25,0,0,5,male_ishd,westmidlands
28,male,1.1392815963081792e-5,4.512385640582127e-5,0.0010137153895416011,1.0889185647174849e-4,22079,ishd,0,50,25,0,0,5,male_ishd,westmidlands
29,male,1.1392815963081792e-5,4.512385640582127e-5,0.0010137153895416011,1.0889185647174849e-4,22079,ishd,0,50,25,0,0,5,male_ishd,westmidlands
30,male,4.0016224635403274e-5,8.727466325024594e-5,0.0022053772729839277,3.012946876592459e-4,21569,ishd,0,50,30,0,1,5,male_ishd,westmidlands
31,male,4.0016224635403274e-5,8.727466325024594e-5,0.0022053772729839277,3.012946876592459e-4,21569,ishd,0,50,30,0,1,5,male_ishd,westmidlands
32,male,4.0016224635403274e-5,8.727466325024594e-5,0.0022053772729839277,3.012946876592459e-4,21569,ishd,0,50,30,0,1,5,male_ishd,westmidlands
33,male,4.0016224635403274e-5,8.727466325024594e-5,0.0022053772729839277,3.012946876592459e-4,21569,ishd,0,50,30,0,1,5,male_ishd,westmidlands
34,male,4.0016224635403274e-5,8.727466325024594e-5,0.0022053772729839277,3.012946876592459e-4,21569,ishd,0,50,30,0,1,5,male_ishd,westmidlands
35,male,8.06794791623562e-5,1.659747576747174e-4,0.00489076491694904,6.419786192743068e-4,19924,ishd,0,50,35,0,2,5,male_ishd,westmidlands
36,male,8.06794791623562e-5,1.659747576747174e-4,0.00489076491694904,6.419786192743068e-4,19924,ishd,0,50,35,0,2,5,male_ishd,westmidlands
37,male,8.06794791623562e-5,1.659747576747174e-4,0.00489076491694904,6.419786192743068e-4,19924,ishd,0,50,35,0,2,5,male_ishd,westmidlands
38,male,8.06794791623562e-5,1.659747576747174e-4,0.00489076491694904,6.419786192743068e-4,19924,ishd,0,50,35,0,2,5,male_ishd,westmidlands
39,male,8.06794791623562e-5,1.659747576747174e-4,0.00489076491694904,6.419786192743068e-4,19924,ishd,0,50,35,0,2,5,male_ishd,westmidlands
40,male,2.1894220935916956e-4,3.2654423954919326e-4,0.010142500882807931,0.0013320832088767054,17844,ishd,0,50,40,1,4,5,male_ishd,westmidlands
41,male,2.1894220935916956e-4,3.2654423954919326e-4,0.010142500882807931,0.0013320832088767054,17844,ishd,0,50,40,1,4,5,male_ishd,westmidlands
