age,sex,mort,ylds (years lived with disability)_rate_adaod,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,6432,adaod,0,10,0,0,0,5,female_adaod,nottingham
1,female,0,0,0,1e-8,6432,adaod,0,10,0,0,0,5,female_adaod,nottingham
2,female,0,0,0,1e-8,6432,adaod,0,10,0,0,0,5,female_adaod,nottingham
3,female,0,0,0,1e-8,6432,adaod,0,10,0,0,0,5,female_adaod,nottingham
4,female,0,0,0,1e-8,6432,adaod,0,10,0,0,0,5,female_adaod,nottingham
5,female,0,0,0,1e-8,6800,adaod,0,10,5,0,0,5,female_adaod,nottingham
6,female,0,0,0,1e-8,6800,adaod,0,10,5,0,0,5,female_adaod,nottingham
7,female,0,0,0,1e-8,6800,adaod,0,10,5,0,0,5,female_adaod,nottingham
8,female,0,0,0,1e-8,6800,adaod,0,10,5,0,0,5,female_adaod,nottingham
9,female,0,0,0,1e-8,6800,adaod,0,10,5,0,0,5,female_adaod,nottingham
10,female,0,0,0,1e-8,6254,adaod,0,50,10,0,0,5,female_adaod,nottingham
11,female,0,0,0,1e-8,6254,adaod,0,50,10,0,0,5,female_adaod,nottingham
12,female,0,0,0,1e-8,6254,adaod,0,50,10,0,0,5,female_adaod,nottingham
13,female,0,0,0,1e-8,6254,adaod,0,50,10,0,0,5,female_adaod,nottingham
14,female,0,0,0,1e-8,6254,adaod,0,50,10,0,0,5,female_adaod,nottingham
15,female,0,0,0,1e-8,6499,adaod,0,50,15,0,0,5,female_adaod,nottingham
16,female,0,0,0,1e-8,6499,adaod,0,50,15,0,0,5,female_adaod,nottingham
17,female,0,0,0,1e-8,6499,adaod,0,50,15,0,0,5,female_adaod,nottingham
18,female,0,0,0,1e-8,6499,adaod,0,50,15,0,0,5,female_adaod,nottingham
19,female,0,0,0,1e-8,6499,adaod,0,50,15,0,0,5,female_adaod,nottingham
20,female,0,0,0,1e-8,8039,adaod,0,50,20,0,0,5,female_adaod,nottingham
21,female,0,0,0,1e-8,8039,adaod,0,50,20,0,0,5,female_adaod,nottingham
22,female,0,0,0,1e-8,8039,adaod,0,50,20,0,0,5,female_adaod,nottingham
23,female,0,0,0,1e-8,8039,adaod,0,50,20,0,0,5,female_adaod,nottingham
24,female,0,0,0,1e-8,8039,adaod,0,50,20,0,0,5,female_adaod,nottingham
25,female,0,0,0,1e-8,8443,adaod,0,50,25,0,0,5,female_adaod,nottingham
26,female,0,0,0,1e-8,8443,adaod,0,50,25,0,0,5,female_adaod,nottingham
27,female,0,0,0,1e-8,8443,adaod,0,50,25,0,0,5,female_adaod,nottingham
28,female,0,0,0,1e-8,8443,adaod,0,50,25,0,0,5,female_adaod,nottingham
29,female,0,0,0,1e-8,8443,adaod,0,50,25,0,0,5,female_adaod,nottingham
30,female,0,0,0,1e-8,7254,adaod,0,50,30,0,0,5,female_adaod,nottingham
31,female,0,0,0,1e-8,7254,adaod,0,50,30,0,0,5,female_adaod,nottingham
32,female,0,0,0,1e-8,7254,adaod,0,50,30,0,0,5,female_adaod,nottingham
33,female,0,0,0,1e-8,7254,adaod,0,50,30,0,0,5,female_adaod,nottingham
34,female,0,0,0,1e-8,7254,adaod,0,50,30,0,0,5,female_adaod,nottingham
35,female,0,0,0,1e-8,7000,adaod,0,50,35,0,0,5,female_adaod,nottingham
36,female,0,0,0,1e-8,7000,adaod,0,50,35,0,0,5,female_adaod,nottingham
37,female,0,0,0,1e-8,7000,adaod,0,50,35,0,0,5,female_adaod,nottingham
38,female,0,0,0,1e-8,7000,adaod,0,50,35,0,0,5,female_adaod,nottingham
39,female,0,0,0,1e-8,7000,adaod,0,50,35,0,0,5,female_adaod,nottingham
40,female,1.6036203637658703e-6,9.717474133346237e-6,7.297211755213955e-5,4.333470857741542e-5,6877,adaod,0,50,40,0,0,5,female_adaod,nottingham
41,female,1.6036203637658703e-6,9.717474133346237e-6,7.297211755213955e-5,4.333470857741542e-5,6877,adaod,0,50,40,0,0,5,female_adaod,nottingham
42,female,1.6036203637658703e-6,9.717474133346237e-6,7.297211755213955e-5,4.333470857741542e-5,6877,adaod,0,50,40,0,0,5,female_adaod,nottingham
43,female,1.6036203637658703e-6,9.717474133346237e-6,7.297211755213955e-5,4.333470857741542e-5,6877,adaod,0,50,40,0,0,5,female_adaod,nottingham
44,female,1.6036203637658703e-6,9.717474133346237e-6,7.297211755213955e-5,4.333470857741542e-5,6877,adaod,0,50,40,0,0,5,female_adaod,nottingham
45,female,6.7894210285185114e-6,6.41364973081229e-5,4.970020392096415e-4,1.3260565562070193e-4,8069,adaod,0,50,45,0,0,5,female_adaod,nottingham
