age,sex,mort,ylds (years lived with disability)_rate_ishd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,8045,ishd,0,10,0,0,0,5,female_ishd,sheffield
1,female,0,0,0,1e-8,8045,ishd,0,10,0,0,0,5,female_ishd,sheffield
2,female,0,0,0,1e-8,8045,ishd,0,10,0,0,0,5,female_ishd,sheffield
3,female,0,0,0,1e-8,8045,ishd,0,10,0,0,0,5,female_ishd,sheffield
4,female,0,0,0,1e-8,8045,ishd,0,10,0,0,0,5,female_ishd,sheffield
5,female,0,0,0,1e-8,8585,ishd,0,10,5,0,0,5,female_ishd,sheffield
6,female,0,0,0,1e-8,8585,ishd,0,10,5,0,0,5,female_ishd,sheffield
7,female,0,0,0,1e-8,8585,ishd,0,10,5,0,0,5,female_ishd,sheffield
8,female,0,0,0,1e-8,8585,ishd,0,10,5,0,0,5,female_ishd,sheffield
9,female,0,0,0,1e-8,8585,ishd,0,10,5,0,0,5,female_ishd,sheffield
10,female,0,0,0,1e-8,7873,ishd,0,50,10,0,0,5,female_ishd,sheffield
11,female,0,0,0,1e-8,7873,ishd,0,50,10,0,0,5,female_ishd,sheffield
12,female,0,0,0,1e-8,7873,ishd,0,50,10,0,0,5,female_ishd,sheffield
13,female,0,0,0,1e-8,7873,ishd,0,50,10,0,0,5,female_ishd,sheffield
14,female,0,0,0,1e-8,7873,ishd,0,50,10,0,0,5,female_ishd,sheffield
15,female,6.389817480454737e-7,4.678458922685188e-6,1.2719265374802006e-4,1.671962541128133e-5,8150,ishd,0,50,15,0,0,5,female_ishd,sheffield
16,female,6.389817480454737e-7,4.678458922685188e-6,1.2719265374802006e-4,1.671962541128133e-5,8150,ishd,0,50,15,0,0,5,female_ishd,sheffield
17,female,6.389817480454737e-7,4.678458922685188e-6,1.2719265374802006e-4,1.671962541128133e-5,8150,ishd,0,50,15,0,0,5,female_ishd,sheffield
18,female,6.389817480454737e-7,4.678458922685188e-6,1.2719265374802006e-4,1.671962541128133e-5,8150,ishd,0,50,15,0,0,5,female_ishd,sheffield
19,female,6.389817480454737e-7,4.678458922685188e-6,1.2719265374802006e-4,1.671962541128133e-5,8150,ishd,0,50,15,0,0,5,female_ishd,sheffield
20,female,2.2364150497116027e-6,2.047869369336807e-5,4.1372540380166e-4,3.898781215416486e-5,9912,ishd,0,50,20,0,0,5,female_ishd,sheffield
21,female,2.2364150497116027e-6,2.047869369336807e-5,4.1372540380166e-4,3.898781215416486e-5,9912,ishd,0,50,20,0,0,5,female_ishd,sheffield
22,female,2.2364150497116027e-6,2.047869369336807e-5,4.1372540380166e-4,3.898781215416486e-5,9912,ishd,0,50,20,0,0,5,female_ishd,sheffield
23,female,2.2364150497116027e-6,2.047869369336807e-5,4.1372540380166e-4,3.898781215416486e-5,9912,ishd,0,50,20,0,0,5,female_ishd,sheffield
24,female,2.2364150497116027e-6,2.047869369336807e-5,4.1372540380166e-4,3.898781215416486e-5,9912,ishd,0,50,20,0,0,5,female_ishd,sheffield
25,female,3.7241905464137727e-6,4.268123959456964e-5,8.853017936097684e-4,5.0148857644466007e-5,10687,ishd,0,50,25,0,0,5,female_ishd,sheffield
26,female,3.7241905464137727e-6,4.268123959456964e-5,8.853017936097684e-4,5.0148857644466007e-5,10687,ishd,0,50,25,0,0,5,female_ishd,sheffield
27,female,3.7241905464137727e-6,4.268123959456964e-5,8.853017936097684e-4,5.0148857644466007e-5,10687,ishd,0,50,25,0,0,5,female_ishd,sheffield
28,female,3.7241905464137727e-6,4.268123959456964e-5,8.853017936097684e-4,5.0148857644466007e-5,10687,ishd,0,50,25,0,0,5,female_ishd,sheffield
29,female,3.7241905464137727e-6,4.268123959456964e-5,8.853017936097684e-4,5.0148857644466007e-5,10687,ishd,0,50,25,0,0,5,female_ishd,sheffield
30,female,1.086403429601046e-5,8.180362085296434e-5,0.0017276041404021105,1.075864182300831e-4,9523,ishd,0,50,30,0,0,5,female_ishd,sheffield
31,female,1.086403429601046e-5,8.180362085296434e-5,0.0017276041404021105,1.075864182300831e-4,9523,ishd,0,50,30,0,0,5,female_ishd,sheffield
32,female,1.086403429601046e-5,8.180362085296434e-5,0.0017276041404021105,1.075864182300831e-4,9523,ishd,0,50,30,0,0,5,female_ishd,sheffield
33,female,1.086403429601046e-5,8.180362085296434e-5,0.0017276041404021105,1.075864182300831e-4,9523,ishd,0,50,30,0,0,5,female_ishd,sheffield
34,female,1.086403429601046e-5,8.180362085296434e-5,0.0017276041404021105,1.075864182300831e-4,9523,ishd,0,50,30,0,0,5,female_ishd,sheffield
35,female,3.270801311352648e-5,1.451268982753255e-4,0.003379055730616073,2.1096792782487376e-4,8742,ishd,0,50,35,0,0,5,female_ishd,sheffield
36,female,3.270801311352648e-5,1.451268982753255e-4,0.003379055730616073,2.1096792782487376e-4,8742,ishd,0,50,35,0,0,5,female_ishd,sheffield
37,female,3.270801311352648e-5,1.451268982753255e-4,0.003379055730616073,2.1096792782487376e-4,8742,ishd,0,50,35,0,0,5,female_ishd,sheffield
38,female,3.270801311352648e-5,1.451268982753255e-4,0.003379055730616073,2.1096792782487376e-4,8742,ishd,0,50,35,0,0,5,female_ishd,sheffield
39,female,3.270801311352648e-5,1.451268982753255e-4,0.003379055730616073,2.1096792782487376e-4,8742,ishd,0,50,35,0,0,5,female_ishd,sheffield
40,female,6.09613264904784e-5,2.672241149346864e-4,0.0064591069098438704,4.104893202795413e-4,8291,ishd,0,50,40,0,1,5,female_ishd,sheffield
41,female,6.09613264904784e-5,2.672241149346864e-4,0.0064591069098438704,4.104893202795413e-4,8291,ishd,0,50,40,0,1,5,female_ishd,sheffield
42,female,6.09613264904784e-5,2.672241149346864e-4,0.0064591069098438704,4.104893202795413e-4,8291,ishd,0,50,40,0,1,5,female_ishd,sheffield
43,female,6.09613264904784e-5,2.672241149346864e-4,0.0064591069098438704,4.104893202795413e-4,8291,ishd,0,50,40,0,1,5,female_ishd,sheffield
44,female,6.09613264904784e-5,2.672241149346864e-4,0.0064591069098438704,4.104893202795413e-4,8291,ishd,0,50,40,0,1,5,female_ishd,sheffield
45,female,1.1414375764215074e-4,4.4909042032860837e-4,0.011101562631379043,7.065101412598362e-4,9789,ishd,0,50,45,1,1,5,female_ishd,sheffield
46,female,1.1414375764215074e-4,4.4909042032860837e-4,0.011101562631379043,7.065101412598362e-4,9789,ishd,0,50,45,1,1,5,female_ishd,sheffield
47,female,1.1414375764215074e-4,4.4909042032860837e-4,0.011101562631379043,7.065101412598362e-4,9789,ishd,0,50,45,1,1,5,female_ishd,sheffield
48,female,1.1414375764215074e-4,4.4909042032860837e-4,0.011101562631379043,7.065101412598362e-4,9789,ishd,0,50,45,1,1,5,female_ishd,sheffield
49,female,1.1414375764215074e-4,4.4909042032860837e-4,0.011101562631379043,7.065101412598362e-4,9789,ishd,0,50,45,1,1,5,female_ishd,sheffield
50,female,2.05506560055967e-4,6.797012141561106e-4,0.01777668770683848,0.0012467833882338628,9718,ishd,0,50,50,1,2,5,female_ishd,sheffield
51,female,2.05506560055967e-4,6.797012141561106e-4,0.01777668770683848,0.0012467833882338628,9718,ishd,0,50,50,1,2,5,female_ishd,sheffield
52,female,2.05506560055967e-4,6.797012141561106e-4,0.01777668770683848,0.0012467833882338628,9718,ishd,0,50,50,1,2,5,female_ishd,sheffield
53,female,2.05506560055967e-4,6.797012141561106e-4,0.01777668770683848,0.0012467833882338628,9718,ishd,0,50,50,1,2,5,female_ishd,sheffield
