age,sex,mort,ylds (years lived with disability)_rate_tbalc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,29108,tbalc,0,10,0,0,0,5,female_tbalc,South West England
1,female,0,0,0,1e-8,29108,tbalc,0,10,0,0,0,5,female_tbalc,South West England
2,female,0,0,0,1e-8,29108,tbalc,0,10,0,0,0,5,female_tbalc,South West England
3,female,0,0,0,1e-8,29108,tbalc,0,10,0,0,0,5,female_tbalc,South West England
4,female,0,0,0,1e-8,29108,tbalc,0,10,0,0,0,5,female_tbalc,South West England
5,female,0,0,0,1e-8,30672,tbalc,0,10,5,0,0,5,female_tbalc,South West England
6,female,0,0,0,1e-8,30672,tbalc,0,10,5,0,0,5,female_tbalc,South West England
7,female,0,0,0,1e-8,30672,tbalc,0,10,5,0,0,5,female_tbalc,South West England
8,female,0,0,0,1e-8,30672,tbalc,0,10,5,0,0,5,female_tbalc,South West England
9,female,0,0,0,1e-8,30672,tbalc,0,10,5,0,0,5,female_tbalc,South West England
10,female,0,0,0,1e-8,29175,tbalc,0,50,10,0,0,5,female_tbalc,South West England
11,female,0,0,0,1e-8,29175,tbalc,0,50,10,0,0,5,female_tbalc,South West England
12,female,0,0,0,1e-8,29175,tbalc,0,50,10,0,0,5,female_tbalc,South West England
13,female,0,0,0,1e-8,29175,tbalc,0,50,10,0,0,5,female_tbalc,South West England
14,female,0,0,0,1e-8,29175,tbalc,0,50,10,0,0,5,female_tbalc,South West England
15,female,3.678212786833738e-7,1.5779943902328025e-7,9.32503397636414e-7,5.54136361878815e-7,29922,tbalc,0,50,15,0,0,5,female_tbalc,South West England
16,female,3.678212786833738e-7,1.5779943902328025e-7,9.32503397636414e-7,5.54136361878815e-7,29922,tbalc,0,50,15,0,0,5,female_tbalc,South West England
17,female,3.678212786833738e-7,1.5779943902328025e-7,9.32503397636414e-7,5.54136361878815e-7,29922,tbalc,0,50,15,0,0,5,female_tbalc,South West England
18,female,3.678212786833738e-7,1.5779943902328025e-7,9.32503397636414e-7,5.54136361878815e-7,29922,tbalc,0,50,15,0,0,5,female_tbalc,South West England
