age,sex,mort,ylds (years lived with disability)_rate_copd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,5.40210779379063e-7,2.2777477492001744e-5,3.4967498056796717e-4,1.170289593294595e-4,11031,copd,0,10,0,0,0,5,male_copd,northeast
1,male,5.40210779379063e-7,2.2777477492001744e-5,3.4967498056796717e-4,1.170289593294595e-4,11031,copd,0,10,0,0,0,5,male_copd,northeast
2,male,5.40210779379063e-7,2.2777477492001744e-5,3.4967498056796717e-4,1.170289593294595e-4,11031,copd,0,10,0,0,0,5,male_copd,northeast
3,male,5.40210779379063e-7,2.2777477492001744e-5,3.4967498056796717e-4,1.170289593294595e-4,11031,copd,0,10,0,0,0,5,male_copd,northeast
4,male,5.40210779379063e-7,2.2777477492001744e-5,3.4967498056796717e-4,1.170289593294595e-4,11031,copd,0,10,0,0,0,5,male_copd,northeast
5,male,1.0697746278820816e-7,7.001116358279013e-5,0.0011021722472751416,1.4888509131752624e-4,11606,copd,0,10,5,0,0,5,male_copd,northeast
6,male,1.0697746278820816e-7,7.001116358279013e-5,0.0011021722472751416,1.4888509131752624e-4,11606,copd,0,10,5,0,0,5,male_copd,northeast
7,male,1.0697746278820816e-7,7.001116358279013e-5,0.0011021722472751416,1.4888509131752624e-4,11606,copd,0,10,5,0,0,5,male_copd,northeast
8,male,1.0697746278820816e-7,7.001116358279013e-5,0.0011021722472751416,1.4888509131752624e-4,11606,copd,0,10,5,0,0,5,male_copd,northeast
9,male,1.0697746278820816e-7,7.001116358279013e-5,0.0011021722472751416,1.4888509131752624e-4,11606,copd,0,10,5,0,0,5,male_copd,northeast
10,male,2.2048982496944317e-7,1.2973953331256043e-4,0.002086924166923475,2.89319714085485e-4,10759,copd,0,50,10,0,0,5,male_copd,northeast
11,male,2.2048982496944317e-7,1.2973953331256043e-4,0.002086924166923475,2.89319714085485e-4,10759,copd,0,50,10,0,0,5,male_copd,northeast
12,male,2.2048982496944317e-7,1.2973953331256043e-4,0.002086924166923475,2.89319714085485e-4,10759,copd,0,50,10,0,0,5,male_copd,northeast
13,male,2.2048982496944317e-7,1.2973953331256043e-4,0.002086924166923475,2.89319714085485e-4,10759,copd,0,50,10,0,0,5,male_copd,northeast
14,male,2.2048982496944317e-7,1.2973953331256043e-4,0.002086924166923475,2.89319714085485e-4,10759,copd,0,50,10,0,0,5,male_copd,northeast
15,male,7.662280370644459e-7,2.580486885520247e-4,0.004225443998405516,5.663999644490005e-4,11180,copd,0,50,15,0,0,5,male_copd,northeast
16,male,7.662280370644459e-7,2.580486885520247e-4,0.004225443998405516,5.663999644490005e-4,11180,copd,0,50,15,0,0,5,male_copd,northeast
17,male,7.662280370644459e-7,2.580486885520247e-4,0.004225443998405516,5.663999644490005e-4,11180,copd,0,50,15,0,0,5,male_copd,northeast
18,male,7.662280370644459e-7,2.580486885520247e-4,0.004225443998405516,5.663999644490005e-4,11180,copd,0,50,15,0,0,5,male_copd,northeast
19,male,7.662280370644459e-7,2.580486885520247e-4,0.004225443998405516,5.663999644490005e-4,11180,copd,0,50,15,0,0,5,male_copd,northeast
20,male,1.1634746629339014e-6,4.653443487771136e-4,0.007740855202193806,8.419723479828723e-4,13061,copd,0,50,20,0,0,5,male_copd,northeast
21,male,1.1634746629339014e-6,4.653443487771136e-4,0.007740855202193806,8.419723479828723e-4,13061,copd,0,50,20,0,0,5,male_copd,northeast
22,male,1.1634746629339014e-6,4.653443487771136e-4,0.007740855202193806,8.419723479828723e-4,13061,copd,0,50,20,0,0,5,male_copd,northeast
23,male,1.1634746629339014e-6,4.653443487771136e-4,0.007740855202193806,8.419723479828723e-4,13061,copd,0,50,20,0,0,5,male_copd,northeast
24,male,1.1634746629339014e-6,4.653443487771136e-4,0.007740855202193806,8.419723479828723e-4,13061,copd,0,50,20,0,0,5,male_copd,northeast
25,male,1.5594003927972338e-6,7.47324447862327e-4,0.012628141550116014,0.0011154827084541425,14017,copd,0,50,25,1,0,5,male_copd,northeast
26,male,1.5594003927972338e-6,7.47324447862327e-4,0.012628141550116014,0.0011154827084541425,14017,copd,0,50,25,1,0,5,male_copd,northeast
27,male,1.5594003927972338e-6,7.47324447862327e-4,0.012628141550116014,0.0011154827084541425,14017,copd,0,50,25,1,0,5,male_copd,northeast
28,male,1.5594003927972338e-6,7.47324447862327e-4,0.012628141550116014,0.0011154827084541425,14017,copd,0,50,25,1,0,5,male_copd,northeast
29,male,1.5594003927972338e-6,7.47324447862327e-4,0.012628141550116014,0.0011154827084541425,14017,copd,0,50,25,1,0,5,male_copd,northeast
30,male,3.5541637074096674e-6,0.0011117715004411468,0.01902915247890548,0.0014854082936612463,12938,copd,0,50,30,1,0,5,male_copd,northeast
31,male,3.5541637074096674e-6,0.0011117715004411468,0.01902915247890548,0.0014854082936612463,12938,copd,0,50,30,1,0,5,male_copd,northeast
32,male,3.5541637074096674e-6,0.0011117715004411468,0.01902915247890548,0.0014854082936612463,12938,copd,0,50,30,1,0,5,male_copd,northeast
33,male,3.5541637074096674e-6,0.0011117715004411468,0.01902915247890548,0.0014854082936612463,12938,copd,0,50,30,1,0,5,male_copd,northeast
34,male,3.5541637074096674e-6,0.0011117715004411468,0.01902915247890548,0.0014854082936612463,12938,copd,0,50,30,1,0,5,male_copd,northeast
35,male,8.594640951565739e-6,0.001620215894489229,0.02805853771993851,0.0022301509449825286,12403,copd,0,50,35,1,0,5,male_copd,northeast
36,male,8.594640951565739e-6,0.001620215894489229,0.02805853771993851,0.0022301509449825286,12403,copd,0,50,35,1,0,5,male_copd,northeast
37,male,8.594640951565739e-6,0.001620215894489229,0.02805853771993851,0.0022301509449825286,12403,copd,0,50,35,1,0,5,male_copd,northeast
38,male,8.594640951565739e-6,0.001620215894489229,0.02805853771993851,0.0022301509449825286,12403,copd,0,50,35,1,0,5,male_copd,northeast
39,male,8.594640951565739e-6,0.001620215894489229,0.02805853771993851,0.0022301509449825286,12403,copd,0,50,35,1,0,5,male_copd,northeast
40,male,2.279753687556191e-5,0.0023753014946340505,0.04165023191602076,0.0032442217313431105,11467,copd,0,50,40,2,0,5,male_copd,northeast
41,male,2.279753687556191e-5,0.0023753014946340505,0.04165023191602076,0.0032442217313431105,11467,copd,0,50,40,2,0,5,male_copd,northeast
42,male,2.279753687556191e-5,0.0023753014946340505,0.04165023191602076,0.0032442217313431105,11467,copd,0,50,40,2,0,5,male_copd,northeast
43,male,2.279753687556191e-5,0.0023753014946340505,0.04165023191602076,0.0032442217313431105,11467,copd,0,50,40,2,0,5,male_copd,northeast
44,male,2.279753687556191e-5,0.0023753014946340505,0.04165023191602076,0.0032442217313431105,11467,copd,0,50,40,2,0,5,male_copd,northeast
45,male,4.373952958171989e-5,0.0034477327338709755,0.06077003696784091,0.004545581076016622,13367,copd,0,50,45,3,1,5,male_copd,northeast
46,male,4.373952958171989e-5,0.0034477327338709755,0.06077003696784091,0.004545581076016622,13367,copd,0,50,45,3,1,5,male_copd,northeast
