age,sex,inc,mort,ylds..years.lived.with.disability._rate_lwri,prev,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease
0,female,NA,NaN,NaN,NaN,NaN,Lwri,0,10,0,NaN,NaN,5,female_Lwri
1,female,NA,NaN,NaN,NaN,NaN,Lwri,0,10,0,NaN,NaN,5,female_Lwri
2,female,NA,NaN,NaN,NaN,NaN,Lwri,0,10,0,NaN,NaN,5,female_Lwri
3,female,NA,NaN,NaN,NaN,NaN,Lwri,0,10,0,NaN,NaN,5,female_Lwri
4,female,NA,NaN,NaN,NaN,NaN,Lwri,0,10,0,NaN,NaN,5,female_Lwri
5,female,NA,NaN,NaN,NaN,NaN,Lwri,0,10,5,NaN,NaN,5,female_Lwri
6,female,NA,NaN,NaN,NaN,NaN,Lwri,0,10,5,NaN,NaN,5,female_Lwri
7,female,NA,NaN,NaN,NaN,NaN,Lwri,0,10,5,NaN,NaN,5,female_Lwri
8,female,NA,NaN,NaN,NaN,NaN,Lwri,0,10,5,NaN,NaN,5,female_Lwri
9,female,NA,NaN,NaN,NaN,NaN,Lwri,0,10,5,NaN,NaN,5,female_Lwri
10,female,NA,NaN,NaN,NaN,NaN,Lwri,0,50,10,NaN,NaN,5,female_Lwri
11,female,NA,NaN,NaN,NaN,NaN,Lwri,0,50,10,NaN,NaN,5,female_Lwri
12,female,NA,NaN,NaN,NaN,NaN,Lwri,0,50,10,NaN,NaN,5,female_Lwri
13,female,NA,NaN,NaN,NaN,NaN,Lwri,0,50,10,NaN,NaN,5,female_Lwri
14,female,NA,NaN,NaN,NaN,NaN,Lwri,0,50,10,NaN,NaN,5,female_Lwri
15,female,0.00848238991611443,3.906229295158592e-6,1.1609151513316194e-5,1.8559568969117433e-4,6338,Lwri,0,50,15,0,0,5,female_Lwri
16,female,0.00848238991611443,3.906229295158592e-6,1.1609151513316194e-5,1.8559568969117433e-4,6338,Lwri,0,50,15,0,0,5,female_Lwri
17,female,0.00848238991611443,3.906229295158592e-6,1.1609151513316194e-5,1.8559568969117433e-4,6338,Lwri,0,50,15,0,0,5,female_Lwri
18,female,0.00848238991611443,3.906229295158592e-6,1.1609151513316194e-5,1.8559568969117433e-4,6338,Lwri,0,50,15,0,0,5,female_Lwri
19,female,0.00848238991611443,3.906229295158592e-6,1.1609151513316194e-5,1.8559568969117433e-4,6338,Lwri,0,50,15,0,0,5,female_Lwri
20,female,0.009488394196796696,4.142478137008074e-6,1.3149729803645826e-5,2.112798825991687e-4,7828,Lwri,0,50,20,0,0,5,female_Lwri
21,female,0.009488394196796696,4.142478137008074e-6,1.3149729803645826e-5,2.112798825991687e-4,7828,Lwri,0,50,20,0,0,5,female_Lwri
22,female,0.009488394196796696,4.142478137008074e-6,1.3149729803645826e-5,2.112798825991687e-4,7828,Lwri,0,50,20,0,0,5,female_Lwri
23,female,0.009488394196796696,4.142478137008074e-6,1.3149729803645826e-5,2.112798825991687e-4,7828,Lwri,0,50,20,0,0,5,female_Lwri
24,female,0.009488394196796696,4.142478137008074e-6,1.3149729803645826e-5,2.112798825991687e-4,7828,Lwri,0,50,20,0,0,5,female_Lwri
25,female,0.009922448293068006,5.422915629627754e-6,1.383010452506937e-5,2.211499542458205e-4,8833,Lwri,0,50,25,0,0,5,female_Lwri
26,female,0.009922448293068006,5.422915629627754e-6,1.383010452506937e-5,2.211499542458205e-4,8833,Lwri,0,50,25,0,0,5,female_Lwri
27,female,0.009922448293068006,5.422915629627754e-6,1.383010452506937e-5,2.211499542458205e-4,8833,Lwri,0,50,25,0,0,5,female_Lwri
28,female,0.009922448293068006,5.422915629627754e-6,1.383010452506937e-5,2.211499542458205e-4,8833,Lwri,0,50,25,0,0,5,female_Lwri
29,female,0.009922448293068006,5.422915629627754e-6,1.383010452506937e-5,2.211499542458205e-4,8833,Lwri,0,50,25,0,0,5,female_Lwri
30,female,0.010260546492409258,7.103629015939209e-6,1.4162369036918036e-5,2.2851619796533516e-4,7963,Lwri,0,50,30,0,0,5,female_Lwri
31,female,0.010260546492409258,7.103629015939209e-6,1.4162369036918036e-5,2.2851619796533516e-4,7963,Lwri,0,50,30,0,0,5,female_Lwri
32,female,0.010260546492409258,7.103629015939209e-6,1.4162369036918036e-5,2.2851619796533516e-4,7963,Lwri,0,50,30,0,0,5,female_Lwri
33,female,0.010260546492409258,7.103629015939209e-6,1.4162369036918036e-5,2.2851619796533516e-4,7963,Lwri,0,50,30,0,0,5,female_Lwri
34,female,0.010260546492409258,7.103629015939209e-6,1.4162369036918036e-5,2.2851619796533516e-4,7963,Lwri,0,50,30,0,0,5,female_Lwri
35,female,0.01060936054010409,1.3160039493937286e-5,1.4679408745032722e-5,2.362228081977819e-4,7482,Lwri,0,50,35,0,0,5,female_Lwri
36,female,0.01060936054010409,1.3160039493937286e-5,1.4679408745032722e-5,2.362228081977819e-4,7482,Lwri,0,50,35,0,0,5,female_Lwri
37,female,0.01060936054010409,1.3160039493937286e-5,1.4679408745032722e-5,2.362228081977819e-4,7482,Lwri,0,50,35,0,0,5,female_Lwri
38,female,0.01060936054010409,1.3160039493937286e-5,1.4679408745032722e-5,2.362228081977819e-4,7482,Lwri,0,50,35,0,0,5,female_Lwri
39,female,0.01060936054010409,1.3160039493937286e-5,1.4679408745032722e-5,2.362228081977819e-4,7482,Lwri,0,50,35,0,0,5,female_Lwri
40,female,0.010649751034516217,2.0282212190346294e-5,1.4703768932933573e-5,2.370050315539268e-4,6901,Lwri,0,50,40,0,0,5,female_Lwri
41,female,0.010649751034516217,2.0282212190346294e-5,1.4703768932933573e-5,2.370050315539268e-4,6901,Lwri,0,50,40,0,0,5,female_Lwri
42,female,0.010649751034516217,2.0282212190346294e-5,1.4703768932933573e-5,2.370050315539268e-4,6901,Lwri,0,50,40,0,0,5,female_Lwri
43,female,0.010649751034516217,2.0282212190346294e-5,1.4703768932933573e-5,2.370050315539268e-4,6901,Lwri,0,50,40,0,0,5,female_Lwri
44,female,0.010649751034516217,2.0282212190346294e-5,1.4703768932933573e-5,2.370050315539268e-4,6901,Lwri,0,50,40,0,0,5,female_Lwri
45,female,0.01037281655872424,3.205073515073818e-5,1.408347856285258e-5,2.2812201344705603e-4,7531,Lwri,0,50,45,0,0,5,female_Lwri
46,female,0.01037281655872424,3.205073515073818e-5,1.408347856285258e-5,2.2812201344705603e-4,7531,Lwri,0,50,45,0,0,5,female_Lwri
47,female,0.01037281655872424,3.205073515073818e-5,1.408347856285258e-5,2.2812201344705603e-4,7531,Lwri,0,50,45,0,0,5,female_Lwri
48,female,0.01037281655872424,3.205073515073818e-5,1.408347856285258e-5,2.2812201344705603e-4,7531,Lwri,0,50,45,0,0,5,female_Lwri
49,female,0.01037281655872424,3.205073515073818e-5,1.408347856285258e-5,2.2812201344705603e-4,7531,Lwri,0,50,45,0,0,5,female_Lwri
50,female,0.01011433120540087,5.117668793533212e-5,1.3546377075335171e-5,2.1993874977909442e-4,7629,Lwri,0,50,50,0,0,5,female_Lwri
51,female,0.01011433120540087,5.117668793533212e-5,1.3546377075335171e-5,2.1993874977909442e-4,7629,Lwri,0,50,50,0,0,5,female_Lwri
52,female,0.01011433120540087,5.117668793533212e-5,1.3546377075335171e-5,2.1993874977909442e-4,7629,Lwri,0,50,50,0,0,5,female_Lwri
53,female,0.01011433120540087,5.117668793533212e-5,1.3546377075335171e-5,2.1993874977909442e-4,7629,Lwri,0,50,50,0,0,5,female_Lwri
54,female,0.01011433120540087,5.117668793533212e-5,1.3546377075335171e-5,2.1993874977909442e-4,7629,Lwri,0,50,50,0,0,5,female_Lwri
55,female,0.009900606242935626,7.645630829467341e-5,1.3265750040802257e-5,2.1314075163535404e-4,6580,Lwri,0,50,55,0,1,5,female_Lwri
56,female,0.009900606242935626,7.645630829467341e-5,1.3265750040802257e-5,2.1314075163535404e-4,6580,Lwri,0,50,55,0,1,5,female_Lwri
57,female,0.009900606242935626,7.645630829467341e-5,1.3265750040802257e-5,2.1314075163535404e-4,6580,Lwri,0,50,55,0,1,5,female_Lwri
58,female,0.009900606242935626,7.645630829467341e-5,1.3265750040802257e-5,2.1314075163535404e-4,6580,Lwri,0,50,55,0,1,5,female_Lwri
59,female,0.009900606242935626,7.645630829467341e-5,1.3265750040802257e-5,2.1314075163535404e-4,6580,Lwri,0,50,55,0,1,5,female_Lwri
60,female,0.013896681341156994,1.403759935673444e-4,1.7391981423947244e-5,2.8184941950103073e-4,5725,Lwri,0,50,60,0,1,5,female_Lwri
61,female,0.013896681341156994,1.403759935673444e-4,1.7391981423947244e-5,2.8184941950103073e-4,5725,Lwri,0,50,60,0,1,5,female_Lwri
62,female,0.013896681341156994,1.403759935673444e-4,1.7391981423947244e-5,2.8184941950103073e-4,5725,Lwri,0,50,60,0,1,5,female_Lwri
63,female,0.013896681341156994,1.403759935673444e-4,1.7391981423947244e-5,2.8184941950103073e-4,5725,Lwri,0,50,60,0,1,5,female_Lwri
64,female,0.013896681341156994,1.403759935673444e-4,1.7391981423947244e-5,2.8184941950103073e-4,5725,Lwri,0,50,60,0,1,5,female_Lwri
65,female,0.021997230576851583,2.3901111846786618e-4,2.7911579158382284e-5,4.567854826396023e-4,5670,Lwri,0,50,65,0,1,5,female_Lwri
66,female,0.021997230576851583,2.3901111846786618e-4,2.7911579158382284e-5,4.567854826396023e-4,5670,Lwri,0,50,65,0,1,5,female_Lwri
67,female,0.021997230576851583,2.3901111846786618e-4,2.7911579158382284e-5,4.567854826396023e-4,5670,Lwri,0,50,65,0,1,5,female_Lwri
68,female,0.021997230576851583,2.3901111846786618e-4,2.7911579158382284e-5,4.567854826396023e-4,5670,Lwri,0,50,65,0,1,5,female_Lwri
69,female,0.021997230576851583,2.3901111846786618e-4,2.7911579158382284e-5,4.567854826396023e-4,5670,Lwri,0,50,65,0,1,5,female_Lwri
70,female,0.030078142160876165,5.04467332474313e-4,3.770074380880038e-5,6.36473809048077e-4,5104,Lwri,0,50,70,0,3,5,female_Lwri
71,female,0.030078142160876165,5.04467332474313e-4,3.770074380880038e-5,6.36473809048077e-4,5104,Lwri,0,50,70,0,3,5,female_Lwri
72,female,0.030078142160876165,5.04467332474313e-4,3.770074380880038e-5,6.36473809048077e-4,5104,Lwri,0,50,70,0,3,5,female_Lwri
73,female,0.030078142160876165,5.04467332474313e-4,3.770074380880038e-5,6.36473809048077e-4,5104,Lwri,0,50,70,0,3,5,female_Lwri
74,female,0.030078142160876165,5.04467332474313e-4,3.770074380880038e-5,6.36473809048077e-4,5104,Lwri,0,50,70,0,3,5,female_Lwri
75,female,0.03828790419464094,0.0011848946405602773,4.693688690645759e-5,8.229700320435254e-4,3792,Lwri,0,50,75,0,4,5,female_Lwri
76,female,0.03828790419464094,0.0011848946405602773,4.693688690645759e-5,8.229700320435254e-4,3792,Lwri,0,50,75,0,4,5,female_Lwri
77,female,0.03828790419464094,0.0011848946405602773,4.693688690645759e-5,8.229700320435254e-4,3792,Lwri,0,50,75,0,4,5,female_Lwri
78,female,0.03828790419464094,0.0011848946405602773,4.693688690645759e-5,8.229700320435254e-4,3792,Lwri,0,50,75,0,4,5,female_Lwri
79,female,0.03828790419464094,0.0011848946405602773,4.693688690645759e-5,8.229700320435254e-4,3792,Lwri,0,50,75,0,4,5,female_Lwri
80,female,0.07560095196108278,0.0032135545484462415,8.40048106723007e-5,0.0015126369461194009,2983,Lwri,0,20,80,0,10,5,female_Lwri
81,female,0.07560095196108278,0.0032135545484462415,8.40048106723007e-5,0.0015126369461194009,2983,Lwri,0,20,80,0,10,5,female_Lwri
82,female,0.07560095196108278,0.0032135545484462415,8.40048106723007e-5,0.0015126369461194009,2983,Lwri,0,20,80,0,10,5,female_Lwri
83,female,0.07560095196108278,0.0032135545484462415,8.40048106723007e-5,0.0015126369461194009,2983,Lwri,0,20,80,0,10,5,female_Lwri
84,female,0.07560095196108278,0.0032135545484462415,8.40048106723007e-5,0.0015126369461194009,2983,Lwri,0,20,80,0,10,5,female_Lwri
85,female,0.14205148195170056,0.010439101779698116,1.5566461558062453e-4,0.002862424867750802,2001,Lwri,0,20,85,0,21,5,female_Lwri
86,female,0.14205148195170056,0.010439101779698116,1.5566461558062453e-4,0.002862424867750802,2001,Lwri,0,20,85,0,21,5,female_Lwri
87,female,0.14205148195170056,0.010439101779698116,1.5566461558062453e-4,0.002862424867750802,2001,Lwri,0,20,85,0,21,5,female_Lwri
88,female,0.14205148195170056,0.010439101779698116,1.5566461558062453e-4,0.002862424867750802,2001,Lwri,0,20,85,0,21,5,female_Lwri
89,female,0.14205148195170056,0.010439101779698116,1.5566461558062453e-4,0.002862424867750802,2001,Lwri,0,20,85,0,21,5,female_Lwri
90,female,0.20846543534981457,0.019186689323692132,2.2029410118509608e-4,0.004149574819788942,1019,Lwri,0,10,90,0,19,5,female_Lwri
91,female,0.20846543534981457,0.019186689323692132,2.2029410118509608e-4,0.004149574819788942,1019,Lwri,0,10,90,0,19,5,female_Lwri
92,female,0.20846543534981457,0.019186689323692132,2.2029410118509608e-4,0.004149574819788942,1019,Lwri,0,10,90,0,19,5,female_Lwri
93,female,0.20846543534981457,0.019186689323692132,2.2029410118509608e-4,0.004149574819788942,1019,Lwri,0,10,90,0,19,5,female_Lwri
94,female,0.20846543534981457,0.019186689323692132,2.2029410118509608e-4,0.004149574819788942,1019,Lwri,0,10,90,0,19,5,female_Lwri
95,female,0.27459733991798435,0.0391625632709432,2.812072587883293e-4,0.0053768901138943675,275,Lwri,0,10,95,0,11,6,female_Lwri
96,female,0.27459733991798435,0.0391625632709432,2.812072587883293e-4,0.0053768901138943675,275,Lwri,0,10,95,0,11,6,female_Lwri
97,female,0.27459733991798435,0.0391625632709432,2.812072587883293e-4,0.0053768901138943675,275,Lwri,0,10,95,0,11,6,female_Lwri
98,female,0.27459733991798435,0.0391625632709432,2.812072587883293e-4,0.0053768901138943675,275,Lwri,0,10,95,0,11,6,female_Lwri
99,female,0.27459733991798435,0.0391625632709432,2.812072587883293e-4,0.0053768901138943675,275,Lwri,0,10,95,0,11,6,female_Lwri
100,female,0.27459733991798435,0.0391625632709432,2.812072587883293e-4,0.0053768901138943675,275,Lwri,0,10,95,0,11,6,female_Lwri
