age,sex,age_cat,sex_age_cat,population_number,area,sex_age_area_cat,dw_adj_espc,dw_adj_adaod,dw_adj_prd,dw_adj_acml,dw_adj_chml,dw_adj_kdnc,dw_adj_bldc,dw_adj_mltm,dw_adj_crdd,dw_adj_ishd,dw_adj_strk,dw_adj_iscs,dw_adj_hyhd,dw_adj_brsc,dw_adj_utrc,dw_adj_prsc,dw_adj_carc,dw_adj_mlsm,dw_adj_copd,dw_adj_dmt2,dw_adj_stmc,dw_adj_lvrc,dw_adj_tbalc,dw_adj_mjdd,deaths_rate_espc,ylds (years lived with disability)_rate_espc,deaths_rate_adaod,ylds (years lived with disability)_rate_adaod,deaths_rate_prd,ylds (years lived with disability)_rate_prd,deaths_rate_lri,ylds_rate_lri,deaths_rate_pedestrian,ylds_rate_pedestrian,deaths_rate_acml,ylds (years lived with disability)_rate_acml,deaths_rate_chml,ylds (years lived with disability)_rate_chml,deaths_rate_kdnc,ylds (years lived with disability)_rate_kdnc,deaths_rate_bldc,ylds (years lived with disability)_rate_bldc,deaths_rate_mltm,ylds (years lived with disability)_rate_mltm,deaths_rate_crdd,ylds (years lived with disability)_rate_crdd,deaths_rate_ishd,ylds (years lived with disability)_rate_ishd,deaths_rate_strk,ylds (years lived with disability)_rate_strk,deaths_rate_iscs,ylds (years lived with disability)_rate_iscs,deaths_rate_hyhd,ylds (years lived with disability)_rate_hyhd,deaths_rate_brsc,ylds (years lived with disability)_rate_brsc,deaths_rate_utrc,ylds (years lived with disability)_rate_utrc,deaths_rate_prsc,ylds (years lived with disability)_rate_prsc,deaths_rate_carc,ylds (years lived with disability)_rate_carc,deaths_rate_mlsm,ylds (years lived with disability)_rate_mlsm,mx,pyld_rate,deaths_rate_copd,ylds (years lived with disability)_rate_copd,deaths_rate_dmt2,ylds (years lived with disability)_rate_dmt2,deaths_rate_cyclist,ylds_rate_cyclist,deaths_rate_motorcyclist,ylds_rate_motorcyclist,deaths_rate_motor,ylds_rate_motor,deaths_rate_other,ylds_rate_other,deaths_rate_stmc,ylds (years lived with disability)_rate_stmc,deaths_rate_lvrc,ylds (years lived with disability)_rate_lvrc,deaths_rate_tbalc,ylds (years lived with disability)_rate_tbalc,model,incidence_adaod,case_fatality_adaod,prevalence_adaod,incidence_brsc,case_fatality_brsc,prevalence_brsc,incidence_carc,case_fatality_carc,prevalence_carc,incidence_copd,case_fatality_copd,prevalence_copd,incidence_crdd,case_fatality_crdd,prevalence_crdd,incidence_dmt2,case_fatality_dmt2,prevalence_dmt2,incidence_iscs,case_fatality_iscs,prevalence_iscs,incidence_ishd,case_fatality_ishd,prevalence_ishd,incidence_lvrc,case_fatality_lvrc,prevalence_lvrc,incidence_stmc,case_fatality_stmc,prevalence_stmc,incidence_strk,case_fatality_strk,prevalence_strk,incidence_tbalc,case_fatality_tbalc,prevalence_tbalc,incidence_utrc,case_fatality_utrc,prevalence_utrc,lower95_incidence_adaod,lower95_case_fatality_adaod,lower95_prevalence_adaod,lower95_incidence_brsc,lower95_case_fatality_brsc,lower95_prevalence_brsc,lower95_incidence_carc,lower95_case_fatality_carc,lower95_prevalence_carc,lower95_incidence_copd,lower95_case_fatality_copd,lower95_prevalence_copd,lower95_incidence_crdd,lower95_case_fatality_crdd,lower95_prevalence_crdd,lower95_incidence_dmt2,lower95_case_fatality_dmt2,lower95_prevalence_dmt2,lower95_incidence_iscs,lower95_case_fatality_iscs,lower95_prevalence_iscs,lower95_incidence_ishd,lower95_case_fatality_ishd,lower95_prevalence_ishd,lower95_incidence_lvrc,lower95_case_fatality_lvrc,lower95_prevalence_lvrc,lower95_incidence_stmc,lower95_case_fatality_stmc,lower95_prevalence_stmc,lower95_incidence_strk,lower95_case_fatality_strk,lower95_prevalence_strk,lower95_incidence_tbalc,lower95_case_fatality_tbalc,lower95_prevalence_tbalc,lower95_incidence_utrc,lower95_case_fatality_utrc,lower95_prevalence_utrc,upper95_incidence_adaod,upper95_case_fatality_adaod,upper95_prevalence_adaod,upper95_incidence_brsc,upper95_case_fatality_brsc,upper95_prevalence_brsc,upper95_incidence_carc,upper95_case_fatality_carc,upper95_prevalence_carc,upper95_incidence_copd,upper95_case_fatality_copd,upper95_prevalence_copd,upper95_incidence_crdd,upper95_case_fatality_crdd,upper95_prevalence_crdd,upper95_incidence_dmt2,upper95_case_fatality_dmt2,upper95_prevalence_dmt2,upper95_incidence_iscs,upper95_case_fatality_iscs,upper95_prevalence_iscs,upper95_incidence_ishd,upper95_case_fatality_ishd,upper95_prevalence_ishd,upper95_incidence_lvrc,upper95_case_fatality_lvrc,upper95_prevalence_lvrc,upper95_incidence_stmc,upper95_case_fatality_stmc,upper95_prevalence_stmc,upper95_incidence_strk,upper95_case_fatality_strk,upper95_prevalence_strk,upper95_incidence_tbalc,upper95_case_fatality_tbalc,upper95_prevalence_tbalc,upper95_incidence_utrc,upper95_case_fatality_utrc,upper95_prevalence_utrc
0,male,0,male_0,0,bristol,male_0_bristol,0,0,0,0.11938453271289688,0,0.048739552400960715,0,0,0.13526946186937971,0,0,0.11769406739436701,0,0,0,0,0,0,0.06475407906236402,0,0,0,0,0.21978314135224805,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,male,0,male_1,0,bristol,male_1_bristol,0,0,0,0.12792648122254804,0,0.04854027599713365,0,0,0.12961595201303203,0,0,0.1164681036170768,0,0,0,0,0,0,0.06392579065197385,0,0,0,0,0.21681651453258233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,smoothed,6.624420770507203e-5,0.0016087106790353054,0,1.0006515765553985e-4,1781972.0042751073,0,5.7652028047144003e-5,0.013072300328804977,0,2.1764033508115234e-4,3.039491558617654e-4,0,2.839541086060354e-4,0.0052851849462455976,0,8.834986823669637e-5,2.4409726781882746e-5,0,7.128348935135569e-5,6.78497640970723e-4,0,6.34953208805519e-5,0.012171085102080374,0,8.896227455307795e-5,9.379476615328915,0,6.889938596286282e-5,3.0028036513374428,0,6.615275741762497e-5,0.005158190558372975,0,7.509612607984047e-5,3.7226735610519723,0,7.591998597780895e-5,390452.5589996261,0,2.1320886028411844e-6,3.4288421316401775e-4,0,4.2242925129995475e-6,174.3152661538991,0,2.0857903933891276e-6,0.006792501569877778,0,3.095045458912392e-5,1.0095755655097229e-4,0,6.539789220524951e-5,0.004073661343848785,0,4.179359534607927e-6,1.4546974804041702e-6,0,2.8197072535148057e-6,1.3500092485817315e-4,0,2.144116721747193e-6,0.008254695475088355,0,3.707287561945915e-6,4.222744334272475,0,2.6109583592838144e-6,0.0021908533324137562,0,2.850221935873817e-6,0.0027191088340394057,0,2.1450944297688603e-6,1.5239764888157261,0,4.4590340824741646e-6,179.97877031891096,0,3.648383374229449e-4,0.0047169358680541045,0,5.285505816014824e-4,13880449842.11572,0,3.1065185955232483e-4,0.024384164271290514,0,7.295149794411723e-4,6.742482810101305e-4,0,7.452871622790147e-4,0.006817962986041846,0,4.730763675029259e-4,1.41672805611103e-4,0,3.87996181824282e-4,0.0021627243423544217,0,3.399489659450286e-4,0.017729574984947392,0,4.734981008148176e-4,23.152691848893156,0,4.097968763285326e-4,9.038318130428863,0,3.571370254149658e-4,0.0093885758341493,0,4.143593603676379e-4,7.36965413279733,0,5.022295176104775e-4,10867066787.830845,0
2,male,2,male_2,34899.00807090061,bristol,male_2_bristol,0,0,0,0.1370796050887004,0,0.048341814354279276,0,0,0.12419872737031733,0,0,0.11525491012818345,0,0,0,0,0,0,0.06310809712148498,0,0,0,0,0.2138899311604395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,smoothed,6.591617666618947e-5,0.0016087106790353054,6.616852654763646e-5,1.007028640743238e-4,1781972.0042751073,4.6044965430324616e-11,5.869192379022567e-5,0.013072300328804977,5.7260070234078946e-5,2.1533796884519845e-4,3.039491558617654e-4,2.1756893233343454e-4,2.792664799453536e-4,0.0052851849462455976,2.831749894595978e-4,8.23551971511327e-5,2.4409726781882746e-5,8.834574947928778e-5,7.074884519590783e-5,6.78497640970723e-4,7.12571534308649e-5,6.324523232130359e-5,0.012171085102080374,6.306298172477888e-5,8.603740226763412e-5,9.379476615328915,9.346799874167594e-6,7.176468194456363e-5,3.0028036513374428,2.6355502164126214e-5,6.676415128842642e-5,0.005158190558372975,6.600050695347549e-5,7.742785728943538e-5,3.7226735610519723,1.961674387183357e-5,1.0262755033149799e-4,390452.5589996261,2.1925240791689873e-10,2.2103736908625143e-6,3.4288421316401775e-4,2.131808125447465e-6,4.406385834623053e-6,174.3152661538991,3.778438821708076e-15,2.3711707784837345e-6,0.006792501569877778,2.0766897943607674e-6,3.072431919715201e-5,1.0095755655097229e-4,3.094486165623584e-5,6.589483757230893e-5,0.004073661343848785,6.519153680774788e-5,3.120836078301071e-6,1.4546974804041702e-6,4.179346677584632e-6,2.6735122637517807e-6,1.3500092485817315e-4,2.81903899461072e-6,2.2414944957181074e-6,0.008254695475088355,2.131954141581169e-6,3.2950074449199562e-6,4.222744334272475,3.705096020020576e-7,2.562386524964718e-6,0.0021908533324137562,8.889767506233092e-7,2.033005786234489e-6,0.0027191088340394057,2.841906055840845e-6,2.7532626042849443e-6,1.5239764888157261,5.601308413371965e-7,5.654628313627871e-6,179.97877031891096,4.5814848260177114e-015,3.619180017729077e-4,0.0047169358680541045,3.645802326456306e-4,5.329420258197616e-4,13880449842.11572,7.626072496215213e-7,3.085122245500081e-4,0.024384164271290514,3.0817895959103894e-4,7.02747239261197e-4,6.742482810101305e-4,7.291293559641012e-4,7.638940542517452e-4,0.006817962986041846,7.432239652762722e-4,4.828526804480849e-4,1.41672805611103e-4,4.7295961165430377e-4,3.8624973008353347e-4,0.0021627243423544217,3.8768887616747887e-4,3.36208319326143e-4,0.017729574984947392,3.3792483242420614e-4,4.755923290772208e-4,23.152691848893156,5.9815800746333805e-5,3.825895137982388e-4,9.038318130428863,0.00023281767224793887,3.6000013746234226e-4,0.0093885758341493,3.5608255275145965e-4,4.2201607455061307e-4,7.36965413279733,1.1915203501017591e-4,5.272563202374149e-4,10867066787.830845,5.831632860840451e-7
3,male,0,male_3,0,bristol,male_3_bristol,0,0,0,0.1474200596761614,0,0.047995215076823035,0,0,0.11791710093683244,0,0,0.113905444502596,0,0,0,0,0,0,0.06220503301318104,0,0,0,0,0.21075707432074453,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,smoothed,6.876760238237452e-5,0.0016087106790353054,1.599708574857192e-4,9.865386995457458e-5,1781972.0042751073,4.6241972284771564e-11,5.836801000530517e-5,0.013072300328804977,1.3987737925796358e-4,2.1515683219654137e-4,3.039491558617654e-4,4.707851396804726e-4,2.796934340056221e-4,0.0052851849462455976,5.879414071923246e-4,8.370370733880181e-5,2.4409726781882746e-5,2.089479110671572e-4,7.094983802416799e-5,6.78497640970723e-4,1.7349691019582714e-4,6.538543010750785e-5,0.012171085102080374,1.5132088634329583e-4,8.640791195329165e-5,9.379476615328915,8.886151038918134e-6,7.353551693951368e-5,3.0028036513374428,4.352647254736269e-5,6.809522488139662e-5,0.005158190558372975,1.613516470637946e-4,7.651793080347728e-5,3.7226735610519723,2.1938425269857448e-5,1.223572902339645e-4,390452.5589996261,2.2793980128002612e-10,2.461249559916677e-6,3.4288421316401775e-4,2.456140662712573e-5,4.1654638495115366e-6,174.3152661538991,3.8457214534810336e-15,2.2494914001583413e-6,0.006792501569877778,2.0568006647397504e-5,2.7109836600749066e-5,1.0095755655097229e-4,1.4756259329444882e-4,6.731662528444017e-5,0.004073661343848785,2.3373401078209232e-4,3.212604562004044e-6,1.4546974804041702e-6,3.219813295922007e-5,2.655239762465061e-6,1.3500092485817315e-4,2.408204452301538e-5,2.395035131977086e-6,0.008254695475088355,2.1779975342165488e-5,3.171751324941688e-6,4.222744334272475,3.276294050832218e-7,3.3204512643500326e-6,0.0021908533324137562,1.3782010404943445e-6,3.0867859022840696e-6,0.0027191088340394057,2.4119067002814772e-5,2.3892267097949672e-6,1.5239764888157261,1.1540050241516575e-6,3.711231788817543e-6,179.97877031891096,5.3013585490673235e-15,3.516022058372265e-4,0.0047169358680541045,5.351231284369971e-4,5.535132717740326e-4,13880449842.11572,7.942730414648625e-7,3.281680019628136e-4,0.024384164271290514,4.706907134144641e-4,7.160640758122571e-4,6.742482810101305e-4,0.0011102155693376889,7.564158015075626e-4,0.006817962986041846,0.0012207345543556005,4.7964912519397917e-4,1.41672805611103e-4,7.041948136984046e-4,3.8226594058277634e-4,0.0021627243423544217,5.710845284075071e-4,3.6568552126997785e-4,0.017729574984947392,5.04810450018991e-4,5.340608600991203e-4,23.152691848893156,5.8622410740091904e-5,3.8353263100604636e-4,9.038318130428863,3.7137539132580755e-4,3.547390954868129e-4,0.0093885758341493,5.332957845333251e-4,4.275011356506598e-4,7.36965413279733,1.2267687109177838e-4,5.082181548723143e-4,10867066787.830845,6.224080886446847e-7
4,male,0,male_4,0,bristol,male_4_bristol,0,0,0,0.15911519977961794,0,0.04750367721507452,0,0,0.11092703288819218,0,0,0.11242480538350698,0,0,0,0,0,0,0.061220578235514106,0,0,0,0,0.2074282101741083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,smoothed,6.66021442236591e-5,0.0016087106790353054,2.586123579324806e-4,9.472515636171794e-5,1781972.0042751073,4.715862165642735e-11,6.223359923454783e-5,0.013072300328804977,2.1986348692907979e-4,2.1710195911576823e-4,3.039491558617654e-4,7.328994705159116e-4,2.7725216048761486e-4,0.0052851849462455976,9.014098706363263e-4,9.761543115192474e-5,2.4409726781882746e-5,3.38080342037978e-4,7.193625741458472e-5,6.78497640970723e-4,2.7588024905048027e-4,6.17504612098044e-5,0.012171085102080374,2.41916256899648e-4,9.357640636637558e-5,9.379476615328915,8.77425422419817e-6,6.859750186743392e-5,3.0028036513374428,5.2609332850813817e-5,6.787614245904112e-5,0.005158190558372975,2.5828459404034486e-4,7.682369487609082e-5,3.7226735610519723,2.1843158740130077e-5,1.01011536668383e-4,390452.5589996261,1.9514546279253573e-10,2.306417100715577e-6,3.4288421316401775e-4,5.7366410016721915e-5,2.846105097094391e-6,174.3152661538991,3.643025270168234e-15,2.5788901297129613e-6,0.006792501569877778,5.2919879315711925e-5,3.407308186798483e-5,1.0095755655097229e-4,2.826109795934297e-4,4.052291665095795e-5,0.004073661343848785,4.2679129510920236e-4,3.8060059900668804e-6,1.4546974804041702e-6,8.261154256465195e-5,2.5615132825411127e-6,1.3500092485817315e-4,6.403872860823481e-5,2.25544390224546e-6,0.008254695475088355,5.5764148549482086e-5,3.6290362614009016e-6,4.222744334272475,3.3732526495293074e-7,2.2163825457631044e-6,0.0021908533324137562,1.601105543231711e-6,2.2431813376251344e-6,0.0027191088340394057,6.317896302401382e-5,2.860175854579367e-6,1.5239764888157261,1.1038171172677203e-6,4.776450049894873e-6,179.97877031891096,4.918490512028555e-15,3.6886747634716857e-4,0.0047169358680541045,7.058795090141515e-4,5.370709124940248e-4,13880449842.11572,7.13967489292731e-7,3.173366384891103e-4,0.024384164271290514,5.930734601149195e-4,6.990674442044747e-4,6.742482810101305e-4,0.0014897672039131092,7.602352457062976e-4,0.006817962986041846,0.0016255214235958676,0.00048118127317213353,1.41672805611103e-4,9.331470556046472e-4,3.7825543806188134e-4,0.0021627243423544217,7.463435618279026e-4,3.3474552628585746e-4,0.017729574984947392,6.886290670301999e-4,4.7679058155560954e-4,23.152691848893156,6.052190177066956e-5,3.8883505830243235e-4,9.038318130428863,4.971702112222605e-4,3.694458994554815e-4,0.0093885758341493,6.909337565102496e-4,4.2592954941086036e-4,7.36965413279733,1.2658892351769473e-4,5.103351158545742e-4,10867066787.830845,7.019326143623813e-7
5,male,0,male_5,0,bristol,male_5_bristol,0,0,0,0.1714277323578477,0,0.04709007376715255,0,0,0.10483288116655069,0,0,0.11103592080373466,0,0,0,0,0,0,0.06029809591293912,0,0,0,0,0.20427092693559226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,smoothed,6.728491910715182e-5,0.0016087106790353054,3.56684508593037e-4,1.0082628711631033e-4,1781972.0042751073,4.479100574222558e-11,6.26971504775496e-5,0.013072300328804977,3.085935258125591e-4,2.1847388947308618e-4,3.039491558617654e-4,9.869402392565863e-4,2.8224925425333447e-4,0.0052851849462455976,0.0012071481150345018,8.754690909807748e-5,2.4409726781882746e-5,4.764730791098474e-4,7.116561643434056e-5,6.78497640970723e-4,3.7900890218506864e-4,6.512707753835836e-5,0.012171085102080374,3.2940952451554923e-4,9.150118511497163e-5,9.379476615328915,9.634834284006057e-6,6.710846769462854e-5,3.0028036513374428,5.672250771101222e-5,6.624656919898596e-5,0.005158190558372975,3.536944116810587e-4,7.926669420474733e-5,3.7226735610519723,2.188992883765669e-5,1.0432832501615068e-4,390452.5589996261,2.406502526948598e-10,2.273171641431169e-6,3.4288421316401775e-4,1.0038906995656564e-4,3.6472839245862437e-6,174.3152661538991,4.055640382298911e-15,2.176915920941384e-6,0.006792501569877778,9.554090169523903e-5,2.863783318468438e-5,1.0095755655097229e-4,4.5595207302745813e-4,6.371620387368813e-5,0.004073661343848785,6.436208275652135e-4,3.7258772347615944e-6,1.4546974804041702e-6,1.4312363972395387e-4,3.0171354479965476e-6,1.3500092485817315e-4,1.1371539497987428e-4,2.416803677075397e-6,0.008254695475088355,9.949138646508995e-5,3.4471274751945853e-6,4.222744334272475,3.6520656220575605e-7,2.6692832707045735e-6,0.0021908533324137562,1.274018072295955e-6,2.31312492018206e-6,0.0027191088340394057,1.0470029486111209e-4,2.747023696648489e-6,1.5239764888157261,1.1879792788464325e-6,4.665611637723738e-6,179.97877031891096,3.817765950059877e-15,3.5920014583206637e-4,0.0047169358680541045,8.602971079923173e-4,5.529240879180604e-4,13880449842.11572,6.952885169303943e-7,3.4619110756137374e-4,0.024384164271290514,7.261708652033542e-4,7.060942439677671e-4,6.742482810101305e-4,0.0018345111148906374,7.743835898420604e-4,0.006817962986041846,0.0020348877222695918,4.833803447062772e-4,1.41672805611103e-4,0.001149091864346488,3.8359732072579814e-4,0.0021627243423544217,8.965939380088665e-4,3.4544741776903657e-4,0.017729574984947392,8.165472984045688e-4,4.565254859072891e-4,23.152691848893156,6.79166828468922e-5,3.812296389788695e-4,9.038318130428863,6.193281439217166e-4,3.5707262108270696e-4,0.0093885758341493,8.321437148821336e-4,4.178227269540644e-4,7.36965413279733,1.2579228756935757e-4,5.028103261214496e-4,10867066787.830845,6.891385605001734e-7
6,male,0,male_6,0,bristol,male_6_bristol,0,0,0,0.18336134960273714,0,0.04697025630863974,0,0,0.1009150025946279,0,0,0.1099511113568831,0,0,0,0,0,0,0.05957263964022011,0,0,0,0,0.20163114789539685,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,smoothed,6.804855841868987e-5,0.0016087106790353054,4.543643666522656e-4,9.829792468110782e-5,1781972.0042751073,4.8052806554125716e-11,6.171876392671501e-5,0.013072300328804977,3.9139118047642693e-4,2.1953547315557487e-4,3.039491558617654e-4,0.0012469419603539666,2.8217036742073445e-4,0.0052851849462455976,0.0015130029667732444,9.812559037494006e-5,2.4409726781882746e-5,6.04530483165747e-4,7.368836200728374e-5,6.78497640970723e-4,4.829545831808317e-4,6.394681055718057e-5,0.012171085102080374,4.173326725494761e-4,8.45230115319765e-5,9.379476615328915,9.565668280846037e-6,7.264870169659598e-5,3.0028036513374428,5.376622829468538e-5,6.641080277417673e-5,0.005158190558372975,4.5156836895878487e-4,7.836585141041309e-5,3.7226735610519723,2.2089083791113904e-5,1.2630384748039437e-4,390452.5589996261,2.0876166357531823e-10,2.3213638888715433e-6,3.4288421316401775e-4,1.5401641070929907e-4,4.014797126040603e-6,174.3152661538991,3.970280029586011e-15,1.8743131456873564e-6,0.006792501569877778,1.3613031221856804e-4,3.2263664594384875e-5,1.0095755655097229e-4,6.322549371409351e-4,6.736711966218815e-5,0.004073661343848785,8.210776769772097e-4,3.196606708702818e-6,1.4546974804041702e-6,2.1306282375762963e-4,2.3731807437696956e-6,1.3500092485817315e-4,1.7189602183178393e-4,2.0439037335333423e-6,0.008254695475088355,1.460074498606574e-4,1.5782757584257875e-6,4.222744334272475,3.3988980910202957e-7,2.758235821509729e-6,0.0021908533324137562,1.3826530941192402e-6,2.5165289896323965e-6,0.0027191088340394057,1.5540692848302194e-4,2.8793008730339747e-6,1.5239764888157261,1.145287290802179e-6,5.0174000838606134e-6,179.97877031891096,5.5750076755444705e-15,3.6609452626507576e-4,0.0047169358680541045,0.001000274839755524,5.264438153303254e-4,13880449842.11572,8.466995069881357e-7,3.201167344129436e-4,0.024384164271290514,8.833804545630274e-4,7.256792548888437e-4,6.742482810101305e-4,0.00216925965135821,7.731320389097676e-4,0.006817962986041846,0.0024429837686476183,4.667513275626626e-4,1.41672805611103e-4,0.0013215183947842834,4.112029078828618e-4,0.0021627243423544217,0.0010549235013824873,3.441876839870595e-4,0.017729574984947392,9.584562228020197e-4,4.781853330504524e-4,23.152691848893156,5.976217806397736e-5,3.981031125382419e-4,9.038318130428863,7.333986829874448e-4,3.548184606191168e-4,0.0093885758341493,9.768941520865424e-4,4.263001879983179e-4,7.36965413279733,1.264563741336638e-4,4.925001788365978e-4,10867066787.830845,6.067924743217233e-7
7,male,7,male_7,34584.1357763024,bristol,male_7_bristol,0,0,0,0.19365771196702147,0,0.047361611437097925,0,0,0.10032533172653516,0,0,0.10937588943141749,0,0,0,0,0,0,0.059173869599018145,0,0,0,0,0.19983900161674575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,smoothed,6.781302696429672e-5,0.0016087106790353054,5.499096460174482e-4,1.0221534196907275e-4,1781972.0042751073,4.5540063787196003e-11,5.907332269274341e-5,0.013072300328804977,4.7330729763635915e-4,2.2268168393396037e-4,3.039491558617654e-4,0.0015117165806493899,2.9062146240993556e-4,0.0052851849462455976,0.0018258510479651135,9.574317180026112e-5,2.4409726781882746e-5,7.392578966287624e-4,7.273935301232527e-5,6.78497640970723e-4,5.864242645638552e-4,6.423733301577758e-5,0.012171085102080374,5.055627110418721e-4,8.872401988676626e-5,9.379476615328915,8.594256903218458e-6,7.200336492067135e-5,3.0028036513374428,5.759812549338847e-5,6.981691722767841e-5,0.005158190558372975,5.456719434231982e-4,7.845397071285084e-5,3.7226735610519723,2.248920437144241e-5,1.042617218300027e-4,390452.5589996261,2.2265243919948714e-10,2.2786328529551163e-6,3.4288421316401775e-4,2.2001823556613414e-4,4.054108992881948e-6,174.3152661538991,3.5298973430987937e-15,2.171935286888114e-6,0.006792501569877778,1.827621665020627e-4,3.0718638884891225e-5,1.0095755655097229e-4,8.18109700156326e-4,6.507474617930634e-5,0.004073661343848785,9.86264510549383e-4,3.653004113751989e-6,1.4546974804041702e-6,2.8895431364440094e-4,2.722801319838897e-6,1.3500092485817315e-4,2.3010818286113127e-4,2.191157707560994e-6,0.008254695475088355,1.9302073558446226e-4,3.0449160649024845e-6,4.222744334272475,1.6982067086714581e-7,3.111877546432956e-6,0.0021908533324137562,1.3918731836483317e-6,2.3412200648267665e-6,0.0027191088340394057,2.0847392006404327e-4,3.3617363114432947e-6,1.5239764888157261,1.3388572860532643e-6,4.647455423250961e-6,179.97877031891096,5.234558225242021e-15,3.666535181439638e-4,0.0047169358680541045,0.0011542194540558183,5.260819081710152e-4,13880449842.11572,6.760713971759287e-7,3.173653869170264e-4,0.024384164271290514,0.001000071374466321,7.13234469262738e-4,6.742482810101305e-4,0.0024889101996121853,7.765612454817146e-4,0.006817962986041846,0.0028025460583498258,4.751736135289677e-4,1.41672805611103e-4,0.001505900197744558,3.8028813187347525e-4,0.0021627243423544217,0.001206522733411952,3.459574384537747e-4,0.017729574984947392,0.0010795986427359105,4.740328179602152e-4,23.152691848893156,5.9982751945120525e-5,3.793546331944594e-4,9.038318130428863,8.373861474101153e-4,3.584965497267381e-4,0.0093885758341493,0.0011070489881376865,4.2922573946036846e-4,7.36965413279733,1.2828217344116366e-4,4.997563756854413e-4,10867066787.830845,7.089803563969425e-7
