age,sex,inc,mort,ylds (years lived with disability)_rate_copd,prev,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease
33,male,0.0013322415312354,1.2065267172585266e-6,0.0010087034408460187,0.01717740841849097,8448,copd,0,50,30,1,0,5,male_copd
34,male,0.0013322415312354,1.2065267172585266e-6,0.0010087034408460187,0.01717740841849097,8448,copd,0,50,30,1,0,5,male_copd
35,male,0.0019659717320955235,3.156457212104155e-6,0.0014593461675282496,0.025219364413113603,7997,copd,0,50,35,1,0,5,male_copd
36,male,0.0019659717320955235,3.156457212104155e-6,0.0014593461675282496,0.025219364413113603,7997,copd,0,50,35,1,0,5,male_copd
37,male,0.0019659717320955235,3.156457212104155e-6,0.0014593461675282496,0.025219364413113603,7997,copd,0,50,35,1,0,5,male_copd
38,male,0.0019659717320955235,3.156457212104155e-6,0.0014593461675282496,0.025219364413113603,7997,copd,0,50,35,1,0,5,male_copd
39,male,0.0019659717320955235,3.156457212104155e-6,0.0014593461675282496,0.025219364413113603,7997,copd,0,50,35,1,0,5,male_copd
40,male,0.002836542656456144,1.2313199468704448e-5,0.0021171116263697543,0.03702931661018638,7179,copd,0,50,40,2,0,5,male_copd
41,male,0.002836542656456144,1.2313199468704448e-5,0.0021171116263697543,0.03702931661018638,7179,copd,0,50,40,2,0,5,male_copd
42,male,0.002836542656456144,1.2313199468704448e-5,0.0021171116263697543,0.03702931661018638,7179,copd,0,50,40,2,0,5,male_copd
43,male,0.002836542656456144,1.2313199468704448e-5,0.0021171116263697543,0.03702931661018638,7179,copd,0,50,40,2,0,5,male_copd
44,male,0.002836542656456144,1.2313199468704448e-5,0.0021171116263697543,0.03702931661018638,7179,copd,0,50,40,2,0,5,male_copd
45,male,0.003950475187991841,2.7343232057521215e-5,0.003042269388484049,0.053494749158882825,7628,copd,0,50,45,3,0,5,male_copd
46,male,0.003950475187991841,2.7343232057521215e-5,0.003042269388484049,0.053494749158882825,7628,copd,0,50,45,3,0,5,male_copd
47,male,0.003950475187991841,2.7343232057521215e-5,0.003042269388484049,0.053494749158882825,7628,copd,0,50,45,3,0,5,male_copd
48,male,0.003950475187991841,2.7343232057521215e-5,0.003042269388484049,0.053494749158882825,7628,copd,0,50,45,3,0,5,male_copd
49,male,0.003950475187991841,2.7343232057521215e-5,0.003042269388484049,0.053494749158882825,7628,copd,0,50,45,3,0,5,male_copd
50,male,0.005382923868432451,6.309181130202607e-5,0.004321772469935117,0.0763385365286316,7605,copd,0,50,50,4,0,5,male_copd
51,male,0.005382923868432451,6.309181130202607e-5,0.004321772469935117,0.0763385365286316,7605,copd,0,50,50,4,0,5,male_copd
52,male,0.005382923868432451,6.309181130202607e-5,0.004321772469935117,0.0763385365286316,7605,copd,0,50,50,4,0,5,male_copd
53,male,0.005382923868432451,6.309181130202607e-5,0.004321772469935117,0.0763385365286316,7605,copd,0,50,50,4,0,5,male_copd
54,male,0.005382923868432451,6.309181130202607e-5,0.004321772469935117,0.0763385365286316,7605,copd,0,50,50,4,0,5,male_copd
55,male,0.00681034430199281,1.4627764481231405e-4,0.005986942525711167,0.10653408447009516,6479,copd,0,50,55,5,1,5,male_copd
56,male,0.00681034430199281,1.4627764481231405e-4,0.005986942525711167,0.10653408447009516,6479,copd,0,50,55,5,1,5,male_copd
57,male,0.00681034430199281,1.4627764481231405e-4,0.005986942525711167,0.10653408447009516,6479,copd,0,50,55,5,1,5,male_copd
58,male,0.00681034430199281,1.4627764481231405e-4,0.005986942525711167,0.10653408447009516,6479,copd,0,50,55,5,1,5,male_copd
59,male,0.00681034430199281,1.4627764481231405e-4,0.005986942525711167,0.10653408447009516,6479,copd,0,50,55,5,1,5,male_copd
60,male,0.008256587391856961,3.944437728555864e-4,0.00801952076910862,0.1430424048350051,5560,copd,0,50,60,7,2,5,male_copd
61,male,0.008256587391856961,3.944437728555864e-4,0.00801952076910862,0.1430424048350051,5560,copd,0,50,60,7,2,5,male_copd
62,male,0.008256587391856961,3.944437728555864e-4,0.00801952076910862,0.1430424048350051,5560,copd,0,50,60,7,2,5,male_copd
63,male,0.008256587391856961,3.944437728555864e-4,0.00801952076910862,0.1430424048350051,5560,copd,0,50,60,7,2,5,male_copd
64,male,0.008256587391856961,3.944437728555864e-4,0.00801952076910862,0.1430424048350051,5560,copd,0,50,60,7,2,5,male_copd
65,male,0.009841923290483848,7.374241468932629e-4,0.010490695443675147,0.1852728761772682,5418,copd,0,50,65,9,4,5,male_copd
66,male,0.009841923290483848,7.374241468932629e-4,0.010490695443675147,0.1852728761772682,5418,copd,0,50,65,9,4,5,male_copd
67,male,0.009841923290483848,7.374241468932629e-4,0.010490695443675147,0.1852728761772682,5418,copd,0,50,65,9,4,5,male_copd
68,male,0.009841923290483848,7.374241468932629e-4,0.010490695443675147,0.1852728761772682,5418,copd,0,50,65,9,4,5,male_copd
69,male,0.009841923290483848,7.374241468932629e-4,0.010490695443675147,0.1852728761772682,5418,copd,0,50,65,9,4,5,male_copd
70,male,0.011280482868779902,0.0013957920364955183,0.013326872945300041,0.23367422415088937,4800,copd,0,50,70,12,7,5,male_copd
71,male,0.011280482868779902,0.0013957920364955183,0.013326872945300041,0.23367422415088937,4800,copd,0,50,70,12,7,5,male_copd
72,male,0.011280482868779902,0.0013957920364955183,0.013326872945300041,0.23367422415088937,4800,copd,0,50,70,12,7,5,male_copd
73,male,0.011280482868779902,0.0013957920364955183,0.013326872945300041,0.23367422415088937,4800,copd,0,50,70,12,7,5,male_copd
74,male,0.011280482868779902,0.0013957920364955183,0.013326872945300041,0.23367422415088937,4800,copd,0,50,70,12,7,5,male_copd
75,male,0.01161633173797955,0.0025993727923907667,0.016300181135651563,0.2848359642022234,3332,copd,0,50,75,14,9,5,male_copd
76,male,0.01161633173797955,0.0025993727923907667,0.016300181135651563,0.2848359642022234,3332,copd,0,50,75,14,9,5,male_copd
77,male,0.01161633173797955,0.0025993727923907667,0.016300181135651563,0.2848359642022234,3332,copd,0,50,75,14,9,5,male_copd
78,male,0.01161633173797955,0.0025993727923907667,0.016300181135651563,0.2848359642022234,3332,copd,0,50,75,14,9,5,male_copd
79,male,0.01161633173797955,0.0025993727923907667,0.016300181135651563,0.2848359642022234,3332,copd,0,50,75,14,9,5,male_copd
80,male,0.011890638909506762,0.0048365874670790255,0.018759517756212065,0.3309297658557935,2291,copd,0,20,80,7,11,5,male_copd
81,male,0.011890638909506762,0.0048365874670790255,0.018759517756212065,0.3309297658557935,2291,copd,0,20,80,7,11,5,male_copd
82,male,0.011890638909506762,0.0048365874670790255,0.018759517756212065,0.3309297658557935,2291,copd,0,20,80,7,11,5,male_copd
83,male,0.011890638909506762,0.0048365874670790255,0.018759517756212065,0.3309297658557935,2291,copd,0,20,80,7,11,5,male_copd
84,male,0.011890638909506762,0.0048365874670790255,0.018759517756212065,0.3309297658557935,2291,copd,0,20,80,7,11,5,male_copd
85,male,0.013892441690872554,0.009417660969463082,0.020683356922145367,0.3738725126887983,1276,copd,0,20,85,7,12,5,male_copd
86,male,0.013892441690872554,0.009417660969463082,0.020683356922145367,0.3738725126887983,1276,copd,0,20,85,7,12,5,male_copd
87,male,0.013892441690872554,0.009417660969463082,0.020683356922145367,0.3738725126887983,1276,copd,0,20,85,7,12,5,male_copd
88,male,0.013892441690872554,0.009417660969463082,0.020683356922145367,0.3738725126887983,1276,copd,0,20,85,7,12,5,male_copd
89,male,0.013892441690872554,0.009417660969463082,0.020683356922145367,0.3738725126887983,1276,copd,0,20,85,7,12,5,male_copd
90,male,0.020673487489541585,0.013825417412158085,0.022866599889732026,0.4235900432860979,506,copd,0,10,90,4,7,5,male_copd
91,male,0.020673487489541585,0.013825417412158085,0.022866599889732026,0.4235900432860979,506,copd,0,10,90,4,7,5,male_copd
92,male,0.020673487489541585,0.013825417412158085,0.022866599889732026,0.4235900432860979,506,copd,0,10,90,4,7,5,male_copd
93,male,0.020673487489541585,0.013825417412158085,0.022866599889732026,0.4235900432860979,506,copd,0,10,90,4,7,5,male_copd
94,male,0.020673487489541585,0.013825417412158085,0.022866599889732026,0.4235900432860979,506,copd,0,10,90,4,7,5,male_copd
95,male,0.028290602424889243,0.02135531503093603,0.026344711733718662,0.500837599626116,91,copd,0,10,95,5,2,6,male_copd
96,male,0.028290602424889243,0.02135531503093603,0.026344711733718662,0.500837599626116,91,copd,0,10,95,5,2,6,male_copd
97,male,0.028290602424889243,0.02135531503093603,0.026344711733718662,0.500837599626116,91,copd,0,10,95,5,2,6,male_copd
98,male,0.028290602424889243,0.02135531503093603,0.026344711733718662,0.500837599626116,91,copd,0,10,95,5,2,6,male_copd
99,male,0.028290602424889243,0.02135531503093603,0.026344711733718662,0.500837599626116,91,copd,0,10,95,5,2,6,male_copd
100,male,0.028290602424889243,0.02135531503093603,0.026344711733718662,0.500837599626116,91,copd,0,10,95,5,2,6,male_copd
