"","age","sex","sex_age_cat","case_fatality_adaod","case_fatality_brsc","case_fatality_carc","case_fatality_copd","case_fatality_crdd","case_fatality_dmt2","case_fatality_iscs","case_fatality_ishd","case_fatality_lvrc","case_fatality_stmc","case_fatality_strk","case_fatality_tbalc","case_fatality_utrc","incidence_adaod","incidence_brsc","incidence_carc","incidence_copd","incidence_crdd","incidence_dmt2","incidence_iscs","incidence_ishd","incidence_lvrc","incidence_stmc","incidence_strk","incidence_tbalc","incidence_utrc","prevalence_adaod","prevalence_brsc","prevalence_carc","prevalence_copd","prevalence_crdd","prevalence_dmt2","prevalence_iscs","prevalence_ishd","prevalence_lvrc","prevalence_stmc","prevalence_strk","prevalence_tbalc","prevalence_utrc"
"1",0,"male","male_0",0.673043294264195,0.686966180814098,0.697538234174194,0.703225578230248,0.700812884762647,0.689586393741014,0.694237894677813,0.694776793433231,0.705453610090665,0.70608360901599,0.697188703345643,0.669376070394469,0.688687830601584,0.00000001,0.00000001,0.00000001,0.000111652003777635,0.000276135924788078,0.00000001,0.0000396358886420918,0.00000001,0.00000001,0.00000001,0.0000604416558326725,0.00000001,0.00000001,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",1,"male","male_1",0.701742072617634,0.690574964794688,0.700197373224311,0.668382289916193,0.71746935822647,0.675982260885693,0.686851297115118,0.70924713565266,0.686643259516494,0.687175860532178,0.703074198001516,0.676118275498836,0.703340709538534,0.00000001,0.00000001,0.00000001,0.000111652003777635,0.000276135924788078,0.00000001,0.0000396358886420918,0.00000001,0.00000001,0.00000001,0.0000604416558326725,0.00000001,0.00000001,0.00000000727808063116015,0.0000000072332519429876,0.00000000719947225916666,0.0000801792132643769,0.000198500445159038,0.00000000722485914722161,0.0000285771339839891,0.00000000720827405882026,0.00000000717432729349728,0.00000000717233132271488,0.000043520800317292,0.00000000728995371355055,0.0000000072277354921239
"3",2,"male","male_2",0.695009152482253,0.688600019189291,0.712533762183865,0.690300975527353,0.69182957633105,0.677307330395746,0.6966672606952,0.693365175185711,0.67112630983378,0.689363863154798,0.681692510607828,0.65673524715947,0.686325341657666,0.00000001,0.00000001,0.00000001,0.000111652003777635,0.000276135924788078,0.00000001,0.0000396358886420918,0.00000001,0.00000001,0.00000001,0.0000604416558326725,0.00000001,0.00000001,0.0000000104520427939614,0.0000000105108032201695,0.0000000103779615967511,0.000118598167980647,0.000287829960539776,0.0000000105849128683426,0.0000414571736948299,0.0000000104836681753082,0.0000000105441960455756,0.0000000104828800507713,0.0000632418749697982,0.0000000105966616314042,0.0000000104366447181683
"4",3,"male","male_3",0.706791098113871,0.700124211203452,0.677627080707495,0.680737644165213,0.695805831759612,0.709856811047146,0.710605651557295,0.676332598746109,0.680286241860112,0.694096734440634,0.702765153458047,0.691444361533294,0.673317119679851,0.00000001,0.00000001,0.00000001,0.000111652003777635,0.000276135924788078,0.00000001,0.0000396358886420918,0.00000001,0.00000001,0.00000001,0.0000604416558326725,0.00000001,0.00000001,0.0000000117445179373912,0.0000000118158934078142,0.0000000116194267301202,0.000132796152455617,0.0003202232587983,0.0000000119492696132491,0.0000464658775580065,0.0000000117687824030816,0.0000000119126536606186,0.0000000118913697037657,0.0000717373187454476,0.0000000119269403259619,0.0000000116416470759621
"5",4,"male","male_4",0.687322020710299,0.708614050664437,0.682315244688861,0.660438554847464,0.691938114413917,0.676480071889354,0.701652333135423,0.695280563275176,0.690788987575687,0.699218034301967,0.683292396280526,0.698589002836747,0.691490517931916,0.00000001,0.00000001,0.00000001,0.000111652003777635,0.000276135924788078,0.00000001,0.0000396358886420918,0.00000001,0.00000001,0.00000001,0.0000604416558326725,0.00000001,0.00000001,0.0000000123098370497528,0.000000012233881360452,0.0000000123568718083059,0.000138856467356162,0.000340789086635499,0.000000012268859973859,0.0000486733079747977,0.0000000123704809406887,0.0000000125143772487224,0.0000000123484827696675,0.0000745659529234821,0.0000000124501759992849,0.0000000123249553869452
"6",5,"male","male_5",0.692482396131932,0.689554466494869,0.678915702509573,0.657427193116792,0.694061302588791,0.687988123528448,0.70076889263596,0.703068757976179,0.662225058402997,0.680293926353944,0.692518983306025,0.704106271570555,0.692927340238611,0.00000001,0.00000001,0.00000001,0.000142124093038484,0.000223589379720038,0.00000001,0.0000301002893941493,0.00000001,0.00000143451309956721,0.00000001,0.0000520919746496148,0.00000001,0.00000001,0.0000000125453549741779,0.00000001260707050703,0.000000012644944289266,0.000142907848883741,0.000347319966397542,0.000000012640128920948,0.0000496290916379378,0.0000000126054200069805,0.0000000126948839201382,0.0000000124303777738199,0.0000758444419282352,0.0000000125955813122553,0.0000000125394027137633
"7",6,"male","male_6",0.731501498574303,0.66213265291487,0.698995478804247,0.685467586824324,0.708121604080743,0.676163135023724,0.689621772889361,0.684762853017289,0.682554988223833,0.690592084523394,0.718093533952041,0.675387379149784,0.687230125952845,0.00000001,0.00000001,0.00000001,0.000142124093038484,0.000223589379720038,0.00000001,0.0000301002893941493,0.00000001,0.00000143451309956721,0.00000001,0.0000520919746496148,0.00000001,0.00000001,0.0000000125418249458669,0.0000000127090484589038,0.0000000127739429662847,0.000167452581607053,0.000312383769459726,0.0000000127371426959443,0.0000431318067048278,0.0000000127888110575702,0.00000105639422888603,0.0000000129079372420627,0.000071442398011251,0.0000000126750804552494,0.0000000127169434150495
"8",7,"male","male_7",0.691900366418107,0.699583172033823,0.694925359810657,0.651293674048493,0.670002116726616,0.690758750205178,0.673958016875632,0.707676690604312,0.693127347067848,0.693791842381091,0.68387974269015,0.728570747967456,0.696956509896362,0.00000001,0.00000001,0.00000001,0.000142124093038484,0.000223589379720038,0.00000001,0.0000301002893941493,0.00000001,0.00000143451309956721,0.00000001,0.0000520919746496148,0.00000001,0.00000001,0.0000000125374620940326,0.0000000127859505639504,0.0000000127708702116113,0.000177016676400602,0.000295026041888179,0.0000000128162910040971,0.0000406298495747128,0.0000000127492464968373,0.00000152175248907955,0.0000000127223603138688,0.0000679610567435601,0.000000012925337553733,0.0000000128407516260109
"9",8,"male","male_8",0.672490872420481,0.690235251820488,0.676684080337855,0.639457964751929,0.668520466846898,0.71638494171795,0.670481609257717,0.69262770656798,0.679127636364121,0.706900569728894,0.670356527688165,0.6934682397209,0.682182010754294,0.00000001,0.00000001,0.00000001,0.000142124093038484,0.000223589379720038,0.00000001,0.0000301002893941493,0.00000001,0.00000143451309956721,0.00000001,0.0000520919746496148,0.00000001,0.00000001,0.0000000127448609412056,0.000000012811842454739,0.0000000127338735654418,0.000183728605374055,0.000294970074074982,0.0000000129128827427157,0.0000397207463986274,0.0000000127969844422702,0.00000167218315488633,0.0000000127092378017461,0.00006760082893837,0.0000000127090003433949,0.0000000127248193494559
"10",9,"male","male_9",0.701260767026369,0.726235720458691,0.685266214999754,0.654222887727315,0.629471290265833,0.70162406303538,0.673247342259864,0.690461282962789,0.697179246457935,0.688520733431087,0.660841211936657,0.665844120279747,0.678207656721048,0.00000001,0.00000001,0.00000001,0.000142124093038484,0.000223589379720038,0.00000001,0.0000301002893941493,0.00000001,0.00000143451309956721,0.00000001,0.0000520919746496148,0.00000001,0.00000001,0.0000000127311236144489,0.0000000129783265035708,0.000000012884378291394,0.000185718073334337,0.000295149344618517,0.000000012557100365903,0.0000396549635468681,0.0000000128119060291667,0.00000177396349220102,0.0000000128976523265528,0.0000684305450026368,0.0000000128352356176184,0.0000000128710429433262
"11",10,"male","male_10",0.705846633754716,0.706750337554578,0.66871307484244,0.690824459375563,0.690523160818587,0.471033764675318,0.679217073351716,0.665421275965255,0.668483476113242,0.719773091868062,0.679101672038056,0.679877474109752,0.695574405945734,0.00000001,0.00000001,0.00000001,0.000264196065563359,0.000230873625990151,0.00071773946328091,0.0000276308725928774,0.00000001,0.00000212820408836605,0.00000001,0.0000484974656525653,0.00000001,0.00000001,0.0000000127416450109035,0.0000000127784075535729,0.0000000128435758555186,0.000189262797390565,0.000298824123323118,0.0000000126803574337867,0.000039723226702425,0.0000000128890598682467,0.00000178279851683411,0.0000000129226761231056,0.000069099177585089,0.0000000128099184110573,0.0000000128963890744272
"12",11,"male","male_11",0.669328924804764,0.692873880874055,0.717108976883464,0.698571054856667,0.71940724775478,0.264438107442772,0.712839766818692,0.696306906325085,0.690247310202881,0.677900964319306,0.70136770482389,0.690194619650922,0.668275497946498,0.00000001,0.00000001,0.00000001,0.000264196065563359,0.000230873625990151,0.00071773946328091,0.0000276308725928774,0.00000001,0.00000212820408836605,0.00000001,0.0000484974656525653,0.00000001,0.00000001,0.0000000128290284705644,0.0000000126803370241901,0.0000000131067553443008,0.000275684095047114,0.000297157241284604,0.000572257273574164,0.0000377732846151891,0.000000013012851726442,0.00000238458665086681,0.0000000127943983503331,0.0000653850163211582,0.0000000128869604626899,0.0000000129597501016438
"13",12,"male","male_12",0.702778629700171,0.708903158399886,0.710744530466947,0.691924564613418,0.732138800259682,0.146084742024083,0.708150679218493,0.690903498931692,0.718809283124752,0.715443190396558,0.690782778000318,0.685773065109984,0.699632354178715,0.00000001,0.00000001,0.00000001,0.000264196065563359,0.000230873625990151,0.00071773946328091,0.0000276308725928774,0.00000001,0.00000212820408836605,0.00000001,0.0000484974656525653,0.00000001,0.00000001,0.0000000129488164229481,0.0000000127454280518669,0.0000000128262028435054,0.000307522648151935,0.000287175224333485,0.00102066939133205,0.0000359928101742285,0.0000000128908247835477,0.00000261508547907498,0.0000000128927451595824,0.0000624434212390263,0.0000000129539970016796,0.0000000129964784113645
"14",13,"male","male_13",0.688079242614526,0.726819534599094,0.685847855110975,0.67703633025249,0.714057951698813,0.102921043308201,0.702288932754633,0.663134973230915,0.721124952745311,0.692784849572576,0.711998624694921,0.723220156592145,0.681012134622927,0.00000001,0.00000001,0.00000001,0.000264196065563359,0.000230873625990151,0.00071773946328091,0.0000276308725928774,0.00000001,0.00000212820408836605,0.00000001,0.0000484974656525653,0.00000001,0.00000001,0.0000000127504051894541,0.0000000125959101451873,0.0000000127315854310629,0.000325163665084803,0.000292928379650889,0.00148828357572597,0.0000355770582508592,0.0000000127746107030429,0.00000263468285343717,0.0000000128259803030056,0.0000633541472910486,0.0000000128627892422892,0.0000000128398937111507
